Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Code,Depth,Code,Mb,code,Ms1,Code,Ms2,Code,Mw,Code,MD,Code,ML,Code,Mweq,Code
2013,9,23,6,47,0.0,-94.285,15.220,0,16.1,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,9,24,4,46,0.0,-104.789,18.770,0,16.1,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,9,28,16,31,0.0,-102.850,18.695,0,16.2,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,9,29,18,40,0.0,-95.970,19.619,0,15.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,10,2,22,12,0.0,-113.539,29.119,0,9.6,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2013,10,3,23,52,0.0,-94.307,14.765,0,20.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2013,10,6,22,59,0.0,-109.246,30.372,0,2.5,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2013,10,9,19,52,0.0,-110.668,23.368,0,5.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2013,10,19,15,25,0.0,-94.386,18.126,0,45.3,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,10,19,17,54,55.0,-110.461,26.087,47,14.1,47,0.0,0,0.0,0,0.0,0,6.6,43,0.0,0,0.0,0,6.6,164
2013,10,19,22,14,28.0,-110.746,25.100,0,10.0,0,4.2,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,166
2013,10,20,5,38,0.0,-92.290,19.514,0,5.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2013,10,24,5,0,21.1,-95.552,16.312,0,56.7,0,4.8,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.1,166
2013,11,6,7,2,0.0,-91.841,13.023,0,35.7,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,11,7,11,47,16.0,-112.166,24.029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,146,4.1,168
2013,11,9,1,47,0.0,-99.493,17.540,0,5.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,11,10,3,20,0.0,-96.287,19.140,0,15.6,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,11,11,9,29,0.0,-118.177,33.282,0,0.0,0,0.0,0,3.1,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,11,12,4,10,0.0,-114.707,29.923,0,19.5,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,11,12,21,36,4.0,-85.115,17.139,0,35.0,0,4.3,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.4,166
2013,11,20,9,31,0.0,-95.715,17.180,0,115.4,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,11,26,7,13,0.0,-99.275,25.639,0,16.1,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2013,11,26,10,37,0.0,-97.471,14.987,0,16.1,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,11,27,3,2,0.0,-94.172,16.226,0,99.3,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2013,11,28,12,58,0.0,-109.272,24.775,0,16.6,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,12,3,16,18,23.0,-105.224,16.610,0,35.0,0,4.2,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,166
2013,12,5,13,23,0.0,-92.422,16.455,0,73.6,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,135,0.0,0,4.2,167
2013,12,5,19,52,0.0,-97.328,18.199,0,70.4,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,12,7,22,56,22.0,-105.260,17.068,0,10.0,0,4.3,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.4,166
2013,12,9,9,23,14.0,-98.042,32.972,0,4.5,0,0.0,0,4.3,131,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2013,12,9,9,26,0.0,-100.192,26.656,0,3.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,12,11,0,46,0.0,-108.924,19.535,0,10.0,0,0.0,0,5.2,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
2013,12,14,22,33,0.0,-103.714,19.447,0,104.6,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2013,12,20,5,27,0.0,-115.929,31.137,0,4.1,0,0.0,0,4.8,132,0.0,0,0.0,0,0.0,0,0.0,0,5.2,165
2013,12,23,11,23,0.0,-91.178,17.629,0,16.7,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2013,12,26,0,18,0.0,-116.277,32.598,0,23.3,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2013,12,30,1,32,46.6,-86.118,16.742,0,10.0,0,4.2,128,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.3,166
2014,1,1,19,3,0.0,-99.635,14.974,0,11.9,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,3,22,40,2.0,-88.867,14.441,0,180.3,0,4.1,128,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.2,166
2014,1,7,9,13,0.0,-114.489,31.491,0,16.5,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,12,2,7,0.0,-101.895,18.093,0,6.3,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,14,3,6,0.0,-88.678,16.223,0,82.6,0,0.0,0,3.9,132,0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,1,14,11,5,0.0,-93.277,17.301,0,5.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,16,0,24,0.0,-110.908,26.738,0,5.9,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,20,5,16,0.0,-104.807,26.885,0,5.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,22,17,13,0.0,-93.891,16.858,0,173.1,0,0.0,0,4.8,132,0.0,0,0.0,0,0.0,0,0.0,0,5.2,165
2014,1,23,15,12,0.0,-98.809,15.174,0,15.1,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,23,20,26,0.0,-91.967,16.737,0,6.3,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,24,13,9,0.0,-102.457,17.871,0,86.2,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,1,28,16,14,0.0,-111.804,24.453,0,30.0,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,2,1,23,2,0.0,-100.380,19.407,0,10.7,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,2,3,13,12,0.0,-115.692,32.645,0,20.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,2,3,16,59,0.0,-97.171,17.394,0,74.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,2,4,3,3,48.0,-105.712,17.774,0,10.0,0,0.0,0,0.0,0,0.0,0,5.1,156,0.0,0,0.0,0,5.1,164
2014,2,5,0,23,9.0,-88.609,15.121,0,8.9,0,4.1,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.2,166
2014,2,5,18,13,0.0,-97.293,25.123,0,3.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,2,6,18,5,0.0,-101.020,18.173,0,57.8,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
2014,2,6,21,57,0.0,-92.016,15.771,0,3.5,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,2,10,4,9,56.0,-105.054,17.948,0,10.0,0,0.0,0,0.0,0,0.0,0,5.2,156,0.0,0,0.0,0,5.2,164
2014,2,14,15,21,44.0,-87.666,13.072,0,174.7,0,4.3,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.4,166
2014,2,14,21,53,0.0,-96.151,15.375,0,3.3,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,2,21,9,42,0.0,-105.239,28.095,0,3.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,2,23,4,44,0.0,-103.510,18.220,0,5.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,2,24,4,4,28.1,-96.969,15.795,0,7.5,0,4.8,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.1,166
2014,3,2,22,17,14.4,-93.154,14.183,0,18.5,0,0.0,0,0.0,0,0.0,0,6.0,163,0.0,0,0.0,0,6.0,164
2014,3,5,2,24,0.0,-118.802,31.807,0,248.2,0,0.0,0,5.1,132,0,0,0.0,0,0.0,0,0.0,0,5.4,165
2014,3,5,17,51,0.0,-112.479,28.187,0,8.8,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
2014,3,7,15,40,0.0,-97.927,14.691,0,16.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,3,9,2,58,0.0,-90.291,16.063,0,15.0,0,0.0,0,3.8,132,0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,3,9,13,13,0.0,-100.388,24.517,0,10.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,3,9,14,52,50.0,-117.947,19.152,0,10.0,0,4.0,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.0,166
2014,3,9,18,37,57.0,-98.477,15.835,0,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,152,5.8,168
2014,3,9,19,32,31.0,-88.348,13.523,0,217.7,0,4.3,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.4,166
2014,3,11,8,27,24.0,-88.673,15.758,0,35.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,3.9,154,3.8,168
2014,3,17,15,1,0.0,-99.025,18.068,0,54.5,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,3,17,22,38,0.0,-91.274,11.752,0,15.0,0,0.0,0,3.6,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,3,18,1,15,0.0,-115.047,29.408,0,5.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,3,20,4,44,0.0,-105.658,30.965,0,5.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,3,20,17,4,47.0,-89.884,13.455,0,65.2,0,0.0,0,0.0,0,0,0,5.2,156,0.0,0,0.0,0,5.2,164
2014,3,22,0,58,0.0,-114.084,30.390,0,17.1,0,0.0,0,5.6,132,0.0,0,0.0,0,0.0,0,0.0,0,5.7,165
2014,3,22,19,49,11.9,-106.202,21.159,0,10.0,0,4.8,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.1,166
2014,3,25,5,27,0.0,-113.916,31.564,0,16.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,3,28,23,16,0.0,-88.189,12.697,0,20.0,0,0.0,0,4.3,132,0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,3,30,16,21,0.0,-98.240,17.692,0,51.8,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,4,8,1,59,0.0,-116.198,31.869,0,9.7,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,4,9,23,55,40.0,-90.405,14.355,0,179.3,0,4.9,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.3,166
2014,4,13,11,13,14.0,-104.848,15.374,0,10.0,0,0.0,0,0.0,0,0.0,0,5.1,156,0.0,0,0.0,0,5.1,164
2014,4,18,14,27,25.5,-101.050,17.370,47,18.0,47,0.0,0,0.0,0,0.0,0,7.3,78,0.0,0,0.0,0,7.3,164
2014,4,19,12,2,0.0,-91.265,16.093,0,5.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,4,19,16,46,32.3,-92.445,13.108,0,22.8,0,4.7,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
2014,4,20,17,13,0.0,-93.924,13.187,0,20.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,5,4,7,8,0.0,-99.688,22.806,0,10.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,5,7,18,34,0.0,-93.403,16.325,0,154.1,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,5,8,17,0,14.6,-100.916,16.986,47,10.0,47,0.0,0,0.0,0,0.0,0,6.5,78,0.0,0,0.0,0,6.5,164
2014,5,13,20,34,2.0,-86.429,15.563,0,31.2,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,4.3,146,4.2,168
2014,5,18,12,21,0.0,-90.393,15.492,0,76.0,0,0.0,0,3.1,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,5,19,19,27,23.7,-91.312,15.344,0,33.2,0,4.7,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
2014,5,20,1,39,0.0,-100.095,18.033,0,53.8,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
2014,5,21,10,6,14.0,-94.986,17.106,0,123.1,0,5.9,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.6,166
2014,5,22,9,41,0.0,-93.507,15.268,0,75.9,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,5,22,17,5,0.0,-96.551,16.974,0,62.3,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,5,23,22,34,0.0,-98.454,24.796,0,5.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,5,25,12,33,0.0,-105.364,29.660,0,10.0,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,5,26,15,24,0.0,-101.587,18.563,0,16.4,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,5,26,21,13,0.0,-94.622,14.288,0,16.1,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,5,28,11,16,29.0,-89.850,14.855,0,2.9,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,3.6,154,3.5,168
2014,5,31,6,53,49.0,-107.330,18.997,0,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.2,152,6.3,168
2014,6,8,12,45,0.0,-91.033,16.880,0,34.3,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,6,29,4,59,34.0,-109.084,32.591,0,11.5,0,0.0,0,0.0,0,0.0,0,5.3,156,0.0,0,0.0,0,5.3,164
2014,7,6,10,15,0.0,-104.550,19.189,0,54.8,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
2014,7,7,11,23,59.3,-92.557,14.650,47,56.7,47,6.4,67,0.0,0,0.0,0,6.9,78,0.0,0,0.0,0,6.9,164
2014,7,8,22,57,0.0,-116.344,29.948,0,4.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,7,17,15,56,0.0,-112.177,26.985,0,2.9,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,7,19,21,56,40.0,-89.548,15.077,0,0.4,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,4.3,146,4.2,168
2014,7,20,13,53,0.0,-108.317,30.392,0,20.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,7,21,2,55,0.0,-117.768,32.636,0,20.0,0,0.0,0,3.2,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,7,21,10,4,19.0,-89.657,14.088,0,10.0,0,4.1,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.2,166
2014,7,22,3,55,0.0,-91.626,16.436,0,5.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,7,22,6,50,25.0,-110.459,25.896,0,10.0,0,0.0,0,0.0,0,0.0,0,5.1,156,0.0,0,0.0,0,5.1,164
2014,7,23,0,28,0.0,-100.471,16.525,0,10.0,0,0.0,0,5.2,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
2014,7,23,18,46,46.0,-92.208,19.416,0,14.1,0,4.1,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
2014,7,27,6,34,40.0,-96.221,16.363,0,16.7,0,4.7,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
2014,7,29,8,54,0.0,-99.913,17.142,0,42.2,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,7,29,10,46,16.0,-95.558,17.814,0,107.2,0,6.2,120,0.0,0,0.0,0,6.3,163,0.0,0,0.0,0,6.3,164
2014,7,31,9,55,0.0,-99.592,21.741,0,10.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,8,4,4,25,0.0,-94.913,15.833,0,26.3,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
2014,8,4,21,10,0.0,-97.835,18.184,0,59.2,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,8,8,13,44,0.0,-95.541,18.912,0,16.1,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,8,9,0,37,0.0,-100.742,25.151,0,10.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,8,9,3,54,0.0,-94.775,18.000,0,16.1,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,8,10,18,46,0.0,-111.508,27.456,0,10.0,0,0.0,0,5.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.5,165
2014,8,12,2,36,0.0,-103.692,18.782,0,10.3,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,8,12,18,27,0.0,-103.092,17.353,0,10.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,8,14,19,52,0.0,-93.938,15.604,0,73.3,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,8,18,5,33,0.0,-99.687,16.338,0,16.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,8,23,1,34,0.0,-115.241,30.811,0,0.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,8,31,14,30,0.0,-97.939,15.322,0,16.5,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,9,3,13,31,58.0,-85.742,16.913,0,28.0,0,4.2,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.3,166
2014,9,7,12,13,0.0,-117.613,32.205,0,10.0,0,0.0,0,3.9,132,0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,9,8,19,45,16.0,-87.230,15.920,0,10.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,4.3,151,4.2,168
2014,9,9,21,57,0.0,-108.388,18.730,0,10.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
2014,9,15,12,42,0.0,-115.131,29.845,0,15.4,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,9,15,22,1,0.0,-115.692,29.729,0,23.1,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,9,20,3,3,0.0,-93.813,14.665,0,13.3,0,0.0,0,5.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.5,165
2014,9,22,16,22,0.0,-109.542,25.025,0,15.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,9,24,23,42,18.0,-108.291,19.192,0,10.0,0,0.0,0,0.0,0,0.0,0,4.9,156,0.0,0,0.0,0,4.9,164
2014,9,27,2,6,0.0,-115.179,32.422,0,10.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,10,2,11,20,0.0,-104.884,24.496,0,24.9,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,10,4,7,49,0.0,-98.374,16.865,0,48.5,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,10,4,16,7,40.0,-88.769,13.735,0,201.4,0,4.5,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.7,166
2014,10,7,14,11,7.3,-96.440,15.777,0,41.9,0,4.6,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,166
2014,10,7,21,40,49.0,-108.755,23.696,0,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,152,6.2,168
2014,10,11,7,42,0.0,-94.434,14.826,0,16.7,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,10,11,16,46,0.0,-95.652,16.027,0,10.0,0,0.0,0,5.6,132,0.0,0,0.0,0,0.0,0,0.0,0,5.7,165
2014,10,23,23,5,32.0,-88.665,13.000,0,68.5,0,4.9,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.3,166
2014,10,25,5,4,0.0,-108.631,19.628,0,12.8,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
2014,10,25,7,49,0.0,-92.987,16.072,0,158.6,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,10,27,14,49,0.0,-94.893,14.989,0,16.1,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,11,1,6,12,0.0,-92.814,13.628,0,20.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,5,21,16,0.0,-111.097,30.484,0,17.4,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,7,22,4,25.0,-110.830,26.257,0,10.0,0,4.0,123,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,166
2014,11,8,19,5,0.0,-109.697,30.273,0,5.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,12,16,22,28.0,-109.614,19.695,0,10.0,0,0.0,0,3.2,131,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,13,3,7,0.0,-111.886,26.518,0,10.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,11,13,13,41,0.0,-105.592,27.845,0,14.3,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,11,13,14,29,0.0,-105.046,27.571,0,14.6,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,13,16,13,59.0,-87.601,13.156,0,200.3,0,5.2,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.7,166
2014,11,13,19,55,0.0,-112.426,27.442,0,119.3,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,13,20,8,0.0,-107.220,28.438,0,16.2,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,15,9,55,0.0,-103.206,18.837,0,25.4,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,17,9,17,0.0,-105.182,19.349,0,28.3,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,11,20,10,25,31.0,-88.020,32.934,0,9.4,0,0.0,0,0.0,0,0,0,3.8,160,0.0,0,0.0,0,3.8,164
2014,11,22,8,9,44.0,-88.689,15.013,0,121.8,0,0.0,0,0.0,0,0,0,0.0,0,4.0,135,0.0,0,3.9,167
2014,11,24,12,39,0.0,-97.499,14.922,0,16.6,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
2014,11,27,12,31,0.0,-104.457,18.133,0,10.0,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
2014,11,27,17,39,0.0,-102.354,18.044,0,5.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,12,2,13,51,0.0,-108.510,22.145,0,9.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
2014,12,3,5,47,0.0,-92.536,17.492,0,8.5,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,12,5,0,36,42.3,-108.907,22.848,0,10.0,0,4.1,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
2014,12,6,17,6,59.0,-88.315,13.516,0,194.5,0,4.4,123,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.6,166
2014,12,7,15,16,35.0,-91.439,13.678,0,32.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,152,6.2,168
2014,12,10,2,26,0.0,-109.034,19.163,0,10.0,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
2014,12,13,6,36,0.0,-106.569,30.733,0,5.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,12,16,0,38,0.0,-96.800,17.758,0,77.9,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
2014,12,23,10,1,0.0,-94.022,16.991,0,152.7,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
2014,12,23,16,6,0.0,-101.796,24.672,0,16.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
2014,12,25,6,45,42.1,-109.077,24.415,0,10.0,0,5.1,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,166
2014,12,29,23,14,8.0,-90.122,14.882,0,84.1,0,0.0,0,0.0,0,0,0,0.0,0,4.1,135,0.0,0,4.0,167
