Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Code,Depth,Code,Mb,code,Ms1,Code,Ms2,Code,Mw,Code,MD,Code,ML,Code,Mweq,Code
1970,5,18,4,18,0.0,-94.400,16.700,0,30.0,0,0.0,0,4.0,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1970,5,25,4,56,0.0,-89.210,15.880,0,24.0,0,0.0,0,3.8,132,0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,5,30,9,18,0.0,-98.200,20.200,0,33.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,6,2,20,27,0.0,-98.170,16.290,0,61.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1970,6,2,23,24,38.0,-98.400,18.000,0,139.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,153,4.2,168
1970,6,3,20,57,0.0,-104.700,15.800,0,61.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,6,9,12,23,0.0,-98.330,16.910,0,70.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1970,6,25,5,24,53.3,-116.555,30.493,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,155,4.1,168
1970,6,26,3,14,0.0,-98.100,14.400,0,33.0,0,0.0,0,4.8,132,0.0,0,0.0,0,0.0,0,0.0,0,5.2,165
1970,7,4,19,47,0.0,-103.270,15.700,0,33.0,0,0.0,0,4.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.1,165
1970,7,11,18,36,0.0,-92.390,17.200,0,33.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,7,12,3,21,0.0,-103.700,18.600,0,33.0,0,0.0,0,4.0,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1970,7,18,10,46,0.0,-100.500,18.100,0,103.0,0,0.0,0,6.3,132,0.0,0,0.0,0,0.0,0,0.0,0,6.3,165
1970,7,21,11,2,37.0,-91.400,13.400,0,73.0,0,4.6,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,166
1970,7,21,20,30,0.0,-117.680,32.950,0,8.0,0,0.0,0,3.4,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1970,7,23,12,59,42.0,-116.130,31.500,0,8.0,0,4.6,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,166
1970,7,24,3,37,0.0,-97.200,21.700,0,33.0,0,0.0,0,3.5,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1970,7,27,2,12,7.0,-104.900,13.500,0,33.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,147,4.0,168
1970,7,27,2,21,28.0,-104.500,13.000,0,33.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,147,4.0,168
1970,7,29,3,52,0.0,-102.650,18.000,0,33.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,7,30,8,30,0.0,-96.350,17.730,0,33.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,8,2,15,54,0.0,-91.400,17.900,0,33.0,0,0.0,0,4.7,132,0.0,0,0.0,0,0.0,0,0.0,0,5.1,165
1970,8,13,0,29,43.0,-100.000,17.100,0,33.0,0,5.5,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,166
1970,8,19,14,11,0.0,-117.030,32.060,0,8.0,0,0.0,0,3.2,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1970,8,23,3,25,34.0,-94.400,13.300,0,33.0,0,4.0,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,166
1970,8,23,21,22,0.0,-99.100,20.830,0,33.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,8,27,19,44,0.0,-95.600,15.410,0,31.0,0,0.0,0,5.9,132,0.0,0,0.0,0,0.0,0,0.0,0,5.9,165
1970,8,31,2,47,0.0,-96.700,18.100,0,33.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,9,7,18,8,0.0,-104.970,19.660,0,68.0,0,0.0,0,5.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.5,165
1970,9,10,4,25,0.0,-108.080,19.070,0,44.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1970,9,20,17,2,0.0,-97.270,16.470,0,69.0,0,0.0,0,4.8,132,0.0,0,0.0,0,0.0,0,0.0,0,5.2,165
1970,9,29,8,14,0.0,-116.310,33.360,0,8.0,0,0.0,0,3.0,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1970,9,29,17,59,0.0,-114.900,31.920,0,8.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,10,4,17,39,0.0,-113.700,30.520,0,25.0,0,0.0,0,5.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.5,165
1970,10,20,4,2,0.0,-103.600,17.400,0,33.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1970,10,23,18,27,0.0,-116.660,32.950,0,8.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1970,10,25,9,57,0.0,-94.200,17.200,0,33.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,10,26,5,41,0.0,-105.100,14.800,0,33.0,0,0.0,0,4.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1970,10,29,20,30,0.0,-91.900,17.670,0,100.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1970,11,1,5,27,49.0,-107.000,23.300,0,25.0,0,4.1,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1970,11,12,2,4,0.0,-105.300,15.700,0,33.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,11,12,20,47,0.0,-96.230,18.900,0,33.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1970,11,16,6,17,0.0,-89.760,14.460,0,209.0,0,0.0,0,4.1,132,0,0,0.0,0,0.0,0,0.0,0,4.9,165
1970,12,3,17,16,0.0,-101.530,17.600,0,33.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1970,12,24,4,7,0.0,-109.200,25.100,0,66.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1970,12,24,8,0,35.0,-93.700,15.950,0,105.0,0,5.6,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.2,166
1971,1,1,7,14,0.0,-101.600,19.690,0,33.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1971,1,19,3,16,51.0,-108.696,23.719,0,5.2,0,5.5,120,0.0,0,0.0,0,6.0,163,0.0,0,0.0,0,6.0,164
1971,1,23,22,7,34.0,-115.662,32.326,0,8.0,0,5.1,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,166
1971,2,5,5,29,0.0,-104.856,18.976,0,68.0,0,0.0,0,4.6,132,0.0,0,0.0,0,0.0,0,0.0,0,5.1,165
1971,2,5,19,10,0.0,-105.404,18.422,0,33.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1971,2,18,19,18,2.0,-90.802,17.282,0,33.0,0,4.5,125,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.7,166
1971,2,19,6,27,0.0,-91.710,14.110,0,63.0,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
1971,2,19,16,59,42.0,-88.860,13.733,0,184.9,0,5.2,124,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.7,166
1971,3,2,20,30,46.0,-104.091,18.282,0,33.0,0,4.7,125,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
1971,3,3,0,48,0.0,-99.348,17.629,0,70.0,0,0.0,0,5.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.5,165
1971,3,3,14,46,32.0,-110.044,25.956,0,34.0,0,5.3,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,166
1971,3,5,10,19,50.0,-101.540,18.954,0,132.2,0,4.9,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.3,166
1971,3,14,17,27,0.0,-87.911,33.132,0,1.0,0,0.0,0,3.9,132,0,0,0.0,0,0.0,0,0.0,0,4.8,165
1971,3,19,6,12,32.0,-95.260,17.135,0,84.0,0,5.5,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,166
1971,4,14,11,38,42.0,-112.368,27.637,0,31.6,0,5.4,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.9,166
1971,4,30,17,49,52.0,-85.318,17.024,0,6.0,0,5.0,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.4,166
1971,5,21,13,48,0.0,-86.558,16.052,0,33.0,0,0.0,0,3.4,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1971,5,23,8,23,0.0,-92.798,16.040,0,126.0,0,0.0,0,4.6,132,0.0,0,0.0,0,0.0,0,0.0,0,5.1,165
1971,5,28,14,12,8.0,-91.460,14.740,0,136.3,0,5.4,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.9,166
1971,5,30,5,11,0.0,-109.413,18.307,0,33.0,0,0.0,0,3.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1971,6,7,10,44,1.0,-90.057,14.941,0,56.9,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,4.2,147,4.1,168
1971,6,18,13,36,1.0,-87.625,14.706,0,7.0,0,5.0,124,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.4,166
1971,6,21,1,9,35.0,-105.995,20.741,0,61.7,0,4.0,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,166
1971,6,22,0,3,48.0,-98.413,18.155,0,64.8,0,4.0,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,166
1971,7,12,9,2,0.0,-111.142,24.030,0,44.0,0,0.0,0,5.0,132,0.0,0,0.0,0,0.0,0,0.0,0,5.3,165
1971,7,12,9,25,0.0,-111.192,23.422,0,33.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1971,7,16,21,40,29.0,-96.061,16.871,0,50.0,0,5.3,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,166
1971,8,9,5,15,0.0,-116.129,31.700,0,15.0,0,0.0,0,3.7,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1971,8,12,14,20,42.0,-106.039,19.618,0,23.6,0,5.6,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.2,166
1971,8,20,21,36,0.4,-92.458,13.275,0,30.9,0,5.8,120,0.0,0,0.0,0,6.0,163,0.0,0,0.0,0,6.0,164
1971,9,13,15,50,0.0,-95.910,14.240,0,274.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1971,9,30,8,17,59.8,-110.800,26.880,53,14.0,47,0.0,0,6.6,53,0.0,0,6.5,91,0.0,0,0.0,0,6.5,164
1971,9,30,22,46,10.9,-115.804,32.983,0,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,155,5.0,168
1971,10,3,17,1,0.0,-94.317,17.962,0,46.0,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
1971,10,12,9,44,0.0,-91.156,15.863,0,25.0,0,0.0,0,6.3,132,0.0,0,0.0,0,0.0,0,0.0,0,6.3,165
1971,11,16,1,29,0.0,-115.449,31.400,0,0.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1971,11,23,10,24,0.0,-90.171,14.412,0,190.0,0,0.0,0,4.4,132,0,0,0.0,0,0.0,0,0.0,0,5.0,165
1972,1,2,21,56,58.0,-98.288,16.103,0,3.7,0,5.5,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,166
1972,1,13,21,58,51.0,-107.840,22.809,0,44.7,0,5.0,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.4,166
1972,1,22,13,8,48.0,-91.031,14.008,0,68.8,0,5.5,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,166
1972,1,23,19,5,0.0,-108.840,19.818,0,66.0,0,0.0,0,5.0,132,0.0,0,0.0,0,0.0,0,0.0,0,5.3,165
1972,2,8,4,9,9.0,-99.505,18.279,0,113.9,0,4.3,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.4,166
1972,2,16,21,0,0.0,-95.917,16.007,0,57.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1972,2,20,6,8,16.0,-113.651,29.651,0,33.0,0,5.4,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.9,166
1972,3,4,15,29,0.0,-116.929,33.220,0,8.0,0,0.0,0,3.5,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1972,3,9,18,45,0.0,-110.493,32.752,0,0.0,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1972,3,11,3,50,46.0,-90.043,13.390,0,72.1,0,5.1,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.5,166
1972,3,29,15,8,0.0,-90.676,14.553,0,82.0,0,0.0,0,3.8,132,0,0,0.0,0,0.0,0,0.0,0,4.8,165
1972,4,11,7,33,54.0,-89.425,13.444,0,78.6,0,4.5,120,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.7,166
1972,4,12,17,24,53.0,-93.359,16.680,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,147,4.1,168
1972,4,23,11,18,8.0,-115.666,32.027,0,8.0,0,4.7,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
1972,4,25,2,26,0.0,-117.699,32.880,0,13.0,0,0.0,0,3.6,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1972,4,27,1,47,0.0,-91.519,17.495,0,0.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1972,5,28,3,2,37.0,-87.698,13.321,0,232.8,0,4.8,124,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.1,166
1972,5,28,23,11,0.0,-108.403,19.422,0,23.0,0,0.0,0,5.0,132,0.0,0,0.0,0,0.0,0,0.0,0,5.3,165
1972,6,30,3,56,29.0,-93.491,14.052,0,37.2,0,5.0,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.4,166
1972,6,30,12,45,0.0,-92.872,14.569,0,62.0,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
1972,7,1,22,55,46.0,-98.217,16.843,0,64.0,0,4.9,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.3,166
1972,8,2,13,6,9.0,-114.503,31.120,0,6.7,0,4.1,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1972,9,6,4,10,32.0,-112.983,30.652,0,33.0,0,4.3,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.4,166
1972,9,14,20,31,0.0,-100.177,16.767,0,62.0,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1972,9,16,9,14,26.9,-96.380,14.810,58,20.0,58,6.0,43,5.8,58,0.0,0,6.0,163,0.0,0,0.0,0,6.0,164
1972,9,29,14,13,40.0,-117.540,31.814,0,8.0,0,4.7,124,0.0,0,0,0,0.0,0,0.0,0,0.0,0,5.0,166
1972,10,5,16,48,0.0,-101.937,16.245,0,49.0,0,0.0,0,4.6,132,0.0,0,0.0,0,0.0,0,0.0,0,5.1,165
1972,10,20,8,17,46.0,-106.590,18.620,59,10.0,59,0.0,0,6.4,59,6.6,89,6.7,91,0.0,0,0.0,0,6.7,164
1972,10,25,10,38,0.0,-105.865,20.811,0,85.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1972,10,28,12,47,0.0,-115.029,32.880,0,8.0,0,0.0,0,3.6,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1972,10,29,23,17,0.0,-88.047,14.236,0,0.0,0,0.0,0,3.6,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1972,11,11,3,6,0.0,-115.509,32.970,0,8.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1972,11,13,4,43,45.2,-94.980,15.580,7,33.0,7,0.0,0,7.0,7,0.0,0,6.6,43,0.0,0,0.0,0,6.6,164
1972,11,15,20,51,18.0,-116.645,32.024,0,8.0,0,4.7,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,166
1972,11,19,4,35,25.0,-88.573,13.004,0,84.8,0,5.6,124,0.0,0,0,0,0.0,0,0.0,0,0.0,0,6.2,166
1972,11,25,12,5,31.0,-95.272,14.792,0,76.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,147,4.1,168
1972,11,25,22,59,0.0,-108.152,24.088,0,0.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1972,12,10,4,33,36.0,-93.640,17.476,0,199.5,0,5.2,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.7,166
1972,12,12,8,16,0.0,-89.398,15.363,0,0.0,0,0.0,0,3.4,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1972,12,15,2,21,0.0,-104.357,14.705,0,0.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1972,12,20,18,47,0.0,-94.037,16.801,0,119.0,0,0.0,0,4.6,132,0.0,0,0.0,0,0.0,0,0.0,0,5.1,165
1972,12,25,0,26,0.0,-88.927,15.231,0,16.0,0,0.0,0,4.3,132,0,0,0.0,0,0.0,0,0.0,0,5.0,165
1972,12,25,18,12,20.0,-94.640,14.093,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,147,4.2,168
1972,12,26,4,52,48.0,-108.912,24.260,0,40.0,0,5.0,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.4,166
1973,1,8,8,32,40.8,-94.425,17.661,0,163.0,0,4.6,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,166
1973,1,8,9,58,0.0,-98.149,14.281,0,24.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1973,1,9,12,59,0.0,-115.750,31.370,0,8.0,0,0.0,0,4.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1973,1,22,0,37,0.0,-104.970,18.600,0,33.0,0,0.0,0,6.4,132,0.0,0,6.1,163,0.0,0,0.0,0,6.1,164
1973,1,30,21,1,18.0,-103.210,18.390,2; 15,32.0,15; 13; 93,0.0,0,7.5,20; 21; 4; 115; 43,7.3,13,7.7,115,0.0,0,0.0,0,7.7,164
1973,1,31,22,26,22.0,-103.025,20.070,0,241.5,0,4.6,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,166
1973,2,2,15,18,46.6,-105.263,17.599,0,33.0,0,0.0,0,4.4,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1973,2,13,3,1,0.0,-96.860,16.251,0,75.0,0,0.0,0,4.3,132,0.0,0,0.0,0,0.0,0,0.0,0,5.0,165
1973,3,8,21,16,0.0,-104.491,16.667,0,33.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1973,3,10,19,48,22.4,-96.798,16.759,0,33.0,0,4.2,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.3,166
1973,3,12,2,12,0.0,-94.168,14.436,0,0.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1973,3,25,21,53,0.0,-116.967,33.400,0,8.0,0,0.0,0,3.0,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1973,3,25,22,42,0.0,-109.930,25.840,0,17.1,0,5.5,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,166
1973,3,31,15,46,0.0,-92.975,16.671,0,0.0,0,0.0,0,3.8,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1973,4,10,7,21,0.0,-96.755,14.687,0,0.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1973,4,12,11,56,0.0,-99.396,17.539,0,96.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1973,4,14,15,25,0.0,-104.296,17.580,0,0.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1973,4,27,4,58,0.0,-92.655,15.272,0,126.0,0,0.0,0,4.8,132,0.0,0,0.0,0,0.0,0,0.0,0,5.2,165
1973,5,4,0,30,30.2,-91.161,14.925,0,131.0,0,4.1,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1973,5,7,16,27,0.0,-116.116,16.650,0,33.0,0,0.0,0,4.6,132,0.0,0,0.0,0,0.0,0,0.0,0,5.1,165
1973,5,21,15,25,0.0,-99.194,16.747,0,51.0,0,0.0,0,5.0,132,0.0,0,0.0,0,0.0,0,0.0,0,5.3,165
1973,5,25,2,37,0.0,-96.506,15.915,0,32.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1973,5,28,15,42,0.0,-116.279,33.280,0,8.0,0,0.0,0,3.1,132,0,0,0.0,0,0.0,0,0.0,0,4.7,165
1973,6,7,18,34,47.2,-91.990,14.110,60,80.0,60,5.7,60,0.0,0,0.0,0,6.5,91,0.0,0,0.0,0,6.5,164
1973,6,8,18,5,35.3,-100.456,18.039,0,107.0,0,4.3,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.4,166
1973,6,10,12,39,0.0,-105.425,14.417,0,33.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1973,6,13,8,39,26.8,-109.498,19.686,0,33.0,0,5.2,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.7,166
1973,6,14,1,59,29.0,-108.915,19.960,0,63.6,0,4.1,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1973,6,15,0,44,0.0,-115.689,32.180,0,8.0,0,0.0,0,3.4,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1973,6,19,10,26,27.0,-117.745,32.688,0,1.4,0,4.6,124,0.0,0,0,0,0.0,0,0.0,0,0.0,0,4.9,166
1973,6,26,7,24,0.0,-90.580,14.497,0,36.0,0,0.0,0,4.3,132,0,0,0.0,0,0.0,0,0.0,0,5.0,165
1973,6,30,21,1,18.0,-103.210,18.390,7,32.0,7,0.0,0,7.5,7,0.0,0,0.0,0,0.0,0,0.0,0,7.8,165
1973,7,3,3,59,53.7,-101.833,19.104,0,125.0,0,5.6,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.2,166
1973,7,10,7,42,0.0,-108.436,18.496,0,33.0,0,0.0,0,3.2,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1973,7,16,18,12,55.0,-100.855,17.183,0,29.5,0,5.6,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.2,166
1973,7,21,22,51,20.6,-95.191,17.114,0,103.0,0,4.1,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1973,7,22,3,43,0.0,-106.564,21.589,0,65.0,0,0.0,0,5.0,132,0.0,0,0.0,0,0.0,0,0.0,0,5.3,165
1973,7,23,20,37,41.0,-113.617,30.583,0,8.4,0,5.0,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.4,166
1973,7,24,1,46,5.8,-113.330,31.124,0,33.0,0,4.1,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.2,166
1973,7,29,16,16,28.9,-103.519,19.577,0,130.0,0,5.1,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,166
1973,7,31,0,13,3.0,-100.211,19.516,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,147,4.0,168
1973,8,28,9,50,40.3,-96.530,18.300,2; 27; 28; 61,82.0,28,6.6,61,7.3,12; 27; 28,0.0,0,0.0,0,0.0,0,0.0,0,7.5,165
1973,9,4,17,25,0.0,-94.199,15.064,0,30.6,0,0.0,0,0.0,0,0.0,0,5.9,159,0.0,0,0.0,0,5.9,164
1973,9,7,11,27,13.2,-108.490,19.467,0,33.0,0,0.0,0,5.1,132,0.0,0,0.0,0,0.0,0,0.0,0,5.4,165
1973,9,13,17,30,37.0,-116.245,32.762,0,8.0,0,4.5,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.7,166
1973,9,14,18,53,5.0,-93.595,13.837,0,51.8,0,4.6,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,166
1973,9,16,3,0,0.0,-115.239,32.420,0,8.0,0,0.0,0,3.0,132,0.0,0,0.0,0,0.0,0,0.0,0,4.7,165
1973,10,3,4,27,40.5,-112.419,27.557,0,9.0,0,5.5,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.1,166
1973,10,11,20,0,36.0,-114.026,28.642,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.1,147,4.0,168
1973,10,13,1,43,47.2,-113.644,29.575,0,15.0,0,5.2,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.7,166
1973,10,16,14,53,38.0,-116.032,30.487,0,8.0,0,4.6,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.9,166
1973,10,18,10,49,37.5,-104.980,19.380,7,45.0,7,6.0,7,6.8,7,0.0,0,0.0,0,0.0,0,0.0,0,7.0,165
1973,10,26,11,10,28.7,-106.079,17.841,0,33.0,0,5.3,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,166
1973,11,5,2,16,7.0,-100.633,18.565,0,74.5,0,5.1,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.5,166
1973,11,7,8,55,0.0,-89.262,14.688,0,47.0,0,0.0,0,4.1,132,0,0,0.0,0,0.0,0,0.0,0,4.9,165
1973,11,7,20,47,0.0,-100.631,16.510,0,0.0,0,0.0,0,4.1,132,0.0,0,0.0,0,0.0,0,0.0,0,4.9,165
1973,11,8,13,18,12.0,-99.716,18.190,0,69.9,0,5.3,124,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,166
1973,11,8,22,52,0.0,-106.082,16.944,0,0.0,0,0.0,0,3.9,132,0.0,0,0.0,0,0.0,0,0.0,0,4.8,165
1973,11,9,2,36,0.0,-89.444,14.094,0,146.0,0,0.0,0,5.0,132,0,0,0.0,0,0.0,0,0.0,0,5.3,165
1973,11,21,13,31,32.1,-92.728,14.504,0,59.0,0,5.3,128,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.8,166
1973,11,25,15,10,57.0,-92.565,13.632,0,37.4,0,4.4,120,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.6,166
