X,Y,OBJECTID,ID,year,month,day,time,lat,lon,M
-124.229000000381,40.334999998751,702,199204251806,1992,4,25,180605.18,40.335,-124.229,7.15
-124.566000000405,40.4319999990023,703,199204260741,1992,4,26,74140.09,40.432,-124.566,6.45
-124.555000000394,40.3829999992363,704,199204261118,1992,4,26,111825.98,40.383,-124.555,6.6
-116.303999999812,33.9499999988943,705,199205041619,1992,5,4,161949.52,33.95,-116.304,5
-116.337999999929,33.958999999454,706,199205181544,1992,5,18,154417.7,33.959,-116.338,5
-124.405999999749,40.311999999193,707,199206052146,1992,6,5,214643.07,40.312,-124.406,5.17
-116.431000000434,34.2029999989361,708,199206281157,1992,6,28,115733.98,34.203,-116.431,7.28
-116.399999999667,34.132999999014,709,199206281200,1992,6,28,120044.51,34.133,-116.4,5.77
-116.42199999969,34.1659999994689,710,199206281236,1992,6,28,123639.95,34.166,-116.422,5.49
-116.532999999887,34.3629999990263,711,199206281240,1992,6,28,124052.89,34.363,-116.533,5.41
-116.428000000186,34.1229999993682,712,199206281350,1992,6,28,135045.14,34.123,-116.428,5
-116.854999999569,34.1649999991255,713,199206281443,1992,6,28,144321.67,34.165,-116.855,5.53
-116.817000000019,34.2049999993726,714,199206281505,1992,6,28,150530.29,34.205,-116.817,6.49
-116.916000000122,34.1789999990181,715,199206281701,1992,6,28,170131.56,34.179,-116.916,5
-116.901999999863,34.2579999994401,716,199206281705,1992,6,28,170557.2,34.258,-116.902,5.26
-116.170999999592,36.6379999991364,717,199206291014,1992,6,29,101420.06,36.638,-116.171,5.72
-116.401999999833,34.1129999994384,718,199206291408,1992,6,29,140837.39,34.113,-116.402,5.69
-116.402999999915,34.1119999994151,719,199206291413,1992,6,29,141338.46,34.112,-116.403,5.38
-116.269999999695,33.8749999989897,720,199206291601,1992,6,29,160142.51,33.875,-116.27,5.46
-116.368999999798,34.0019999990198,721,199206301438,1992,6,30,143811.39,34.002,-116.369,5.12
-116.452999999559,34.3479999991659,722,199207010740,1992,7,1,74029.46,34.348,-116.453,5.34
-116.315999999907,34.581999998957,723,199207052118,1992,7,5,211827.14,34.582,-116.316,5.42
-116.836999999877,34.2389999987675,724,199207090143,1992,7,9,14357.61,34.239,-116.837,5.29
-117.116999999678,34.4089999989069,725,199207090144,1992,7,9,14402.09,34.409,-117.117,5
-118.061999999681,35.2089999987948,726,199207111814,1992,7,11,181415.98,35.209,-118.062,5.67
-116.283999999955,33.897999998864,727,199207241814,1992,7,24,181436.02,33.898,-116.284,5
-116.862000000148,34.1969999989801,728,199208172041,1992,8,17,204151.84,34.197,-116.862,5.23
-116.3630000002,34.0689999988271,729,199209150847,1992,9,15,84711.03,34.069,-116.363,5.18
-116.898999999615,34.341999999155,730,199211271600,1992,11,27,160057.39,34.342,-116.899,5.23
-116.89800000043,34.3669999990565,731,199212040208,1992,12,4,20857.33,34.367,-116.898,5.19
-117.41500000007,34.633999998913,732,199212040209,1992,12,4,20906.03,34.634,-117.415,5.02
-117.832000000422,37.1759999991959,733,199305172320,1993,5,17,232050.1,37.176,-117.832,6.11
-117.786000000211,37.1679999992326,734,199305180103,1993,5,18,10306.93,37.168,-117.786,5.04
-117.82399999976,37.0669999991424,735,199305182348,1993,5,18,234854.75,37.067,-117.824,5
-116.322999999587,34.0349999994594,736,199308210146,1993,8,21,14638.13,34.035,-116.323,5
-122.026999999723,42.3159999991624,737,199309210328,1993,9,21,32855.63,42.316,-122.027,5.96
-122.057999999592,42.3579999987522,738,199309210545,1993,9,21,54535.23,42.358,-122.058,5.94
-122.009000000031,42.2909999992872,739,199312042215,1993,12,4,221519.72,42.291,-122.009,5.4
-118.549000000433,34.2059999988835,740,199401171230,1994,1,17,123054.96,34.206,-118.549,6.65
-118.507999999737,34.2559999988426,741,199401171231,1994,1,17,123157.13,34.256,-118.508,5.89
-118.710000000274,34.3349999987838,742,199401172333,1994,1,17,233330.01,34.335,-118.71,5.83
-118.712999999624,34.3749999993455,743,199401180043,1994,1,18,4308.23,34.375,-118.713,5.14
-118.710000000274,34.3689999990146,744,199401192109,1994,1,19,210928.23,34.369,-118.71,5.26
-118.583999999735,34.3089999992168,745,199401291120,1994,1,29,112035.27,34.309,-118.584,5.18
-118.486999999797,34.2349999989665,746,199403202120,1994,3,20,212012,34.235,-118.487,5.29
-116.127999999629,31.8059999991849,747,199403230259,1994,3,23,25916.17,31.806,-116.128,5
-125.680000000012,40.4019999991427,748,199409011515,1994,9,1,151553.08,40.402,-125.68,6.99
-119.637999999769,38.80799999929,749,199409121223,1994,9,12,122341.96,38.808,-119.638,5.88
-119.667000000371,38.7829999992248,750,199409122357,1994,9,12,235708.69,38.783,-119.667,5.08
-114.947999999953,32.0659999988254,751,199410031400,1994,10,3,140048.63,32.066,-114.948,5.21
-124.303000000213,40.7379999990713,752,199412261410,1994,12,26,141029.18,40.738,-124.303,5.48
-125.539000000029,40.5559999993432,753,199502190403,1995,2,19,40316.19,40.556,-125.539,6.6
-117.66299999992,35.7719999990199,754,199508172239,1995,8,17,223958.82,35.772,-117.663,5.4
-117.643000000062,35.7559999991689,755,199509202327,1995,9,20,232736.12,35.756,-117.643,5.54
-117.650999999825,35.7649999991388,756,199601071432,1996,1,7,143252.91,35.765,-117.651,5.04
-117.656000000239,36.0709999990709,757,199611272017,1996,11,27,201724.18,36.071,-117.656,5.09
-124.37900000021,40.273999998987,758,199701220717,1997,1,22,71716.81,40.274,-124.379,5.68
-124.396999999903,40.2809999990323,759,199701260623,1997,1,26,62319.44,40.281,-124.397,5.14
-125.361999999763,41.0499999993002,760,199710041057,1997,10,4,105734.01,41.05,-125.362,5.56
-125.172000000219,41.0019999988692,761,199710261044,1997,10,26,104408.08,41.002,-125.172,5.34
-118.214999999759,37.8459999990579,762,199711020851,1997,11,2,85153.93,37.846,-118.215,5.34
-117.85899999996,37.2589999992675,763,199711150600,1997,11,15,60020.33,37.259,-117.859,5.03
-117.640999999897,36.0779999990093,764,199803060547,1998,3,6,54740.12,36.078,-117.641,5.19
-117.619999999957,36.0909999993337,765,199803070036,1998,3,7,3646.57,36.091,-117.62,5.04
-118.801999999798,37.564999999095,766,199807150453,1998,7,15,45300,37.565,-118.802,5.07
-121.461999999707,36.7549999990498,767,199808121410,1998,8,12,141025.14,36.755,-121.462,5.16
-122.407999999793,40.6229999989453,768,199811261949,1998,11,26,194953.69,40.623,-122.408,5.37
-125.292000000262,40.6739999989816,769,199811270043,1998,11,27,4349.06,40.674,-125.292,5.52
-118.814999999975,37.5339999989639,770,199905151322,1999,5,15,132200,37.534,-118.815,5.52
-115.225999999589,32.4109999991952,771,199906011518,1999,6,1,151802.46,32.411,-115.226,5
-117.076999999963,37.3889999987713,772,199908011606,1999,8,1,160622.05,37.389,-117.077,5.66
-117.177000000149,37.3729999993804,773,199908020605,1999,8,2,60513.84,37.373,-117.177,5.06
-116.268999999613,34.5959999990402,774,199910160946,1999,10,16,94643.96,34.596,-116.269,7.12
-116.153999999983,34.525999999176,775,199910160952,1999,10,16,95253.04,34.526,-116.154,5
-116.30700000006,34.6669999991762,776,199910160959,1999,10,16,95935.14,34.667,-116.307,5.77
-116.246000000405,34.4369999993985,777,199910161257,1999,10,16,125721.02,34.437,-116.246,5.37
-116.246000000405,34.4249999994302,778,199910161738,1999,10,16,173848.74,34.425,-116.246,5
-116.389999999738,34.8649999988375,779,199910210154,1999,10,21,15428.99,34.865,-116.39,5
-116.3980000004,34.8629999987894,780,199910210157,1999,10,21,15738.52,34.863,-116.398,5
-116.406000000163,34.8619999989539,781,199910221608,1999,10,22,160847.93,34.862,-116.406,5
-125.23900000037,40.3889999991835,782,200003161519,2000,3,16,151956.38,40.389,-125.239,5.86
-122.413000000207,38.3789999988651,783,200009030836,2000,9,3,83630.11,38.379,-122.413,5
-125.244999999968,40.7559999989428,784,200101131308,2001,1,13,130842.1,40.756,-125.245,5.53
-116.940000000311,34.2909999987997,785,200102102105,2001,2,10,210505.44,34.291,-116.94,5.13
-117.867999999806,36.0139999993726,786,200107171207,2001,7,17,120726.05,36.014,-117.868,5.17
-120.645999999593,39.822999998906,787,200108102019,2001,8,10,201926.6,39.823,-120.646,5.17
-125.270000000239,40.4439999987867,788,200109200802,2001,9,20,80223,40.444,-125.27,5.1
-116.502000000018,33.510999999382,789,200110310756,2001,10,31,75616.36,33.511,-116.502,5.02
-115.036000000045,32.0589999993594,790,200112082336,2001,12,8,233610.14,32.059,-115.036,5.74
-115.311000000331,32.3759999994455,791,200202221932,2002,2,22,193241.75,32.376,-115.311,5.47
-124.552000000145,40.8099999989815,792,200206171655,2002,6,17,165507.68,40.81,-124.552,5.27
-115.510999999804,31.6279999991497,793,200302071034,2003,2,7,103404.83,31.628,-115.511,5
-116.845999999723,34.3099999994506,794,200302221219,2003,2,22,121910.53,34.31,-116.846,5.19
-125.596000000252,40.983999998858,795,200308150915,2003,8,15,91513,40.984,-125.596,5.11
-125.429999999997,40.9849999988679,796,200308150922,2003,8,15,92214.93,40.985,-125.43,5.23
-121.100000000311,35.699999998921,797,200312221915,2003,12,22,191556.24,35.7,-121.1,6.55
-117.918000000348,32.328999999485,798,200406152228,2004,6,15,222848.16,32.329,-117.918,5.04
-118.678000000322,38.0099999991745,799,200409182302,2004,9,18,230217.75,38.01,-118.678,5.39
-118.661999999897,38.0189999989592,800,200409182343,2004,9,18,234341.79,38.019,-118.662,5.37
-120.365999999792,35.8179999989986,801,200409281715,2004,9,28,171524.25,35.818,-120.366,5.97
-120.50200000026,35.9539999991868,802,200409291710,2004,9,29,171004.03,35.954,-120.502,5.07
-118.628999999863,35.3849999991179,803,200409292254,2004,9,29,225454.2,35.385,-118.629,5.02
-119.193999999879,34.9989999993446,804,200504161918,2005,4,16,191813.27,34.999,-119.194,5.14
-116.567000000004,33.5379999988743,805,200506121541,2005,6,12,154146.33,33.538,-116.567,5.21
-115.634000000095,33.1429999993724,806,200509020127,2005,9,2,12719.5,33.143,-115.634,5.15
-115.227999999755,32.3069999992195,807,200605240420,2006,5,24,42026.01,32.307,-115.228,5.29
-124.433000000185,40.2809999990323,808,200607191141,2006,7,19,114143.46,40.281,-124.433,5
-124.866000000064,40.6429999993746,809,200702261219,2007,2,26,121954.48,40.643,-124.866,5.42
-125.015999999893,40.3739999987643,810,200705090750,2007,5,9,75003.83,40.374,-125.016,5.35
-124.825000000266,41.1149999989581,811,200706250232,2007,6,25,23224.62,41.115,-124.825,5.04
-121.774000000358,37.4339999993048,812,200710310304,2007,10,31,30454.81,37.434,-121.774,5.44
-115.320000000177,32.4599999993242,813,200802090712,2008,2,9,71205.8,32.46,-115.32,5.1
-115.320000000177,32.4399999990756,814,200802111829,2008,2,11,182931.8,32.44,-115.32,5.1
-115.330000000106,32.4699999993234,815,200802120432,2008,2,12,43237.9,32.47,-115.33,5
-115.320000000177,32.4699999993234,816,200802192241,2008,2,19,224130.7,32.47,-115.32,5.1
-114.86999999979,41.1499999988431,817,200802211416,2008,2,21,141602.71,41.15,-114.87,6
-119.929999999665,39.5199999992587,818,200804260640,2008,4,26,64010.61,39.52,-119.93,5
-123.500000000276,40.8399999989576,819,200804300303,2008,4,30,30306.9,40.84,-123.5,5.4
-117.759999999857,33.9499999988943,820,200807291842,2008,7,29,184215.71,33.95,-117.76,5.5
-124.630000000308,40.3399999992625,821,200810260927,2008,10,26,92722.34,40.34,-124.63,5
-116.420000000423,34.8099999993817,822,200812060418,2008,12,6,41842.85,34.81,-116.42,5.1
-115.72999999995,33.3199999991169,823,200903241155,2009,3,24,115543.02,33.32,-115.73,5
-124.640000000237,40.3099999988345,824,200908071049,2009,8,7,104934.72,40.31,-124.64,5
-115.269999999635,32.3799999988281,825,200909192255,2009,9,19,225518.5,32.38,-115.27,5.2
-117.860000000043,36.3899999988416,826,200910011001,2009,10,1,100124.67,36.39,-117.86,5.1
-117.860000000043,36.3899999988416,827,200910030116,2009,10,3,11600.31,36.39,-117.86,5.2
-117.279999999684,35.5499999991778,828,200911162121,2009,11,16,212130.63,35.55,-117.28,5.1
-115.170000000348,32.4399999990756,829,200912301848,2009,12,30,184857.7,32.44,-115.17,5.9
-124.689999999881,40.6499999990203,830,201001100027,2010,1,10,2739.32,40.65,-124.69,6.5
-124.959999999753,40.4099999988006,831,201002042020,2010,2,4,202021.97,40.41,-124.96,5.9
-115.279999999564,32.2999999987918,832,201004042240,2010,4,4,224043.1,32.3,-115.28,7.2
-115.050000000304,32.0999999992675,833,201004042250,2010,4,4,225017.08,32.1,-115.05,5.4
-115.300000000319,32.2499999990988,834,201004042315,2010,4,4,231514,32.25,-115.3,5.4
-115.290000000391,32.2399999993502,835,201004042325,2010,4,4,232507,32.24,-115.29,5.4
-115.01999999962,32.019999998895,836,201004050007,2010,4,5,709.07,32.02,-115.02,5.3
-115.810000000278,32.6599999989095,837,201004051114,2010,4,5,111414.88,32.66,-115.81,5.1
-115.80000000035,32.6399999993753,838,201004051333,2010,4,5,133305.4,32.64,-115.8,5
-115.279999999564,32.2299999990171,839,201004081644,2010,4,8,164426.7,32.23,-115.28,5.4
-115.810000000278,32.6699999989983,840,201005081833,2010,5,8,183311.02,32.67,-115.81,5
-115.769999999665,32.6199999988502,841,201005221730,2010,5,22,173058.8,32.62,-115.77,5.1
-115.920000000393,32.699999999184,842,201006150426,2010,6,15,42658.48,32.7,-115.92,5.8
-116.489999999924,33.4199999991761,843,201007072353,2010,7,7,235333.53,33.42,-116.49,5.5
-115.099999999948,32.0599999990174,844,201102181747,2011,2,18,174736.7,32.06,-115.1,5.1
-123.790000000006,41.1399999988791,845,201202132107,2012,2,13,210702.77,41.14,-123.79,5.6
-115.160000000419,32.1399999990826,846,201202141009,2012,2,14,100928.09,32.14,-115.16,5.1
-125.528000000018,40.384999999759,847,20120721000000,2012,7,21,15201.69,40.385,-125.528,5.1
-125.330999999894,40.4119999997632,848,20120721100000,2012,7,21,60421.25,40.412,-125.331,5.2
-115.546000000004,33.0189999996406,849,20120826200000,2012,8,26,193122.9,33.019,-115.546,5.4
-115.549000000252,33.0239999997406,850,20120826200000,2012,8,26,205758.2,33.024,-115.549,5.5
-120.855999999893,36.3109999996949,851,20121021100000,2012,10,21,65509.5,36.311,-120.856,5.4
-118.052999999835,38.0280000003127,852,20130213000000,2013,2,13,1014.27,38.028,-118.053,5.2
-121.059500000105,40.191799999948,853,20130524000000,2013,5,24,34708.1,40.1918,-121.0595,5.7
-125.133799999754,40.8286999999718,854,20140310100000,2014,3,10,51813.4,40.8287,-125.1338,6.8
-117.917166699735,33.932499999698,855,20140329000000,2014,3,29,40942.31,33.9325,-117.917167,5.1
-122.311666699815,38.2155000003175,856,20140824100000,2014,8,24,102044.06,38.2155,-122.311667,6.02
-125.774666699661,40.4420000002308,857,20150101100000,2015,1,1,121614.57,40.442,-125.774667,5.36
-124.606666700079,40.3178333002309,858,20150128200000,2015,1,28,210853.71,40.317833,-124.606667,5.73
-114.654599999942,37.2925000002596,859,20150522200000,2015,5,22,184742.98,37.2925,-114.6546,5.27
