Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Depth,Template Event Magnitude,Detection Magnitude,Event Template ID,Detection ID,Correlation Coefficient
2016,9,26,22,17,22,38.4677,-112.7890,2.38,-0.3,-1.1,72,1609260038,0.4360
2016,9,26,22,18,44,38.4678,-112.7989,5.55,0.1,-1.1,11,1609260039,0.4980
2016,9,26,22,23,26,38.4677,-112.7890,2.38,-0.3,-0.9,72,1609260040,0.4330
2016,9,26,22,34,7,38.4698,-112.7871,1.27,-0.1,-1.0,19,1609260041,0.4670
2016,9,27,1,4,56,38.4698,-112.7871,1.27,-0.1,0.3,19,1609270001,0.5110
2016,9,27,2,57,16,38.4680,-112.7941,4.20,-0.6,-1.0,20,1609270002,0.4530
2016,9,27,2,57,26,38.4677,-112.7892,2.44,-0.7,-0.1,58,1609270003,0.5500
2016,9,27,3,34,13,38.4677,-112.7892,2.44,-0.7,-0.4,58,1609270004,0.5670
2016,9,27,3,34,22,38.4678,-112.7989,5.55,0.1,-0.9,11,1609270005,0.4850
2016,9,27,5,5,51,38.4658,-112.7907,2.86,0.2,-1.6,08,1609270006,0.3590
2016,9,27,12,6,31,38.4677,-112.7892,2.44,-0.7,0.4,58,1609270007,0.5660
2016,9,27,13,35,38,38.4677,-112.7892,2.44,-0.7,-1.2,58,1609270008,0.5190
2016,9,27,13,35,46,38.4664,-112.7945,4.02,-0.0,0.0,73,1609270009,0.6150
2016,9,27,13,37,4,38.4677,-112.7892,2.44,-0.7,-1.8,58,1609270010,0.4520
2016,9,27,13,39,31,38.4677,-112.7892,2.44,-0.7,-1.2,58,1609270011,0.5540
2016,9,27,13,40,7,38.4677,-112.7892,2.44,-0.7,-1.4,58,1609270012,0.4580
2016,9,27,15,31,27,38.4677,-112.7892,2.44,-0.7,-0.8,58,1609270013,0.4380
2016,9,27,16,3,38,38.4677,-112.7892,2.44,-0.7,-0.7,58,1609270014,0.5010
2016,9,27,17,35,34,38.4677,-112.7892,2.44,-0.7,-1.5,58,1609270015,0.5050
2016,9,27,18,18,30,38.4673,-112.7947,4.39,1.3,1.0,36,1609270016,0.5210
2016,9,27,18,23,33,38.4678,-112.7989,5.55,0.1,-0.9,11,1609270017,0.4380
2016,9,27,19,9,59,38.4680,-112.7941,4.20,-0.6,-1.4,20,1609270018,0.5040
2016,9,27,19,14,44,38.4698,-112.7871,1.27,-0.1,-0.6,19,1609270019,0.5040
2016,9,27,19,37,10,38.4677,-112.7892,2.44,-0.7,-1.2,58,1609270020,0.4620
2016,9,27,20,41,39,38.4664,-112.7945,4.02,-0.0,-1.2,73,1609270021,0.4830
2016,9,27,20,56,30,38.4680,-112.7960,5.31,1.3,-1.3,14,1609270022,0.4490
2016,9,27,20,56,54,38.4698,-112.7871,1.27,-0.1,-0.9,19,1609270023,0.4860
2016,9,27,21,19,42,38.4677,-112.7892,2.44,-0.7,-1.3,58,1609270024,0.4900
2016,9,27,21,25,31,38.4677,-112.7892,2.44,-0.7,-2.0,58,1609270025,0.4270
2016,9,27,21,35,22,38.4678,-112.7969,5.34,1.5,-0.9,03,1609270026,0.3200
2016,9,27,22,14,39,38.4678,-112.7989,5.55,0.1,-1.2,11,1609270027,0.4480
2016,9,27,22,53,39,38.4677,-112.7892,2.44,-0.7,-1.3,58,1609270028,0.4650
2016,9,27,23,44,2,38.4660,-112.7899,2.60,-0.3,-1.7,07,1609270029,0.4610
2016,9,28,1,11,51,38.4677,-112.7892,2.44,-0.7,-0.5,58,1609280001,0.4940
2016,9,28,3,19,6,38.4677,-112.7892,2.44,-0.7,-1.0,58,1609280002,0.5350
2016,9,28,3,20,38,38.4698,-112.7871,1.27,-0.1,-0.7,19,1609280003,0.4920
2016,9,28,4,14,12,38.4680,-112.7941,4.20,-0.6,-1.1,20,1609280004,0.4450
2016,9,28,6,19,31,38.4678,-112.7989,5.55,0.1,-1.1,11,1609280005,0.4930
2016,9,28,7,45,53,38.4680,-112.7941,4.20,-0.6,-1.5,20,1609280006,0.4630
2016,9,28,12,12,17,38.4677,-112.7892,2.44,-0.7,-1.5,58,1609280008,0.4820
2016,9,28,13,47,35,38.4677,-112.7892,2.44,-0.7,-0.4,58,1609280009,0.5780
2016,9,28,20,23,53,38.4677,-112.7892,2.44,-0.7,-1.4,58,1609280010,0.4670
2016,9,29,5,46,36,38.4698,-112.7871,1.27,-0.1,-0.2,19,1609290001,0.4900
2016,9,29,7,44,57,38.4698,-112.7871,1.27,-0.1,-0.1,19,1609290002,0.4580
2016,9,29,10,43,4,38.4677,-112.7892,2.44,-0.7,-1.3,58,1609290003,0.4620
2016,9,29,15,7,55,38.4677,-112.7892,2.44,-0.7,-1.1,58,1609290004,0.5430
2016,9,29,15,9,48,38.4677,-112.7892,2.44,-0.7,-1.2,58,1609290005,0.4690
2016,9,29,15,23,16,38.4676,-112.7962,3.97,-0.7,-1.4,33,1609290006,0.4140
2016,9,29,15,24,50,38.4678,-112.7989,5.55,0.1,-0.3,11,1609290007,0.5100
2016,9,29,15,24,58,38.4698,-112.7871,1.27,-0.1,-1.0,19,1609290008,0.4230
2016,9,29,16,0,53,38.4677,-112.7892,2.44,-0.7,-1.5,58,1609290009,0.4860
2016,9,29,16,1,31,38.4698,-112.7871,1.27,-0.1,-1.0,19,1609290010,0.4710
2016,9,29,16,16,56,38.4678,-112.7989,5.55,0.1,-0.9,11,1609290011,0.5250
2016,9,29,22,35,59,38.4678,-112.7989,5.55,0.1,-0.8,11,1609290012,0.4860
2016,10,2,13,39,27,38.4673,-112.7947,4.39,1.3,-0.0,36,1610020001,0.4340
2016,10,27,20,18,40,38.4664,-112.7945,4.02,-0.0,-1.2,73,1610270001,0.4090
2016,11,26,2,28,3,38.4695,-112.7853,3.10,-0.3,-0.9,06,1611260001,0.4580
2016,11,26,2,28,36,38.4695,-112.7853,3.10,-0.3,-0.9,06,1611260002,0.4790
2016,11,26,2,29,18,38.4695,-112.7853,3.10,-0.3,-0.8,06,1611260003,0.4610
2016,11,26,2,29,54,38.4695,-112.7853,3.10,-0.3,-1.1,06,1611260004,0.2830
2016,11,26,2,33,58,38.4695,-112.7853,3.10,-0.3,-0.4,06,1611260005,0.5830
2016,11,28,10,48,53,38.4673,-112.7947,4.39,1.3,-0.1,36,1611280001,0.2550
2016,12,7,17,39,19,38.4677,-112.7892,2.44,-0.7,-1.2,58,1612070001,0.2580
2016,12,7,18,14,30,38.4677,-112.7892,2.44,-0.7,-1.0,58,1612070002,0.4140
2016,12,7,22,10,30,38.4680,-112.7912,3.12,-0.8,-1.1,53,1612070003,0.4010
2016,12,7,23,22,59,38.4678,-112.7969,5.34,1.5,-0.7,03,1612070004,0.3280
2016,12,7,23,59,21,38.4665,-112.7947,4.31,0.8,-1.4,44,1612070005,0.2860
2016,12,8,23,53,36,38.4674,-112.7935,3.90,0.1,-0.7,49,1612080001,0.2140
2016,12,8,23,54,57,38.4673,-112.7947,4.39,1.3,-0.2,36,1612080002,0.2350
2016,12,8,23,56,1,38.4673,-112.7947,4.39,1.3,-0.0,36,1612080003,0.2280
2016,12,8,23,56,35,38.4678,-112.7969,5.34,1.5,-0.7,03,1612080004,0.3300
2016,12,9,2,32,3,38.4677,-112.7892,2.44,-0.7,-0.9,58,1612090001,0.4130
2016,12,11,18,59,48,38.4685,-112.7930,3.65,-0.4,-1.2,38,1612110001,0.3500
2016,12,12,7,33,36,38.4671,-112.7894,2.44,-0.8,-1.2,71,1612120001,0.4550
2016,12,12,8,36,19,38.4670,-112.7915,3.25,-0.4,-1.2,63,1612120002,0.2900
2016,12,12,9,44,53,38.4671,-112.7913,3.17,-0.4,-0.9,59,1612120003,0.2930
2016,12,12,10,42,30,38.4671,-112.7894,2.44,-0.8,-1.4,71,1612120004,0.3860
2016,12,12,10,46,0,38.4671,-112.7894,2.44,-0.8,-1.3,71,1612120005,0.4530
2016,12,12,11,6,0,38.4677,-112.7892,2.44,-0.7,-1.1,58,1612120006,0.2610
2016,12,12,11,9,14,38.4677,-112.7892,2.44,-0.7,-1.0,58,1612120007,0.2670
2016,12,12,11,15,24,38.4678,-112.7969,5.34,1.5,-0.2,03,1612120008,0.3580
2016,12,12,11,43,54,38.4671,-112.7894,2.44,-0.8,-1.6,71,1612120009,0.3740
2016,12,13,22,34,31,38.4691,-112.7908,4.45,-0.4,-0.8,10,1612130001,0.2920
2016,12,14,1,42,43,38.4679,-112.7962,5.32,1.4,-0.7,05,1612140001,0.3780
2016,12,19,6,11,42,38.4677,-112.7892,2.44,-0.7,-1.5,58,1612190001,0.3480
2016,12,19,6,12,53,38.4658,-112.7907,2.86,0.2,-0.8,08,1612190002,0.5640
2016,12,19,6,13,8,38.4671,-112.7894,2.44,-0.8,-1.8,71,1612190003,0.3830
2016,12,19,6,30,33,38.4658,-112.7907,2.86,0.2,-1.3,08,1612190004,0.3190
2016,12,19,6,30,41,38.4658,-112.7907,2.86,0.2,-1.0,08,1612190005,0.6170
2016,12,19,6,50,8,38.4658,-112.7907,2.86,0.2,-0.9,08,1612190006,0.5910
2016,12,19,7,27,51,38.4658,-112.7907,2.86,0.2,-0.8,08,1612190007,0.6610
2016,12,19,8,24,8,38.4658,-112.7907,2.86,0.2,-1.3,08,1612190008,0.5560
2016,12,19,9,53,30,38.4660,-112.7899,2.60,-0.3,-1.8,07,1612190009,0.3210
2016,12,19,10,19,43,38.4658,-112.7907,2.86,0.2,-0.9,08,1612190010,0.7270
2016,12,19,10,19,49,38.4658,-112.7907,2.86,0.2,-1.7,08,1612190011,0.3590
2016,12,19,10,55,3,38.4658,-112.7907,2.86,0.2,-1.0,08,1612190012,0.5440
2016,12,19,12,49,45,38.4658,-112.7907,2.86,0.2,-1.7,08,1612190013,0.2750
2016,12,19,14,7,41,38.4658,-112.7907,2.86,0.2,-1.5,08,1612190014,0.3820
2016,12,19,16,42,24,38.4671,-112.7894,2.44,-0.8,-1.7,71,1612190015,0.3650
2016,12,22,2,51,46,38.4677,-112.7892,2.44,-0.7,-0.9,58,1612220001,0.3280
2016,12,22,3,8,37,38.4665,-112.7947,4.31,0.8,-1.2,44,1612220002,0.3120
2016,12,22,5,55,7,38.4677,-112.7890,2.38,-0.3,-0.9,72,1612220003,0.3700
2016,12,22,9,21,59,38.4665,-112.7900,2.59,0.1,-1.2,23,1612220004,0.3080
2016,12,24,14,28,23,38.4677,-112.7892,2.44,-0.7,-1.3,58,1612240001,0.3740
2016,12,24,18,10,48,38.4678,-112.7969,5.34,1.5,-0.8,03,1612240002,0.3180
2016,12,24,19,52,10,38.4677,-112.7892,2.44,-0.7,-0.3,58,1612240003,0.2970
2016,12,24,20,19,54,38.4677,-112.7890,2.38,-0.3,-1.2,72,1612240004,0.3990
2016,12,24,22,1,32,38.4677,-112.7892,2.44,-0.7,-0.6,58,1612240005,0.6060
2016,12,25,1,22,47,38.4658,-112.7907,2.86,0.2,-1.0,08,1612250001,0.3510
2016,12,25,4,46,11,38.4671,-112.7894,2.44,-0.8,-1.6,71,1612250002,0.4250
2016,12,25,9,9,38,38.4673,-112.7947,4.39,1.3,0.1,36,1612250003,0.3040
2016,12,28,3,51,13,38.4698,-112.7871,1.27,-0.1,-0.4,19,1612280001,0.3350
2016,12,28,4,27,28,38.4691,-112.7908,4.45,-0.4,-0.9,10,1612280002,0.2900
2016,12,28,4,59,20,38.4680,-112.7960,5.31,1.3,-0.8,14,1612280003,0.2790
2016,12,28,5,14,59,38.4691,-112.7908,4.45,-0.4,-0.7,10,1612280004,0.3640
2016,12,28,6,26,23,38.4678,-112.7989,5.55,0.1,-0.4,11,1612280005,0.3970
2016,12,28,15,11,39,38.4691,-112.7908,4.45,-0.4,-0.6,10,1612280006,0.3810
2016,12,29,7,12,57,38.4678,-112.7989,5.55,0.1,-1.2,11,1612290001,0.2980
2016,12,29,7,38,42,38.4678,-112.7989,5.55,0.1,-1.0,11,1612290002,0.3450
2016,12,29,7,58,20,38.4691,-112.7908,4.45,-0.4,-1.3,10,1612290003,0.3490
2016,12,29,8,25,23,38.4678,-112.7989,5.55,0.1,-1.2,11,1612290004,0.3230
2016,12,29,8,34,13,38.4691,-112.7908,4.45,-0.4,-1.2,10,1612290005,0.4310
2016,12,29,8,43,12,38.4691,-112.7908,4.45,-0.4,-0.9,10,1612290006,0.5670
2016,12,29,8,47,1,38.4691,-112.7908,4.45,-0.4,-1.2,10,1612290007,0.3670
2016,12,29,8,55,30,38.4691,-112.7908,4.45,-0.4,-1.3,10,1612290008,0.3150
2016,12,29,9,12,34,38.4691,-112.7908,4.45,-0.4,-1.4,10,1612290009,0.2820
2016,12,29,9,14,45,38.4678,-112.7989,5.55,0.1,-1.0,11,1612290010,0.3620
2016,12,29,9,21,56,38.4691,-112.7908,4.45,-0.4,-0.9,10,1612290011,0.4560
2016,12,29,9,47,32,38.4691,-112.7908,4.45,-0.4,-1.3,10,1612290012,0.2720
2016,12,29,9,59,59,38.4691,-112.7908,4.45,-0.4,-0.8,10,1612290013,0.5940
2016,12,29,10,34,20,38.4691,-112.7908,4.45,-0.4,-1.5,10,1612290014,0.3010
2016,12,29,10,37,24,38.4691,-112.7908,4.45,-0.4,-1.6,10,1612290015,0.3110
2016,12,29,10,41,11,38.4691,-112.7908,4.45,-0.4,-1.3,10,1612290016,0.3910
2016,12,29,10,45,48,38.4678,-112.7989,5.55,0.1,-1.1,11,1612290017,0.3320
2016,12,29,10,55,24,38.4691,-112.7908,4.45,-0.4,-1.4,10,1612290018,0.4050
2016,12,29,11,12,7,38.4691,-112.7908,4.45,-0.4,-1.3,10,1612290019,0.3700
2016,12,29,11,40,51,38.4691,-112.7908,4.45,-0.4,-0.9,10,1612290020,0.5700
2016,12,29,12,7,40,38.4691,-112.7908,4.45,-0.4,-1.4,10,1612290021,0.4080
2016,12,31,3,39,28,38.4691,-112.7908,4.45,-0.4,-0.6,10,1612310001,0.4680
2017,1,1,12,50,54,38.4679,-112.7961,4.88,1.1,-1.5,39,1701010001,0.3290
2017,1,1,17,11,15,38.4676,-112.7968,5.32,1.0,-1.6,04,1701010002,0.3770
2017,1,1,22,24,28,38.4673,-112.7947,4.39,1.3,-1.1,36,1701010006,0.2770
2017,1,3,9,57,36,38.4691,-112.7908,4.45,-0.4,-0.8,10,1701030001,0.3450
2017,1,6,22,21,34,38.4678,-112.7989,5.55,0.1,-1.0,11,1701060001,0.4190
2017,1,6,23,50,1,38.4678,-112.7989,5.55,0.1,-1.2,11,1701060002,0.3590
2017,1,18,1,54,2,38.4691,-112.7908,4.45,-0.4,-1.0,10,1701180001,0.4330
2017,1,18,2,32,29,38.4691,-112.7908,4.45,-0.4,-1.3,10,1701180002,0.3240
2017,3,9,10,24,6,38.4677,-112.7892,2.44,-0.7,-1.5,58,1703090001,0.3260
2017,3,11,11,7,15,38.4693,-112.7955,4.78,0.3,-0.9,31,1703110001,0.2660
2017,3,11,11,7,44,38.4676,-112.7968,5.32,1.0,-0.5,04,1703110002,0.5320
2017,3,11,11,8,16,38.4678,-112.7989,5.55,0.1,-0.4,11,1703110003,0.6870
2017,3,11,11,8,30,38.4676,-112.7968,5.32,1.0,-0.5,04,1703110004,0.3470
2017,3,11,11,16,22,38.4678,-112.7989,5.55,0.1,-0.9,11,1703110005,0.2820
2017,3,11,11,36,40,38.4678,-112.7989,5.55,0.1,-0.9,11,1703110006,0.5130
2017,3,16,4,58,22,38.4658,-112.7907,2.86,0.2,-0.9,08,1703160001,0.2720
2017,3,16,9,30,38,38.4671,-112.7894,2.44,-0.8,-1.3,71,1703160002,0.5060
2017,3,16,9,58,30,38.4669,-112.7910,3.06,-0.4,-1.5,70,1703160003,0.2990
2017,3,16,10,46,11,38.4678,-112.7969,5.34,1.5,-0.5,03,1703160004,0.3290
2017,3,16,11,8,2,38.4677,-112.7892,2.44,-0.7,-1.3,58,1703160005,0.3450
2017,3,16,12,45,42,38.4677,-112.7892,2.44,-0.7,-0.9,58,1703160006,0.5320
2017,3,24,4,40,52,38.4673,-112.7947,4.39,1.3,-0.8,36,1703240001,0.2630
2017,3,25,6,51,42,38.4680,-112.7960,5.31,1.3,-1.2,14,1703250001,0.2570
2017,3,26,15,14,29,38.4677,-112.7892,2.44,-0.7,-1.1,58,1703260001,0.2950
2017,3,26,15,15,37,38.4664,-112.7945,4.02,-0.0,-0.5,73,1703260002,0.2860
2017,3,26,15,15,51,38.4680,-112.7960,5.31,1.3,-0.2,14,1703260003,0.2700
2017,3,26,15,20,4,38.4680,-112.7924,3.66,0.4,-0.3,34,1703260004,0.2930
2017,3,26,15,47,39,38.4677,-112.7892,2.44,-0.7,-1.3,58,1703260005,0.4730
2017,3,26,15,47,50,38.4682,-112.7903,2.81,-0.6,-1.6,57,1703260006,0.4630
2017,3,26,18,49,4,38.4682,-112.7903,2.81,-0.6,-1.5,57,1703260007,0.5020
2017,3,26,19,48,48,38.4680,-112.7960,5.31,1.3,-1.5,14,1703260008,0.3640
2017,3,26,19,55,17,38.4678,-112.7989,5.55,0.1,-0.8,11,1703260009,0.4780
2017,3,30,16,10,25,38.4683,-112.7887,2.23,0.3,-1.3,40,1703300001,0.4070
2017,4,2,20,21,50,38.4673,-112.7947,4.39,1.3,-0.5,36,1704020001,0.2760
2017,5,6,2,56,31,38.4645,-112.8015,5.49,-0.3,-1.0,12,1705060001,0.2480
2017,5,21,0,55,59,38.4660,-112.7899,2.60,-0.3,-0.9,07,1705210001,0.2530
2017,5,21,0,56,10,38.4660,-112.7899,2.60,-0.3,-0.8,07,1705210002,0.2550
2017,5,21,0,57,1,38.4653,-112.8020,4.70,-1.0,-1.2,13,1705210003,0.3540
2017,5,21,1,32,12,38.4653,-112.8020,4.70,-1.0,-0.9,13,1705210004,0.4820
2017,5,21,4,21,24,38.4645,-112.8015,5.49,-0.3,-1.0,12,1705210005,0.5150
2017,5,21,7,2,35,38.4645,-112.8015,5.49,-0.3,-1.8,12,1705210006,0.5360
2017,5,21,8,7,27,38.4645,-112.8015,5.49,-0.3,-1.3,12,1705210007,0.6870
2017,5,21,8,22,32,38.4653,-112.8020,4.70,-1.0,-1.7,13,1705210009,0.5120
2017,5,21,8,22,37,38.4645,-112.8015,5.49,-0.3,-1.8,12,1705210010,0.2210
2017,5,21,8,23,51,38.4645,-112.8015,5.49,-0.3,-1.7,12,1705210011,0.5780
2017,5,21,8,37,14,38.4653,-112.8020,4.70,-1.0,-1.3,13,1705210012,0.5900
2017,5,21,8,37,23,38.4645,-112.8015,5.49,-0.3,-1.4,12,1705210013,0.7870
2017,5,21,8,37,42,38.4645,-112.8015,5.49,-0.3,-1.6,12,1705210015,0.6450
2017,5,21,8,37,52,38.4653,-112.8020,4.70,-1.0,-1.4,13,1705210016,0.6680
2017,5,21,8,37,58,38.4653,-112.8020,4.70,-1.0,-1.8,13,1705210017,0.4320
2017,5,21,8,38,12,38.4645,-112.8015,5.49,-0.3,-1.7,12,1705210018,0.2310
2017,5,21,8,38,49,38.4645,-112.8015,5.49,-0.3,-1.8,12,1705210019,0.3330
2017,5,21,8,39,24,38.4653,-112.8020,4.70,-1.0,-1.8,13,1705210020,0.4400
2017,5,21,8,49,3,38.4653,-112.8020,4.70,-1.0,-1.8,13,1705210022,0.4200
2017,5,21,8,56,38,38.4641,-112.8014,5.49,0.8,-1.5,24,1705210023,0.2620
2017,5,21,9,3,13,38.4653,-112.8020,4.70,-1.0,-2.0,13,1705210024,0.3020
2017,5,21,9,13,38,38.4645,-112.8015,5.49,-0.3,-1.7,12,1705210025,0.3890
2017,5,21,9,21,52,38.4658,-112.7907,2.86,0.2,-1.3,08,1705210026,0.3030
2017,5,21,10,49,59,38.4653,-112.8020,4.70,-1.0,-1.7,13,1705210027,0.3340
2017,5,21,12,3,31,38.4658,-112.7907,2.86,0.2,-1.1,08,1705210028,0.3560
2017,5,21,12,16,23,38.4645,-112.8015,5.49,-0.3,-1.7,12,1705210029,0.3520
2017,5,21,12,27,44,38.4645,-112.8015,5.49,-0.3,-1.9,12,1705210030,0.2850
2017,5,21,12,28,13,38.4658,-112.7907,2.86,0.2,-1.1,08,1705210031,0.4020
2017,5,21,12,39,19,38.4658,-112.7907,2.86,0.2,-1.1,08,1705210032,0.2850
2017,5,21,12,39,25,38.4645,-112.8015,5.49,-0.3,-1.8,12,1705210033,0.2490
2017,5,21,12,39,39,38.4653,-112.8020,4.70,-1.0,-1.8,13,1705210034,0.3940
2017,5,21,12,40,14,38.4645,-112.8015,5.49,-0.3,-1.2,12,1705210035,0.7090
2017,5,21,12,40,34,38.4645,-112.8015,5.49,-0.3,-1.7,12,1705210036,0.4240
2017,5,21,14,5,48,38.4653,-112.8020,4.70,-1.0,-1.1,13,1705210037,0.6200
2017,5,21,15,22,39,38.4658,-112.7907,2.86,0.2,-1.0,08,1705210038,0.3600
2017,5,22,15,6,47,38.4677,-112.7890,2.38,-0.3,-0.9,72,1705220001,0.4680
2017,5,23,3,41,21,38.4665,-112.7900,2.59,0.1,-0.5,23,1705230001,0.3410
2017,5,23,3,53,59,38.4665,-112.7900,2.59,0.1,-0.5,23,1705230002,0.4130
2017,5,23,5,33,18,38.4698,-112.7871,1.27,-0.1,-0.8,19,1705230003,0.3660
2017,5,27,7,0,39,38.4686,-112.7892,3.60,-0.1,-0.1,18,1705270001,0.7190
2017,5,27,7,1,56,38.4680,-112.7960,5.31,1.3,-0.2,14,1705270002,0.7730
2017,5,27,7,3,42,38.4694,-112.7879,2.18,-0.4,-1.1,15,1705270003,0.4260
2017,5,27,7,17,54,38.4680,-112.7960,5.31,1.3,-0.9,14,1705270004,0.5730
2017,5,27,7,20,27,38.4694,-112.7879,2.18,-0.4,-0.6,15,1705270005,0.5490
2017,5,27,7,21,15,38.4686,-112.7892,3.60,-0.1,-0.8,18,1705270006,0.3600
2017,5,27,7,21,58,38.4680,-112.7960,5.31,1.3,-1.1,14,1705270007,0.2780
2017,5,27,7,22,5,38.4694,-112.7879,2.18,-0.4,-0.9,15,1705270008,0.6370
2017,5,27,7,22,21,38.4680,-112.7960,5.31,1.3,-0.2,14,1705270009,0.7360
2017,5,27,7,23,54,38.4680,-112.7960,5.31,1.3,-0.7,14,1705270010,0.6330
2017,5,27,7,25,34,38.4694,-112.7879,2.18,-0.4,-0.7,15,1705270011,0.6670
2017,5,27,7,27,28,38.4681,-112.7908,3.91,0.2,-1.0,17,1705270012,0.2770
2017,5,27,8,42,25,38.4694,-112.7879,2.18,-0.4,-1.1,15,1705270013,0.5660
2017,5,27,10,5,55,38.4676,-112.7968,5.32,1.0,-0.8,04,1705270014,0.3590
2017,5,27,10,6,1,38.4676,-112.7968,5.32,1.0,-0.5,04,1705270015,0.6350
2017,5,27,10,34,56,38.4686,-112.7892,3.60,-0.1,-0.9,18,1705270016,0.3460
2017,5,27,11,45,0,38.4676,-112.7968,5.32,1.0,-0.8,04,1705270017,0.3670
2017,5,27,11,50,32,38.4678,-112.7969,5.34,1.5,-0.3,03,1705270018,0.3740
2017,5,27,12,16,54,38.4676,-112.7968,5.32,1.0,-0.7,04,1705270019,0.6220
2017,5,27,12,17,9,38.4694,-112.7879,2.18,-0.4,-1.1,15,1705270020,0.4960
2017,5,27,15,22,6,38.4680,-112.7960,5.31,1.3,-0.7,14,1705270021,0.3090
2017,5,27,15,43,22,38.4691,-112.7908,4.45,-0.4,-0.9,10,1705270022,0.2910
2017,5,27,17,16,51,38.4680,-112.7960,5.31,1.3,-0.6,14,1705270023,0.6000
2017,5,28,3,49,27,38.4680,-112.7960,5.31,1.3,-1.2,14,1705280001,0.2970
2017,5,28,3,53,16,38.4673,-112.7947,4.39,1.3,-0.3,36,1705280002,0.3060
2017,5,28,9,4,18,38.4698,-112.7871,1.27,-0.1,-1.0,19,1705280003,0.2540
2017,5,28,15,1,53,38.4680,-112.7941,4.20,-0.6,-1.5,20,1705280004,0.3050
2017,5,28,19,2,14,38.4680,-112.7941,4.20,-0.6,-0.8,20,1705280005,0.3300
2017,5,29,7,31,13,38.4679,-112.7961,4.88,1.1,-0.8,39,1705290001,0.4960
2017,5,30,18,27,1,38.4680,-112.7941,4.20,-0.6,-1.3,20,1705300001,0.3080
2017,5,30,23,18,5,38.4673,-112.7947,4.39,1.3,-0.1,36,1705300002,0.2330
2017,5,31,3,54,37,38.4680,-112.7960,5.31,1.3,-1.3,14,1705310001,0.3460
2017,5,31,6,24,27,38.4686,-112.7892,3.60,-0.1,-0.9,18,1705310002,0.4230
2017,5,31,17,18,16,38.4680,-112.7960,5.31,1.3,-0.7,14,1705310003,0.3940
2017,5,31,20,12,42,38.4686,-112.7892,3.60,-0.1,-0.6,18,1705310004,0.4010
2017,6,1,7,13,12,38.4673,-112.7947,4.39,1.3,-0.3,36,1706010001,0.4060
2017,6,1,20,37,40,38.4676,-112.7968,5.32,1.0,-0.7,04,1706010002,0.2900
2017,6,4,15,51,52,38.4686,-112.7892,3.60,-0.1,-0.7,18,1706040001,0.4740
2017,6,5,4,26,8,38.4694,-112.7879,2.18,-0.4,-1.0,15,1706050001,0.4160
2017,6,5,6,36,25,38.4698,-112.7871,1.27,-0.1,-0.4,19,1706050002,0.2830
2017,6,5,6,37,43,38.4680,-112.7960,5.31,1.3,-0.7,14,1706050003,0.2690
2017,6,5,6,49,6,38.4678,-112.7989,5.55,0.1,-0.5,11,1706050004,0.3380
2017,6,5,6,54,57,38.4686,-112.7892,3.60,-0.1,-0.7,18,1706050005,0.4270
2017,6,5,7,3,47,38.4686,-112.7892,3.60,-0.1,-0.7,18,1706050006,0.3620
2017,6,5,10,27,37,38.4676,-112.7968,5.32,1.0,-0.0,04,1706050007,0.3400
2017,6,5,16,23,47,38.4678,-112.7989,5.55,0.1,-0.7,11,1706050008,0.4040
2017,6,5,18,40,50,38.4676,-112.7968,5.32,1.0,-0.3,04,1706050009,0.3300
2017,6,5,19,44,6,38.4680,-112.7960,5.31,1.3,-0.5,14,1706050010,0.2900
2017,6,7,4,43,9,38.4676,-112.7968,5.32,1.0,-0.8,04,1706070001,0.3380
2017,6,11,20,15,50,38.4686,-112.7892,3.60,-0.1,-0.4,18,1706110001,0.3860
2017,6,11,20,16,0,38.4685,-112.7930,3.65,-0.4,-0.7,38,1706110002,0.4000
2017,6,12,22,14,52,38.4676,-112.7968,5.32,1.0,-0.5,04,1706120001,0.3250
2017,6,12,22,24,47,38.4678,-112.7969,5.34,1.5,-0.5,03,1706120002,0.3470
2017,6,12,22,25,22,38.4658,-112.7907,2.86,0.2,-0.6,08,1706120003,0.2370
2017,6,12,22,27,56,38.4660,-112.7899,2.60,-0.3,-0.7,07,1706120004,0.2130
2017,6,13,1,7,39,38.4673,-112.7947,4.39,1.3,-0.1,36,1706130001,0.2340
2017,6,16,3,58,7,38.4686,-112.7892,3.60,-0.1,-0.2,18,1706160001,0.6820
2017,6,18,16,3,3,38.4676,-112.7968,5.32,1.0,-0.7,04,1706180001,0.3470
2017,6,18,16,20,1,38.4678,-112.7969,5.34,1.5,-0.8,03,1706180002,0.3350
2017,6,18,17,25,18,38.4676,-112.7968,5.32,1.0,-0.6,04,1706180003,0.3920
2017,6,19,0,22,51,38.4698,-112.7871,1.27,-0.1,0.3,19,1706190001,0.5960
2017,6,19,3,37,33,38.4694,-112.7879,2.18,-0.4,-0.2,15,1706190002,0.4420
2017,6,19,3,53,57,38.4678,-112.7989,5.55,0.1,-0.6,11,1706190003,0.2660
2017,6,19,4,17,30,38.4686,-112.7892,3.60,-0.1,-0.6,18,1706190004,0.3880
2017,6,19,13,15,20,38.4680,-112.7941,4.20,-0.6,-1.2,20,1706190005,0.2520
2017,6,19,13,45,0,38.4680,-112.7941,4.20,-0.6,-0.8,20,1706190006,0.5690
2017,6,19,14,56,57,38.4673,-112.7947,4.39,1.3,-0.3,36,1706190007,0.4110
