Timestamp,Magnitude,Latitude,Longitude,Depth
2016-06-17 03:31:29.000000+00:00,3.3672501663318624,-24.5476349579,-66.4795495712,0.0
2016-06-17 03:50:16.000000+00:00,5.183610992665577,-26.3570226946,-64.6247271506,0.0
2016-06-17 05:51:00.000000+00:00,3.386093706006319,-25.2868483446,-66.6893046365,0.0
2016-06-17 06:39:46.000000+00:00,4.0927764916796745,-26.3674026255,-66.5820542016,0.0
2016-06-17 07:43:36.000000+00:00,4.259368365312631,-26.1322031047,-64.7500854771,0.0
2016-06-17 09:02:30.000000+00:00,2.066241526756325,-26.3739193058,-65.9798446205,0.0
2016-06-17 13:42:36.000000+00:00,3.897594219169031,-26.1322031047,-64.7500854771,0.0
2016-06-17 14:27:36.000000+00:00,1.3451167385538962,-25.4800998344,-64.5256622521,0.0
2016-06-17 18:12:55.000000+00:00,1.4131509513557137,-24.6699815382,-64.2052032155,0.0
2016-06-17 21:02:26.000000+00:00,0.9181624201551464,-25.4126783268,-64.5506516133,0.0
2016-06-18 01:13:00.000000+00:00,2.780382757210541,-25.0738635329,-64.0049904836,0.0
2016-06-18 01:55:24.000000+00:00,1.2907921510520732,-26.1538365524,-65.200948377,0.0
2016-06-18 02:53:01.000000+00:00,2.4818468361896127,-26.1995233678,-64.9004570993,0.0
2016-06-18 07:37:28.000000+00:00,1.6244876711537937,-26.3712405516,-66.255865669,0.0
2016-06-18 09:03:48.000000+00:00,2.124119193878906,-26.3692644452,-66.4315083266,0.0
2016-06-18 10:25:00.000000+00:00,3.5611595446520905,-24.5675873954,-66.6776102858,0.0
2016-06-18 16:49:32.000000+00:00,3.353160211159847,-24.3881006215,-66.6500594016,0.0
2016-06-18 17:29:51.000000+00:00,5.430456442875834,-24.4327255583,-66.6754557445,0.0
2016-06-18 17:50:12.000000+00:00,2.593639782600307,-25.9297276449,-64.5000023456,0.0
2016-06-19 00:36:30.000000+00:00,2.590425356276631,-25.7949660803,-64.7,0.0
2016-06-19 03:12:16.000000+00:00,2.501667986204046,-24.478009157,-66.6514739061,0.0
2016-06-19 05:20:16.000000+00:00,1.988816478714164,-26.3795229688,-64.725095798,0.0
2016-06-19 06:55:45.000000+00:00,2.601918923344476,-26.0647432887,-64.7750850785,0.0
2016-06-19 13:01:26.000000+00:00,1.4897521185067188,-25.2076798504,-65.5945737249,0.0
2016-06-19 16:19:21.000000+00:00,3.4915241852416843,-24.5333732251,-65.5649398059,0.0
2016-06-19 17:47:57.000000+00:00,0.5619648358685825,-25.3902185548,-64.575566283,0.0
2016-06-19 18:10:07.000000+00:00,0.9092340489450086,-25.4127205884,-64.6004343855,0.0
2016-06-19 18:42:22.000000+00:00,4.108093296498305,-25.6148450164,-64.4257316682,0.0
2016-06-19 22:25:47.000000+00:00,2.572389615628928,-25.3677693172,-64.6253537158,0.0
2016-06-19 23:52:50.000000+00:00,3.47970747576956,-24.3970102965,-65.7861609835,0.0
2016-06-20 00:57:09.000000+00:00,2.386497891459236,-24.4139256602,-66.3788663028,0.0
2016-06-20 02:44:26.000000+00:00,2.124388794394678,-24.3947563372,-66.0576848001,0.0
2016-06-20 05:15:46.000000+00:00,2.1898898639793813,-25.3002358936,-64.525922958,0.0
2016-06-20 08:34:31.000000+00:00,3.653181217868496,-24.4139256602,-66.3788663028,0.0
2016-06-20 09:01:12.000000+00:00,2.060218499552808,-25.3452293111,-64.5507353729,0.0
2016-06-20 11:53:49.000000+00:00,3.201988601715536,-26.3795251241,-64.7,0.0
2016-06-20 12:45:34.000000+00:00,3.6871496826350816,-26.3670772453,-66.6071447041,0.0
2016-06-20 16:19:26.000000+00:00,3.01498517044631,-24.3877715844,-66.67474021,0.0
2016-06-20 16:31:08.000000+00:00,3.1589145482354173,-25.3228032543,-64.6253815972,0.0
2016-06-20 19:05:34.000000+00:00,1.361652662424517,-26.3117122508,-64.3739441096,0.0
2016-06-20 19:20:02.000000+00:00,2.6115313517860264,-26.2890422088,-65.1012218116,0.0
2016-06-21 00:02:44.000000+00:00,3.21692556496781,-25.3228138004,-64.6502543952,0.0
2016-06-21 00:22:48.000000+00:00,4.08240787335896,-24.7698799108,-66.6808645344,0.0
2016-06-21 01:26:34.000000+00:00,1.625710451080789,-26.1735697386,-65.727125132,0.0
2016-06-21 02:27:12.000000+00:00,1.8288163079771744,-25.839930029,-64.7249807227,0.0
2016-06-21 03:48:18.000000+00:00,0.8485317214965749,-25.54739625,-64.4258865048,0.0
2016-06-21 04:41:13.000000+00:00,2.9680725662713225,-24.3881006215,-66.6500594016,0.0
2016-06-21 09:19:18.000000+00:00,2.2791191813236065,-25.3003054653,-64.7994726337,0.0
2016-06-21 09:32:03.000000+00:00,1.1483724408780978,-26.1543857796,-65.000569965,0.0
2016-06-21 18:30:59.000000+00:00,2.0610606138122893,-26.3709711758,-66.2809578376,0.0
2016-06-22 03:47:07.000000+00:00,1.4692039184193129,-24.6916646117,-64.0071608865,0.0
2016-06-22 04:04:27.000000+00:00,1.3626586047189826,-25.4348801639,-64.3763517296,0.0
2016-06-22 04:24:50.000000+00:00,2.036613764649001,-25.3676173152,-64.4760613361,0.0
2016-06-22 05:07:48.000000+00:00,1.6370150049178718,-25.4352036131,-64.6004157379,0.0
2016-06-22 06:15:21.000000+00:00,0.9299043705542128,-26.0197194594,-64.8501127302,0.0
2016-06-22 07:25:32.000000+00:00,0.8596796047492403,-25.7274403975,-64.5502576598,0.0
2016-06-22 08:00:23.000000+00:00,3.648679451266811,-26.1546861409,-64.7500950797,0.0
2016-06-22 08:22:22.000000+00:00,1.4226166095745936,-24.8506700381,-64.6504475107,0.0
2016-06-22 10:08:30.000000+00:00,0.9550088184009368,-25.4126783268,-64.5506516133,0.0
2016-06-22 11:19:37.000000+00:00,2.019912532489736,-25.9970995895,-64.4498600587,0.0
2016-06-22 12:31:09.000000+00:00,2.346020352678363,-26.3791608664,-65.0262446976,0.0
2016-06-22 13:38:51.000000+00:00,3.883447129132481,-26.1321923824,-64.775128211,0.0
2016-06-22 20:03:23.000000+00:00,2.8016501061981067,-25.4790841673,-64.1271792079,0.0
2016-06-22 21:01:29.000000+00:00,0.7911353579804734,-25.3899672143,-64.4013594956,0.0
2016-06-22 23:17:18.000000+00:00,2.9422711586818657,-25.1635487981,-65.4452045293,0.0
2016-06-22 23:25:40.000000+00:00,0.8102069926010813,-25.4801273423,-64.5505676218,0.0
2016-06-23 02:22:26.000000+00:00,1.7053204176308636,-26.150727957,-65.7770199729,0.0
2016-06-23 06:48:36.000000+00:00,3.4777276969523454,-26.3224477457,-66.5813280355,0.0
2016-06-23 07:39:29.000000+00:00,2.461311691999721,-24.4102485731,-66.6750978122,0.0
2016-06-23 08:46:07.000000+00:00,2.4307173756204365,-24.4859709195,-65.9104597547,0.0
2016-06-23 11:54:31.000000+00:00,2.612403536468406,-25.6147962142,-64.4007982651,0.0
2016-06-23 21:00:47.000000+00:00,2.457752645747142,-25.5250340502,-64.5006820637,0.0
2016-06-24 00:16:53.000000+00:00,2.113023977402084,-26.3755399913,-65.7790946966,0.0
2016-06-24 01:54:53.000000+00:00,0.7529289911915651,-25.5025510723,-64.5007194965,0.0
2016-06-24 03:22:19.000000+00:00,2.914671338049561,-25.7275169599,-64.7,0.0
2016-06-24 08:02:15.000000+00:00,2.476339590449773,-24.4337011504,-66.6013861259,0.0
2016-06-24 09:36:50.000000+00:00,2.192934782676489,-24.7698799108,-66.6808645344,0.0
2016-06-24 13:42:16.000000+00:00,2.907062804726527,-26.1322031047,-64.7500854771,0.0
