Year,Month,Day,Hour,Minute,Second,Magnitude,Longitude,Latitude,Depth
1972.0,12.0,23.0,6.0,29.0,42.5,6.2,-86.1,12.4,5.0
1972.0,12.0,29.0,4.0,51.0,1.6,5.4,-71.0,-30.6,60.0
1973.0,1.0,30.0,21.0,1.0,12.5,7.5,-103.0,18.48,43.0
1973.0,2.0,6.0,10.0,37.0,10.1,7.6,100.58,31.4,33.0
1973.0,2.0,21.0,14.0,42.0,23.4,5.1,176.57,-39.58,38.0
1973.0,2.0,21.0,14.0,45.0,57.3,5.7,-119.0,34.1,8.0
1973.0,2.0,24.0,0.0,2.0,41.0,5.2,52.62,28.58,27.0
1973.0,2.0,28.0,6.0,37.0,49.5,7.2,156.6,50.5,27.0
1973.0,3.0,9.0,19.0,9.0,12.8,5.5,150.27,-34.13,13.0
1973.0,3.0,17.0,8.0,30.0,51.8,7.5,122.8,13.4,33.0
1973.0,4.0,1.0,7.0,12.0,37.0,5.9,43.03,11.66,31.0
1973.0,4.0,14.0,8.0,34.0,0.1,6.5,-84.759,10.679,33.0
1973.0,4.0,24.0,21.0,30.0,9.9,6.5,-78.144,4.956,50.0
1973.0,4.0,26.0,20.0,26.0,28.6,6.5,-155.098,19.936,48.0
1973.0,6.0,17.0,3.0,55.0,2.9,7.7,145.8,43.2,48.0
1973.0,6.0,24.0,2.0,43.0,25.5,7.1,146.4,43.3,50.0
1973.0,6.0,26.0,22.0,32.0,0.2,6.6,146.6,43.2,50.0
1973.0,7.0,14.0,4.0,51.0,21.0,7.5,86.48,35.18,33.0
1973.0,8.0,18.0,22.0,38.0,29.0,3.5,15.167,37.66,
1973.0,8.0,28.0,9.0,50.0,40.0,6.2,-96.6,18.27,84.0
1973.0,10.0,5.0,5.0,47.0,51.1,6.7,-71.5,-32.5,14.0
1973.0,10.0,6.0,15.0,7.0,37.3,7.5,-21.55,-60.82,33.0
1973.0,11.0,4.0,15.0,52.0,11.7,5.5,20.44,38.9,8.0
1973.0,11.0,11.0,7.0,14.0,53.1,5.8,53.058,30.589,11.0
1973.0,11.0,23.0,13.0,36.0,19.3,5.1,-28.31,38.46,5.0
1973.0,11.0,29.0,10.0,57.0,42.7,5.6,23.8,35.18,26.0
1973.0,12.0,28.0,13.0,41.0,45.8,7.5,166.6,-14.46,26.0
1973.0,12.0,29.0,0.0,19.0,31.1,7.2,166.9,-15.12,47.0
1974.0,1.0,5.0,8.0,33.0,50.7,6.3,-76.35,-12.3,98.0
1974.0,1.0,31.0,23.0,30.0,5.3,7.0,155.9,-7.5,34.0
1974.0,2.0,1.0,0.0,1.0,2.4,5.2,27.0,38.6,29.0
1974.0,2.0,1.0,3.0,12.0,33.1,7.1,155.6,-7.4,40.0
1974.0,4.0,18.0,1.0,19.0,22.6,5.0,-72.93,6.89,24.0
1974.0,4.0,22.0,0.0,29.0,19.8,5.5,119.2,31.6,16.0
1974.0,5.0,8.0,23.0,33.0,25.2,6.5,138.7,34.5,2.0
1974.0,5.0,10.0,19.0,25.0,15.0,7.1,104.01,28.24,11.0
1974.0,6.0,12.0,16.0,25.0,47.6,6.1,-63.38,10.56,34.0
1974.0,6.0,20.0,17.0,8.0,27.3,4.5,15.53,44.97,7.0
1974.0,7.0,1.0,16.0,51.0,54.0,5.9,-64.638,-22.124,18.0
1974.0,7.0,4.0,19.0,30.0,42.1,6.7,94.03,45.14,33.0
1974.0,7.0,13.0,1.0,18.0,22.8,7.3,-77.69,7.75,12.0
1974.0,8.0,3.0,18.0,16.0,34.0,5.7,139.82,36.0,58.0
1974.0,8.0,18.0,10.0,44.0,12.8,7.1,-73.4,-38.5,36.0
1974.0,9.0,23.0,19.0,28.0,17.2,6.2,12.92,-0.28,33.0
1974.0,9.0,27.0,5.0,47.0,29.4,6.7,146.7,43.2,43.0
1974.0,10.0,3.0,14.0,21.0,29.1,8.1,-77.79,-12.27,13.0
1974.0,10.0,8.0,9.0,50.0,58.1,7.5,-62.0,17.3,47.0
1974.0,12.0,2.0,9.0,5.0,44.2,5.4,55.8,28.0,36.0
1974.0,12.0,28.0,12.0,11.0,43.7,6.2,72.9,35.1,22.0
1975.0,1.0,9.0,23.0,9.0,46.6,5.2,46.99,42.89,31.0
1975.0,1.0,15.0,9.0,42.0,24.0,5.9,130.0,-5.0,
1975.0,1.0,19.0,8.0,2.0,2.5,6.8,78.43,32.46,33.0
1975.0,1.0,23.0,14.0,19.0,14.9,5.8,131.1,33.0,10.0
1975.0,2.0,2.0,8.0,43.0,39.1,7.6,173.5,53.11,10.0
1975.0,2.0,4.0,11.0,36.0,7.5,7.4,122.58,40.64,33.0
1975.0,2.0,9.0,4.0,45.0,24.5,5.6,106.7,-6.7,27.0
1975.0,3.0,7.0,7.0,4.0,42.6,6.1,56.26,27.5,27.0
1975.0,3.0,13.0,15.0,26.0,42.5,6.9,-71.3,-29.9,4.0
1975.0,3.0,27.0,5.0,15.0,6.2,6.7,26.14,40.42,5.0
1975.0,3.0,28.0,2.0,31.0,5.7,6.0,-112.55,42.06,5.0
1975.0,4.0,5.0,9.0,34.0,36.6,6.1,-69.75,10.04,33.0
1975.0,4.0,20.0,17.0,35.0,50.4,6.1,131.3,33.19,7.0
1975.0,5.0,10.0,14.0,27.0,38.7,7.7,-73.23,-38.18,6.0
1975.0,5.0,26.0,9.0,11.0,51.1,7.8,-17.576,35.962,33.0
1975.0,6.0,10.0,13.0,47.0,14.5,7.0,147.734,43.024,15.0
1975.0,7.0,8.0,12.0,4.0,42.4,6.5,94.7,21.49,157.0
1975.0,7.0,11.0,7.0,18.0,46.6,4.3,5.241,36.32,30.0
1975.0,7.0,20.0,14.0,37.0,39.9,7.9,155.054,-6.59,49.0
1975.0,7.0,20.0,19.0,54.0,27.7,7.7,155.152,-7.104,44.0
1975.0,8.0,1.0,20.0,20.0,12.9,5.6,-121.528,39.439,15.0
1975.0,9.0,6.0,9.0,20.0,10.9,6.7,40.723,38.474,26.0
1975.0,9.0,21.0,14.0,16.0,36.8,5.5,51.062,31.549,33.0
1975.0,10.0,11.0,14.0,35.0,15.0,7.8,-175.119,-24.894,9.0
1975.0,10.0,31.0,8.0,28.0,2.6,7.6,125.993,12.54,50.0
1975.0,11.0,1.0,1.0,17.0,33.9,6.1,144.754,13.843,113.0
1975.0,11.0,29.0,14.0,47.0,40.9,7.7,-155.033,19.451,2.0
1975.0,12.0,16.0,21.0,1.0,39.0,4.9,178.464,-18.672,33.0
1975.0,12.0,26.0,15.0,56.0,38.7,7.8,-172.467,-16.265,33.0
1975.0,12.0,31.0,9.0,45.0,47.7,5.5,21.798,38.628,19.0
1976.0,1.0,13.0,13.0,29.0,19.5,6.4,-16.58,66.16,33.0
1976.0,1.0,14.0,15.0,56.0,34.9,7.8,-177.886,-29.208,69.0
1976.0,1.0,14.0,16.0,47.0,33.5,8.0,-177.657,-28.427,33.0
1976.0,1.0,21.0,10.0,5.0,24.1,7.0,149.123,44.915,41.0
1976.0,2.0,4.0,9.0,1.0,43.4,7.5,-89.101,15.324,5.0
1976.0,3.0,13.0,16.0,30.0,41.5,5.1,-91.061,14.767,5.0
1976.0,3.0,19.0,13.0,3.0,38.4,5.5,67.79,36.61,33.0
1976.0,3.0,25.0,11.0,55.0,39.4,4.8,43.01,41.13,18.0
1976.0,4.0,8.0,2.0,40.0,27.0,7.0,63.77,40.31,33.0
1976.0,4.0,9.0,7.0,8.0,47.0,6.7,-79.8,0.78,9.0
1976.0,4.0,29.0,22.0,18.0,9.1,5.5,42.85,40.89,44.0
1976.0,5.0,6.0,20.0,0.0,11.6,6.5,13.275,46.356,9.0
1976.0,5.0,17.0,2.0,58.0,40.6,7.0,63.47,40.38,10.0
1976.0,5.0,29.0,12.0,23.0,18.7,7.3,98.953,24.57,8.0
1976.0,5.0,29.0,14.0,0.0,18.5,7.4,98.71,24.531,10.0
1976.0,6.0,7.0,14.0,26.0,39.1,6.4,-100.64,17.4,45.0
1976.0,6.0,25.0,19.0,18.0,56.9,7.1,140.091,-4.603,33.0
1976.0,7.0,11.0,16.0,54.0,31.8,6.7,-78.1,7.4,22.0
1976.0,7.0,14.0,7.0,13.0,24.0,6.5,114.888,-8.17,40.0
1976.0,7.0,26.0,2.0,56.0,39.3,6.2,118.31,4.96,33.0
1976.0,7.0,27.0,19.0,42.0,54.6,7.5,117.98,39.57,23.0
1976.0,7.0,28.0,10.0,45.0,35.2,7.4,118.401,39.664,26.0
1976.0,8.0,16.0,16.0,11.0,7.3,8.0,124.09,6.292,33.0
1976.0,8.0,17.0,4.0,19.0,27.3,6.8,122.939,7.249,22.0
1976.0,8.0,19.0,1.0,12.0,36.7,4.9,28.89,37.7,3.0
1976.0,9.0,11.0,16.0,31.0,12.0,5.5,13.157,46.28,16.0
1976.0,9.0,15.0,3.0,15.0,19.9,6.0,13.197,46.302,10.0
1976.0,9.0,15.0,9.0,21.0,19.1,5.9,13.13,46.32,17.0
1976.0,10.0,29.0,2.0,51.0,7.6,7.1,139.918,-4.517,33.0
1976.0,11.0,7.0,4.0,0.0,53.2,6.0,59.208,33.846,13.0
1976.0,11.0,24.0,12.0,22.0,17.6,7.0,44.03,39.058,36.0
1976.0,11.0,27.0,21.0,42.0,12.2,6.1,71.04,36.51,190.0
1976.0,11.0,30.0,0.0,40.0,57.8,7.3,-68.92,-20.52,82.0
1976.0,12.0,8.0,8.0,38.0,25.7,5.2,26.653,-27.953,33.0
1977.0,1.0,26.0,13.0,11.0,29.8,5.2,115.19,-8.22,33.0
1977.0,1.0,31.0,14.0,26.0,14.8,5.9,70.85,40.04,20.0
1977.0,3.0,4.0,19.0,21.0,55.6,7.5,26.703,45.777,89.0
1977.0,3.0,8.0,23.0,17.0,28.0,6.0,100.02,0.45,22.0
1977.0,3.0,18.0,21.0,43.0,52.4,7.3,122.33,16.77,37.0
1977.0,3.0,21.0,21.0,18.0,53.6,6.7,56.378,27.584,29.0
1977.0,3.0,25.0,2.0,39.0,58.2,4.9,40.02,38.56,21.0
1977.0,4.0,2.0,7.0,15.0,22.7,7.6,-172.095,-16.696,33.0
1977.0,4.0,6.0,13.0,36.0,36.9,6.0,50.711,31.845,41.0
1977.0,4.0,20.0,23.0,13.0,10.4,6.8,160.323,-9.828,33.0
1977.0,4.0,20.0,23.0,42.0,50.5,7.6,160.348,-9.89,19.0
1977.0,4.0,20.0,23.0,49.0,13.1,7.5,160.822,-9.844,33.0
1977.0,4.0,21.0,4.0,24.0,9.6,8.1,160.731,-9.965,33.0
1977.0,5.0,26.0,1.0,35.0,13.8,5.4,44.38,38.934,37.0
1977.0,6.0,22.0,12.0,8.0,33.4,7.2,-175.9,-22.878,65.0
1977.0,7.0,16.0,13.0,13.0,29.6,4.6,14.29,46.29,6.0
1977.0,8.0,19.0,6.0,8.0,55.0,8.3,118.378,-11.164,25.0
1977.0,8.0,28.0,20.0,10.0,5.0,5.5,146.23,-1.081,33.0
1977.0,8.0,31.0,0.0,42.0,5.4,6.5,-76.3,7.34,33.0
1977.0,10.0,10.0,11.0,53.0,53.6,7.2,-175.406,-25.856,33.0
1977.0,11.0,3.0,2.0,22.0,54.9,5.1,23.97,42.11,6.0
1977.0,11.0,9.0,11.0,20.0,32.8,4.9,55.04,36.73,33.0
1977.0,11.0,23.0,9.0,26.0,24.7,7.4,-67.77,-31.03,13.0
1977.0,12.0,19.0,23.0,34.0,34.3,5.9,56.53,30.94,31.0
1978.0,1.0,14.0,3.0,24.0,39.0,6.6,139.259,34.809,14.0
1978.0,2.0,9.0,21.0,35.0,12.7,7.7,-177.36,-30.68,33.0
1978.0,2.0,15.0,3.0,17.0,37.3,4.5,39.79,39.69,33.0
1978.0,2.0,20.0,4.0,36.0,58.1,6.1,141.95,38.78,60.0
1978.0,3.0,11.0,19.0,20.0,49.1,5.0,16.03,38.1,33.0
1978.0,3.0,16.0,2.0,0.0,0.5,5.9,66.302,29.926,33.0
1978.0,3.0,19.0,1.0,39.0,14.0,6.6,-99.74,17.03,36.0
1978.0,3.0,22.0,0.0,50.0,32.2,6.7,149.002,44.026,33.0
1978.0,3.0,22.0,21.0,34.0,33.4,6.6,149.029,44.14,33.0
1978.0,3.0,23.0,0.0,31.0,2.1,6.8,148.971,44.209,46.0
1978.0,3.0,23.0,3.0,15.0,20.3,7.5,148.439,44.932,33.0
1978.0,3.0,24.0,19.0,47.0,50.7,7.6,148.862,44.244,33.0
1978.0,3.0,24.0,21.0,5.0,48.2,7.1,78.606,42.839,33.0
1978.0,4.0,13.0,18.0,5.0,25.8,5.7,20.919,43.269,33.0
1978.0,4.0,15.0,23.0,33.0,47.2,5.7,15.066,38.391,14.0
1978.0,5.0,23.0,23.0,34.0,11.4,5.6,23.268,40.759,10.0
1978.0,6.0,3.0,20.0,3.0,52.5,4.9,132.6,35.1,4.0
1978.0,6.0,12.0,8.0,14.0,26.4,7.7,142.028,38.19,44.0
1978.0,6.0,14.0,12.0,32.0,33.9,6.9,122.403,8.249,24.0
1978.0,6.0,20.0,20.0,3.0,21.0,6.4,23.229,40.739,3.0
1978.0,7.0,23.0,14.0,42.0,36.9,7.4,121.512,22.282,17.0
1978.0,7.0,29.0,14.0,37.0,32.7,4.5,-91.022,14.843,10.0
1978.0,8.0,3.0,18.0,11.0,17.1,7.0,-70.54,-26.51,58.0
1978.0,8.0,13.0,22.0,54.0,53.5,5.8,-119.795,34.284,10.0
1978.0,8.0,14.0,14.0,17.0,50.4,4.4,-6.871,36.63,30.0
1978.0,9.0,3.0,5.0,8.0,30.2,5.3,9.01,48.29,8.0
1978.0,9.0,16.0,15.0,35.0,55.4,7.4,57.478,33.205,33.0
1978.0,10.0,7.0,9.0,19.0,52.1,5.0,126.67,36.55,5.0
1978.0,11.0,1.0,19.0,48.0,28.0,6.8,72.61,39.35,7.0
1978.0,11.0,4.0,15.0,22.0,19.4,6.3,48.996,37.684,34.0
1978.0,11.0,29.0,19.0,52.0,47.6,7.7,-96.591,16.01,18.0
1978.0,12.0,6.0,14.0,2.0,1.0,7.5,146.581,44.592,91.0
1978.0,12.0,14.0,7.0,5.0,21.5,6.1,49.68,32.112,33.0
1978.0,12.0,23.0,11.0,23.0,12.0,7.0,122.075,23.247,33.0
1979.0,1.0,16.0,9.0,50.0,9.9,6.5,59.555,33.918,33.0
1979.0,2.0,16.0,10.0,8.0,53.4,6.9,-72.658,-16.39,53.0
1979.0,2.0,20.0,6.0,32.0,32.2,6.4,143.703,40.232,10.0
1979.0,2.0,28.0,21.0,27.0,8.1,7.5,-141.671,60.691,18.0
1979.0,3.0,14.0,11.0,7.0,16.3,7.6,-101.276,17.813,49.0
1979.0,4.0,9.0,2.0,10.0,20.3,5.3,19.023,41.956,10.0
1979.0,4.0,15.0,6.0,19.0,44.1,6.9,19.209,42.096,10.0
1979.0,5.0,15.0,6.0,59.0,21.2,5.6,24.437,34.53,33.0
1979.0,5.0,21.0,16.0,31.0,5.2,5.4,115.934,-8.299,43.0
1979.0,5.0,24.0,17.0,23.0,18.2,6.2,18.752,42.255,8.0
1979.0,5.0,30.0,9.0,38.0,52.9,5.8,115.949,-8.207,25.0
1979.0,6.0,2.0,9.0,47.0,58.1,6.1,117.179,-30.812,6.0
1979.0,6.0,25.0,5.0,29.0,5.6,6.2,145.577,-4.98,189.0
1979.0,7.0,1.0,20.0,38.0,4.0,6.5,-82.943,8.316,28.0
1979.0,7.0,9.0,10.0,57.0,22.1,5.4,119.241,31.452,11.0
1979.0,7.0,18.0,13.0,12.0,2.5,4.9,28.66,39.672,10.0
1979.0,8.0,24.0,16.0,59.0,30.8,5.9,108.129,41.145,33.0
1979.0,9.0,12.0,5.0,17.0,51.4,7.9,136.04,-1.679,5.0
1979.0,9.0,19.0,21.0,35.0,37.2,5.8,13.061,42.812,16.0
1979.0,10.0,9.0,7.0,49.0,29.2,4.7,-90.082,14.321,33.0
1979.0,10.0,12.0,10.0,25.0,22.3,7.5,165.707,-46.675,33.0
1979.0,10.0,15.0,23.0,16.0,54.1,6.9,-115.324,32.634,10.0
1979.0,10.0,20.0,1.0,41.0,10.4,6.2,115.847,-8.254,38.0
1979.0,10.0,27.0,14.0,35.0,57.3,6.8,-90.881,13.833,58.0
1979.0,11.0,2.0,15.0,53.0,3.5,6.1,108.252,-7.656,62.0
1979.0,11.0,6.0,5.0,26.0,17.7,5.2,20.398,39.536,40.0
1979.0,11.0,14.0,2.0,21.0,21.5,6.6,59.832,33.978,33.0
1979.0,11.0,16.0,15.0,21.0,25.7,6.9,-179.984,-16.76,33.0
1979.0,11.0,23.0,23.0,40.0,29.8,6.4,-76.217,4.805,108.0
1979.0,11.0,27.0,17.0,10.0,35.6,7.1,59.847,33.974,10.0
1979.0,12.0,7.0,9.0,24.0,0.2,6.0,59.817,34.033,33.0
1979.0,12.0,12.0,7.0,59.0,5.6,8.1,-79.276,1.555,23.0
1979.0,12.0,15.0,0.0,2.0,41.6,6.6,102.712,-3.299,33.0
1979.0,12.0,17.0,19.0,58.0,23.8,6.3,115.889,-8.39,33.0
1980.0,1.0,1.0,16.0,42.0,42.0,6.9,-27.75,38.727,13.0
1980.0,1.0,24.0,19.0,0.0,9.5,5.9,-121.816,37.855,11.0
1980.0,2.0,23.0,5.0,51.0,3.2,7.0,146.753,43.53,44.0
1980.0,4.0,16.0,12.0,18.0,20.6,5.8,108.793,-8.082,84.0
1980.0,5.0,14.0,1.0,41.0,3.8,4.5,15.855,40.459,24.0
1980.0,5.0,18.0,7.0,9.0,38.0,5.3,-91.317,14.716,105.0
1980.0,5.0,18.0,15.0,32.0,11.4,5.2,-122.194,46.214,4.0
1980.0,5.0,18.0,20.0,2.0,57.5,5.8,20.837,43.294,9.0
1980.0,5.0,25.0,16.0,33.0,44.7,6.1,-118.84,37.6,7.0
1980.0,6.0,9.0,3.0,28.0,18.9,6.4,-114.985,32.22,5.0
1980.0,6.0,29.0,7.0,20.0,5.5,6.2,139.181,34.808,15.0
1980.0,7.0,8.0,23.0,19.0,19.8,7.5,166.381,-12.41,33.0
1980.0,7.0,9.0,2.0,11.0,52.8,6.4,23.041,39.269,14.0
1980.0,7.0,11.0,11.0,47.0,26.5,5.2,70.596,40.113,33.0
1980.0,7.0,12.0,5.0,32.0,8.6,4.0,22.729,39.203,10.0
1980.0,7.0,17.0,19.0,42.0,23.2,7.9,165.916,-12.525,33.0
1980.0,7.0,22.0,5.0,17.0,10.1,5.4,50.201,37.19,62.0
1980.0,7.0,27.0,18.0,52.0,21.8,5.1,-83.907,38.174,8.0
1980.0,7.0,29.0,14.0,58.0,40.8,6.5,81.092,29.598,18.0
1980.0,8.0,9.0,5.0,45.0,9.5,6.4,-88.516,15.888,22.0
1980.0,8.0,18.0,15.0,7.0,52.6,5.6,-80.017,-1.948,55.0
1980.0,8.0,23.0,21.0,36.0,51.6,4.9,75.633,32.913,25.0
1980.0,8.0,23.0,21.0,50.0,3.0,4.8,75.629,32.834,33.0
1980.0,9.0,24.0,17.0,54.0,24.1,6.0,139.964,35.45,73.0
1980.0,10.0,5.0,15.0,32.0,49.8,5.6,176.478,-39.542,32.0
1980.0,10.0,10.0,12.0,25.0,26.0,7.1,1.374,36.199,10.0
1980.0,10.0,24.0,14.0,53.0,35.1,6.4,-98.24,18.211,72.0
1980.0,11.0,8.0,10.0,27.0,34.0,7.2,-124.253,41.117,19.0
1980.0,11.0,12.0,6.0,58.0,11.6,4.9,-74.545,-13.347,71.0
1980.0,11.0,23.0,18.0,34.0,53.8,6.9,15.366,40.914,20.0
1980.0,11.0,26.0,17.0,35.0,39.1,5.0,-72.441,8.045,40.0
1980.0,12.0,19.0,1.0,16.0,56.0,6.0,50.652,34.587,33.0
1980.0,12.0,22.0,12.0,51.0,21.0,5.2,50.59,34.503,41.0
1981.0,1.0,18.0,18.0,17.0,24.4,6.9,142.75,38.64,33.0
1981.0,1.0,19.0,15.0,11.0,1.0,6.7,139.232,-4.576,33.0
1981.0,1.0,23.0,21.0,13.0,51.7,6.8,101.098,30.927,33.0
1981.0,2.0,14.0,17.0,27.0,44.3,4.6,14.601,41.051,10.0
1981.0,2.0,24.0,20.0,53.0,38.4,6.7,22.934,38.222,33.0
1981.0,3.0,4.0,21.0,58.0,5.9,6.4,23.288,38.209,29.0
1981.0,3.0,10.0,15.0,16.0,19.8,5.6,20.699,39.481,31.0
1981.0,4.0,18.0,0.0,32.0,39.8,4.8,-74.376,-13.144,38.0
1981.0,4.0,26.0,12.0,9.0,28.4,6.0,-115.65,33.133,6.0
1981.0,5.0,25.0,5.0,25.0,14.4,7.6,164.357,-48.786,33.0
1981.0,6.0,11.0,7.0,24.0,25.2,6.6,57.715,29.913,33.0
1981.0,6.0,22.0,17.0,53.0,21.3,5.2,-74.522,-13.166,24.0
1981.0,7.0,23.0,0.0,5.0,30.7,5.8,45.23,37.141,33.0
1981.0,7.0,28.0,17.0,22.0,24.6,7.0,57.794,30.013,33.0
1981.0,8.0,13.0,2.0,58.0,11.9,5.5,17.312,44.849,16.0
1981.0,9.0,1.0,9.0,29.0,31.5,7.7,-173.085,-14.96,25.0
1981.0,9.0,12.0,7.0,15.0,54.1,5.9,73.594,35.693,33.0
1981.0,10.0,16.0,3.0,25.0,42.2,7.5,-73.074,-33.134,33.0
1981.0,10.0,18.0,4.0,31.0,2.7,5.4,-72.527,8.117,54.0
1981.0,10.0,25.0,3.0,22.0,15.5,7.3,-102.084,18.048,33.0
1981.0,11.0,14.0,9.0,5.0,29.0,5.3,32.604,23.686,10.0
1981.0,12.0,12.0,20.0,26.0,46.9,4.0,66.962,29.856,33.0
1981.0,12.0,19.0,14.0,10.0,50.7,7.5,25.227,39.243,10.0
1982.0,1.0,11.0,6.0,10.0,6.4,7.1,124.358,13.752,46.0
1982.0,1.0,11.0,21.0,41.0,7.9,4.5,-66.659,46.975,7.0
1982.0,1.0,12.0,5.0,48.0,17.6,6.0,-87.589,13.158,6.0
1982.0,1.0,20.0,4.0,25.0,11.6,6.3,94.002,6.946,19.0
1982.0,2.0,10.0,16.0,17.0,51.5,5.5,106.936,-6.863,40.0
1982.0,2.0,24.0,4.0,22.0,40.3,5.4,97.755,4.374,52.0
1982.0,3.0,11.0,10.0,32.0,27.7,6.4,118.479,-9.265,33.0
1982.0,3.0,21.0,2.0,32.0,7.7,6.7,142.361,42.158,44.0
1982.0,3.0,28.0,4.0,16.0,52.5,3.5,-93.21,17.25,9.0
1982.0,3.0,28.0,23.0,24.0,51.1,6.1,-76.065,-12.69,95.0
1982.0,4.0,14.0,6.0,36.0,56.7,4.6,105.55,36.785,33.0
1982.0,6.0,7.0,10.0,59.0,40.1,7.0,-98.358,16.558,34.0
1982.0,6.0,15.0,23.0,24.0,28.6,5.5,99.931,31.907,10.0
1982.0,6.0,19.0,6.0,21.0,58.0,6.2,-89.339,13.313,82.0
1982.0,7.0,23.0,14.0,23.0,53.5,6.8,141.702,36.194,37.0
1982.0,8.0,5.0,20.0,33.0,52.9,7.5,165.931,-12.597,31.0
1982.0,8.0,6.0,20.0,40.0,52.2,5.6,120.577,-8.375,46.0
1982.0,9.0,29.0,5.0,50.0,32.2,5.1,-89.121,14.487,12.0
1982.0,10.0,17.0,10.0,56.0,47.6,4.4,12.586,43.164,16.0
1982.0,11.0,16.0,23.0,41.0,21.0,5.5,19.59,40.883,21.0
1982.0,12.0,13.0,9.0,12.0,48.0,6.0,44.379,14.701,5.0
1982.0,12.0,16.0,0.0,40.0,48.7,6.6,69.011,36.148,36.0
1982.0,12.0,19.0,17.0,43.0,54.8,7.7,-175.864,-24.133,33.0
1982.0,12.0,25.0,12.0,28.0,2.8,5.9,123.08,-8.405,33.0
1982.0,12.0,28.0,6.0,37.0,42.5,6.1,139.434,33.826,22.0
1983.0,1.0,17.0,12.0,41.0,29.7,7.2,20.228,38.026,14.0
1983.0,1.0,24.0,8.0,17.0,39.6,6.7,-95.232,16.147,57.0
1983.0,2.0,13.0,1.0,40.0,10.9,6.2,75.135,39.945,16.0
1983.0,2.0,25.0,18.0,22.0,12.9,4.7,21.54,41.959,24.0
1983.0,2.0,26.0,20.0,7.0,49.9,5.2,70.727,38.841,49.0
1983.0,3.0,12.0,1.0,36.0,35.8,6.5,127.924,-4.056,17.0
1983.0,3.0,18.0,9.0,5.0,50.0,7.6,153.581,-4.883,89.0
1983.0,3.0,23.0,23.0,51.0,6.5,6.2,20.262,38.294,19.0
1983.0,3.0,25.0,11.0,57.0,49.3,4.9,52.264,35.953,33.0
1983.0,3.0,31.0,13.0,12.0,52.6,4.9,-76.686,2.461,22.0
1983.0,4.0,2.0,0.0,32.0,27.7,4.6,48.714,39.042,33.0
1983.0,4.0,3.0,2.0,50.0,2.8,7.5,-83.098,8.677,30.0
1983.0,4.0,4.0,2.0,51.0,34.3,6.6,94.722,5.723,79.0
1983.0,4.0,5.0,6.0,50.0,33.4,5.6,75.26,40.025,33.0
1983.0,4.0,12.0,12.0,7.0,54.5,6.5,-78.103,-4.843,104.0
1983.0,4.0,22.0,0.0,37.0,37.0,5.9,99.023,14.926,10.0
1983.0,5.0,2.0,23.0,42.0,37.7,6.2,-120.317,36.219,10.0
1983.0,5.0,26.0,2.0,59.0,59.6,7.7,139.102,40.462,24.0
1983.0,6.0,9.0,12.0,49.0,3.8,5.9,138.948,40.249,26.0
1983.0,6.0,21.0,6.0,25.0,27.3,6.9,139.099,41.346,10.0
1983.0,6.0,24.0,7.0,18.0,22.0,6.3,103.282,21.721,18.0
1983.0,7.0,3.0,17.0,14.0,23.1,6.2,-83.688,9.652,33.0
1983.0,7.0,5.0,12.0,1.0,27.3,6.1,27.222,40.324,10.0
1983.0,7.0,12.0,15.0,10.0,3.4,6.1,-147.286,61.031,37.0
1983.0,7.0,22.0,2.0,41.0,0.8,5.0,49.18,36.948,41.0
1983.0,8.0,6.0,4.0,52.0,53.6,4.2,67.84,30.349,10.0
1983.0,8.0,6.0,15.0,43.0,51.2,7.0,24.766,40.142,2.0
1983.0,8.0,8.0,3.0,47.0,57.1,5.3,139.07,35.5,25.0
1983.0,8.0,17.0,10.0,55.0,54.1,6.5,161.287,55.867,63.0
1983.0,8.0,17.0,12.0,17.0,56.0,6.5,120.86,18.231,29.0
1983.0,9.0,10.0,6.0,14.0,22.4,5.1,20.859,43.246,10.0
1983.0,10.0,3.0,13.0,33.0,35.0,6.0,139.513,33.941,12.0
1983.0,10.0,4.0,18.0,52.0,13.3,7.3,-70.563,-26.535,15.0
1983.0,10.0,16.0,5.0,32.0,28.7,6.0,121.052,1.084,40.0
1983.0,10.0,25.0,0.0,36.0,23.4,6.1,120.858,1.131,33.0
1983.0,10.0,28.0,14.0,6.0,6.5,7.3,-113.916,43.974,14.0
1983.0,10.0,30.0,4.0,12.0,27.1,6.9,42.187,40.33,12.0
1983.0,10.0,30.0,16.0,51.0,57.0,5.2,133.899,35.464,27.0
1983.0,11.0,6.0,21.0,9.0,45.2,5.3,115.213,35.206,19.0
1983.0,11.0,8.0,0.0,49.0,32.1,5.0,5.346,50.696,10.0
1983.0,11.0,9.0,16.0,29.0,51.6,5.0,10.317,44.689,37.0
1983.0,11.0,16.0,16.0,13.0,0.0,6.7,-155.454,19.43,12.0
1983.0,11.0,30.0,17.0,46.0,0.6,7.6,72.11,-6.852,10.0
1983.0,12.0,22.0,1.0,2.0,2.4,6.4,151.868,-5.392,26.0
1983.0,12.0,22.0,4.0,11.0,29.2,6.2,-13.529,11.866,11.0
1983.0,12.0,30.0,23.0,52.0,39.9,7.2,70.738,36.372,215.0
1984.0,1.0,8.0,15.0,24.0,13.5,6.6,118.806,-2.823,33.0
1984.0,2.0,1.0,14.0,22.0,7.9,5.8,70.484,34.616,33.0
1984.0,2.0,7.0,21.0,33.0,21.4,7.5,160.469,-10.012,18.0
1984.0,2.0,11.0,8.0,2.0,52.1,5.6,22.11,38.308,20.0
