Year,Month,Day,Hour,Minute,Second,Magnitude,Longitude,Latitude,Depth
1914.0,2.0,26.0,4.0,58.0,12.0,7.2,-72.0,-17.0,130.0
1914.0,3.0,15.0,20.0,0.0,6.0,7.2,139.8,39.2,33.0
1914.0,3.0,30.0,0.0,41.0,0.0,7.5,-92.2,16.8,150.0
1914.0,5.0,8.0,18.0,1.0,,4.9,15.2,37.7,
1914.0,5.0,26.0,14.0,22.0,47.7,8.1,136.943,-1.829,15.0
1914.0,5.0,28.0,11.0,27.0,0.0,5.6,36.0,39.2,
1914.0,5.0,31.0,,,0.0,5.8,-78.2,-0.2,10.0
1914.0,6.0,25.0,19.0,7.0,25.9,7.6,101.82,-3.924,35.0
1914.0,8.0,4.0,22.0,41.0,6.0,7.5,91.5,43.5,
1914.0,10.0,3.0,22.0,6.0,34.0,7.0,30.27,37.82,
1914.0,10.0,17.0,6.0,22.0,30.0,6.0,23.25,38.25,
1914.0,10.0,23.0,6.0,18.0,34.0,7.6,132.5,6.0,60.0
1914.0,11.0,24.0,11.0,53.0,30.0,8.1,143.0,22.0,110.0
1914.0,11.0,27.0,14.0,39.0,42.6,6.3,20.587,38.582,15.0
1915.0,1.0,13.0,6.0,52.0,38.0,7.5,13.5,42.0,10.0
1915.0,2.0,28.0,18.0,59.0,0.0,7.7,123.5,23.6,60.0
1915.0,5.0,1.0,5.0,0.0,0.0,8.1,155.0,47.0,25.0
1915.0,6.0,6.0,21.0,29.0,0.0,7.6,-68.5,-18.5,160.0
1915.0,6.0,23.0,4.0,56.0,0.0,6.2,-115.5,32.8,
1915.0,7.0,31.0,1.0,31.0,23.0,7.3,163.3,53.5,20.0
1915.0,8.0,7.0,15.0,4.0,3.0,6.7,20.7,38.5,14.0
1915.0,9.0,7.0,1.0,20.0,48.0,7.9,-89.0,14.0,80.0
1915.0,9.0,23.0,8.0,14.0,46.5,6.2,38.581,14.482,
1915.0,10.0,3.0,6.0,52.0,48.0,7.6,-117.5,40.5,
1915.0,11.0,1.0,7.0,23.0,43.0,7.8,142.9,38.3,60.0
1915.0,11.0,6.0,,,,6.0,136.0,-1.0,
1915.0,11.0,18.0,20.0,19.0,18.0,6.4,119.5,18.0,
1915.0,12.0,3.0,2.0,39.0,19.0,7.0,91.5,29.5,
1915.0,12.0,29.0,,,,6.6,-88.76,14.56,
1916.0,1.0,1.0,13.0,20.0,49.3,7.9,152.548,-4.739,35.0
1916.0,1.0,13.0,6.0,18.0,16.0,8.1,136.0,-3.0,30.0
1916.0,1.0,13.0,8.0,20.0,48.0,8.1,135.5,-3.0,16.0
1916.0,1.0,24.0,6.0,55.0,13.6,7.0,37.312,40.201,15.0
1916.0,2.0,1.0,7.0,36.0,22.0,8.0,131.5,29.5,33.0
1916.0,2.0,6.0,21.0,51.0,0.0,7.7,178.5,48.5,60.0
1916.0,2.0,27.0,20.0,20.0,36.0,7.5,-86.0,11.0,60.0
1916.0,4.0,18.0,4.0,1.0,0.0,7.5,-170.0,53.3,170.0
1916.0,4.0,21.0,11.0,31.0,0.0,7.8,141.0,33.0,60.0
1916.0,4.0,24.0,4.0,26.0,42.0,7.2,-68.0,18.5,80.0
1916.0,4.0,26.0,2.0,21.0,52.0,7.0,-82.0,9.6,25.0
1916.0,6.0,21.0,21.0,32.0,0.0,7.5,-63.0,-28.5,600.0
1916.0,7.0,3.0,23.0,21.0,41.0,5.1,15.233,38.817,
1916.0,8.0,3.0,1.0,30.0,0.0,7.5,144.5,-4.0,60.0
1916.0,8.0,16.0,7.0,6.0,22.2,6.0,13.009,44.035,
1916.0,8.0,25.0,9.0,44.0,42.0,7.5,-68.0,-21.0,180.0
1916.0,8.0,28.0,6.0,39.0,29.0,7.7,81.0,30.0,33.0
1916.0,8.0,28.0,7.0,27.0,5.0,6.5,120.9,23.7,
1916.0,9.0,11.0,6.0,36.0,30.0,7.3,113.0,-9.0,100.0
1916.0,10.0,28.0,8.0,15.0,0.0,4.9,14.6,46.3,11.0
1916.0,10.0,31.0,15.0,30.0,0.0,7.7,160.0,46.5,60.0
1916.0,11.0,14.0,22.0,31.0,33.0,6.0,121.0,24.0,
1917.0,1.0,4.0,16.0,50.0,6.0,6.3,120.9,23.9,
1917.0,1.0,20.0,23.0,11.0,34.0,6.6,116.0,-7.0,
1917.0,1.0,24.0,0.0,48.0,12.0,6.3,116.2,31.3,
1917.0,1.0,25.0,,,,6.5,118.08,24.47,
1917.0,1.0,29.0,8.0,22.0,0.0,5.6,15.6,45.9,13.0
1917.0,1.0,30.0,2.0,45.0,36.0,7.8,163.0,56.5,40.0
1917.0,1.0,31.0,3.0,39.0,55.0,6.4,125.0,6.0,
1917.0,4.0,26.0,9.0,36.0,0.0,5.5,12.1,43.5,33.0
1917.0,5.0,1.0,18.0,26.0,,8.0,-177.0,-29.2,
1917.0,5.0,6.0,12.0,19.0,,5.8,121.6,23.2,33.0
1917.0,5.0,31.0,8.0,47.0,,7.9,-169.12,54.79,
1917.0,6.0,8.0,0.0,51.0,51.0,6.7,-89.31,13.82,
1917.0,6.0,26.0,5.0,49.0,42.0,8.3,-173.0,-15.5,25.0
1917.0,7.0,4.0,0.0,38.0,20.0,7.7,123.0,25.0,60.0
1917.0,7.0,29.0,21.0,52.0,31.0,7.5,141.729,-3.705,
1917.0,7.0,30.0,23.0,54.0,5.0,6.8,104.0,28.0,33.0
1917.0,7.0,31.0,3.0,23.0,10.0,7.5,131.0,42.5,460.0
1917.0,8.0,30.0,4.0,7.0,15.0,7.8,128.0,-7.5,100.0
1917.0,8.0,31.0,11.0,36.0,18.0,7.3,-74.0,4.0,40.0
1917.0,11.0,16.0,3.0,19.0,28.0,7.5,-177.5,-29.0,60.0
1917.0,12.0,26.0,4.0,30.0,,6.0,-90.6,14.6,
1917.0,12.0,29.0,22.0,50.0,20.0,7.7,-97.0,15.0,33.0
1918.0,1.0,30.0,21.0,18.0,33.0,7.7,136.5,45.4,350.0
1918.0,2.0,7.0,5.0,20.0,30.0,7.5,126.5,6.5,120.0
1918.0,2.0,13.0,6.0,7.0,13.0,7.3,117.2,23.5,23.0
1918.0,4.0,21.0,22.0,32.0,30.4,6.7,-116.972,33.762,10.0
1918.0,5.0,20.0,17.0,55.0,10.0,7.9,-71.5,-28.5,80.0
1918.0,7.0,3.0,6.0,52.0,0.0,7.5,142.5,-3.5,60.0
1918.0,7.0,8.0,10.0,22.0,7.0,7.6,91.0,24.5,60.0
1918.0,8.0,14.0,,,,5.5,103.0,26.9,
1918.0,8.0,15.0,12.0,18.0,24.0,8.3,123.994,5.538,20.0
1918.0,9.0,7.0,17.0,16.0,,8.3,151.5,45.5,33.0
1918.0,10.0,11.0,14.0,14.0,42.0,7.1,-67.189,18.7,15.0
1918.0,10.0,25.0,3.0,43.0,,6.4,-67.214,18.441,15.0
1918.0,11.0,8.0,4.0,38.0,,7.8,151.5,44.5,25.0
1918.0,11.0,18.0,18.0,41.0,55.0,8.1,129.0,-7.0,190.0
1918.0,12.0,4.0,11.0,47.0,48.0,7.8,-71.0,-26.0,
1919.0,1.0,1.0,1.0,33.0,42.0,7.4,126.0,8.0,33.0
1919.0,1.0,1.0,2.0,59.0,57.0,8.3,-176.5,-19.5,180.0
1919.0,4.0,28.0,6.0,45.0,45.0,5.9,-89.19,13.69,
1919.0,4.0,30.0,7.0,17.0,17.3,8.1,-172.515,-18.352,25.0
1919.0,5.0,3.0,0.0,52.0,0.0,7.6,145.5,40.5,60.0
1919.0,5.0,6.0,19.0,41.0,13.0,8.2,153.859,-4.806,35.0
1919.0,6.0,29.0,15.0,6.0,12.0,6.2,11.5,44.0,33.0
1919.0,6.0,29.0,23.0,14.0,13.4,6.6,-88.291,12.33,20.0
1919.0,7.0,8.0,21.0,6.0,14.6,7.0,31.556,-8.11,
1919.0,10.0,3.0,9.0,37.0,20.0,6.9,180.0,-16.5,
1919.0,10.0,22.0,6.0,6.0,,5.6,12.6,41.4,10.0
1920.0,1.0,3.0,21.0,48.0,3.0,7.8,-96.97,19.26,
1920.0,2.0,2.0,11.0,22.0,18.0,7.7,150.0,-6.5,60.0
1920.0,2.0,20.0,11.0,44.0,25.0,6.2,44.1,42.0,11.0
1920.0,6.0,5.0,4.0,21.0,35.0,8.2,121.954,23.688,20.0
1920.0,8.0,20.0,16.0,15.0,38.0,7.0,-73.5,-38.0,15.0
1920.0,9.0,7.0,5.0,55.0,40.0,5.8,10.3,44.3,10.0
1920.0,9.0,20.0,14.0,39.0,,7.8,168.53,-19.919,35.0
1920.0,11.0,26.0,8.0,51.0,7.0,6.2,20.0,40.2,25.0
1920.0,12.0,16.0,12.0,5.0,54.7,8.3,105.317,36.601,25.0
1920.0,12.0,17.0,18.0,59.0,49.0,6.0,-68.4,-32.7,10.0
1920.0,12.0,18.0,2.0,1.0,57.0,5.6,19.5,40.5,
1921.0,2.0,4.0,8.0,22.0,44.0,7.5,-91.0,15.0,120.0
1921.0,4.0,30.0,11.0,4.0,0.0,7.7,-104.3,19.7,
1921.0,5.0,14.0,11.0,17.0,45.0,6.2,117.9,0.7,
1921.0,8.0,14.0,13.0,15.0,28.0,5.9,39.6,15.6,
1921.0,9.0,11.0,4.0,1.0,38.0,7.5,111.0,-11.0,
1921.0,9.0,16.0,0.0,51.0,0.0,4.8,16.3,3.8,
1921.0,9.0,29.0,14.0,12.0,,5.2,-112.1,38.7,
1921.0,11.0,11.0,18.0,36.0,8.0,7.5,127.0,8.0,60.0
1921.0,11.0,15.0,20.0,36.0,0.0,7.8,70.5,36.5,215.0
1921.0,12.0,18.0,15.0,29.0,0.0,7.6,-71.0,-2.5,650.0
1922.0,1.0,6.0,14.0,11.0,2.0,7.2,-73.0,-16.5,33.0
1922.0,1.0,16.0,22.0,50.0,24.0,7.6,-71.0,2.5,600.0
1922.0,1.0,17.0,3.0,50.0,33.0,7.6,-71.0,-2.5,650.0
1922.0,1.0,19.0,21.0,58.0,58.5,6.9,143.53,-7.111,15.0
1922.0,1.0,27.0,6.0,50.0,40.0,5.1,-47.04,-22.17,15.0
1922.0,1.0,31.0,13.0,17.0,0.0,7.6,-125.5,41.0,
1922.0,2.0,16.0,3.0,14.0,48.0,6.4,-70.85,11.7,
1922.0,2.0,27.0,20.0,39.0,50.0,6.3,124.1,10.2,
1922.0,3.0,1.0,9.0,10.0,23.0,6.0,123.25,9.0,
1922.0,3.0,24.0,12.0,22.0,0.0,6.0,20.4,44.4,12.0
1922.0,8.0,25.0,11.0,47.0,49.0,5.1,1.3,36.3,
1922.0,9.0,1.0,19.0,16.0,6.0,7.6,122.0,24.5,
1922.0,10.0,11.0,14.0,49.0,50.0,7.4,-72.5,-16.0,
1922.0,10.0,24.0,21.0,21.0,0.0,7.5,151.8,47.0,90.0
1922.0,11.0,11.0,4.0,32.0,51.0,8.5,-69.852,-28.293,70.0
1922.0,12.0,6.0,13.0,55.0,0.0,7.5,70.5,36.5,230.0
1922.0,12.0,25.0,3.0,33.0,10.0,6.3,173.0,-43.0,
1923.0,1.0,22.0,9.0,4.0,21.3,7.1,-125.034,40.482,15.0
1923.0,2.0,3.0,16.0,1.0,50.0,8.4,160.472,54.486,15.0
1923.0,2.0,4.0,,,0.0,5.5,57.3,37.6,10.0
1923.0,2.0,15.0,,,,6.1,109.0,10.1,17.0
1923.0,2.0,24.0,0.0,25.0,0.0,6.8,-78.3,-0.4,
1923.0,2.0,24.0,7.0,34.0,0.0,7.7,162.4,55.0,20.0
1923.0,3.0,2.0,16.0,48.0,52.0,7.2,124.0,6.5,22.0
1923.0,3.0,24.0,12.0,40.0,6.0,7.3,101.0,31.5,13.0
1923.0,4.0,13.0,15.0,31.0,2.0,7.2,162.5,56.5,20.0
1923.0,5.0,4.0,22.0,26.0,45.0,7.0,-71.75,-28.75,60.0
1923.0,5.0,25.0,22.0,21.0,37.0,6.0,56.1,31.308,15.0
1923.0,7.0,18.0,2.0,24.0,19.0,5.5,125.0,9.3,
1923.0,9.0,1.0,2.0,58.0,37.0,7.9,139.5,35.1,35.0
1923.0,9.0,2.0,2.0,46.0,40.0,7.7,140.2,34.9,20.0
1923.0,9.0,9.0,22.0,3.0,46.7,6.9,90.752,24.969,15.0
1923.0,9.0,17.0,7.0,9.0,7.0,6.4,57.7,37.2,
1923.0,9.0,22.0,20.0,47.0,43.0,6.7,56.839,29.222,15.0
1923.0,10.0,7.0,3.0,29.0,34.0,7.5,128.75,-1.75,
1923.0,11.0,2.0,21.0,8.0,11.5,7.1,154.232,-4.653,145.0
1923.0,11.0,4.0,0.0,4.0,47.8,7.1,153.107,-4.539,149.0
1923.0,12.0,14.0,10.0,31.0,,6.2,-77.78,0.87,10.0
1923.0,12.0,22.0,9.0,55.0,35.0,5.9,-73.36,4.64,15.0
1924.0,3.0,3.0,8.0,1.0,0.0,6.9,-78.6,-1.6,
1924.0,3.0,4.0,10.0,7.0,52.2,6.7,-84.515,9.587,25.0
1924.0,3.0,15.0,10.0,31.0,24.1,6.8,142.436,49.179,15.0
1924.0,3.0,16.0,,,0.0,5.6,5.2,35.1,
1924.0,4.0,14.0,16.0,20.0,23.0,8.3,126.5,6.5,33.0
1924.0,5.0,6.0,16.0,9.0,20.0,6.5,118.0,16.0,
1924.0,5.0,13.0,1.0,52.0,33.0,5.3,42.8,39.7,
1924.0,6.0,26.0,1.0,37.0,34.0,7.8,157.5,-56.0,
1924.0,6.0,30.0,15.0,44.0,25.8,7.6,147.416,44.737,120.0
1924.0,7.0,3.0,4.0,40.0,10.0,7.3,83.8,36.8,33.0
1924.0,7.0,24.0,4.0,55.0,0.0,7.5,159.0,-49.5,50.0
1924.0,8.0,30.0,3.0,4.0,57.0,7.3,126.5,8.5,33.0
1924.0,9.0,13.0,14.0,34.0,5.0,6.8,42.0,40.0,
1925.0,1.0,9.0,17.0,38.0,24.0,5.8,42.8,41.2,
1925.0,2.0,23.0,23.0,54.0,0.0,6.8,-146.0,60.0,
1925.0,3.0,16.0,14.0,42.0,12.0,7.0,100.4,25.7,26.0
1925.0,3.0,22.0,8.0,41.0,0.0,7.6,168.5,-18.5,50.0
1925.0,5.0,5.0,10.0,6.0,6.0,6.8,122.7,9.3,33.0
1925.0,5.0,15.0,11.0,56.0,57.0,7.1,-71.5,-26.0,50.0
1925.0,5.0,23.0,2.0,9.0,45.0,6.8,134.75,35.75,
1925.0,5.0,25.0,3.0,43.0,6.0,6.3,122.1,12.2,10.0
1925.0,6.0,28.0,1.0,21.0,5.0,6.7,-111.24,46.4,25.0
1925.0,6.0,29.0,14.0,42.0,26.2,6.8,-120.196,34.418,10.0
1925.0,8.0,7.0,6.0,46.0,37.0,5.9,30.5,38.0,
1925.0,10.0,5.0,1.0,9.0,0.0,6.7,-85.2,12.2,135.0
1925.0,10.0,13.0,17.0,40.0,0.0,7.5,-42.0,11.0,60.0
1925.0,10.0,14.0,17.0,5.0,18.0,5.8,100.0,27.0,
1925.0,11.0,13.0,12.0,14.0,45.0,7.3,125.0,13.0,22.0
1925.0,11.0,16.0,11.0,54.0,54.0,7.0,-107.0,18.5,80.0
1925.0,12.0,14.0,,,0.0,5.5,58.1,34.6,
1925.0,12.0,18.0,5.0,53.0,0.0,5.5,51.2,28.5,
1926.0,1.0,25.0,0.0,36.0,25.1,7.5,159.215,-10.061,15.0
1926.0,4.0,12.0,8.0,32.0,0.0,7.5,161.0,-10.0,60.0
1926.0,6.0,26.0,19.0,46.0,34.1,7.0,26.935,36.794,
1926.0,6.0,28.0,3.0,23.0,25.0,5.8,100.6,-0.7,
1926.0,6.0,29.0,14.0,27.0,0.0,7.5,127.0,27.0,130.0
1926.0,8.0,17.0,1.0,42.0,,5.3,14.833,38.567,100.0
1926.0,8.0,31.0,10.0,40.0,9.7,5.8,-28.59,37.973,10.0
1926.0,9.0,16.0,17.0,59.0,15.0,6.9,159.519,-9.674,35.0
1926.0,10.0,3.0,19.0,38.0,0.0,7.9,161.0,-49.0,50.0
1926.0,10.0,22.0,19.0,59.0,38.8,5.9,43.771,40.942,15.0
1926.0,10.0,26.0,3.0,44.0,41.0,7.9,138.5,-3.5,
1926.0,11.0,5.0,7.0,55.0,0.0,7.0,-85.8,12.3,135.0
1926.0,11.0,22.0,,,,5.5,100.3,25.6,
1926.0,12.0,9.0,22.0,38.0,48.0,6.0,-71.0,-28.0,33.0
1926.0,12.0,17.0,6.0,31.0,5.0,5.8,19.5,41.0,
1927.0,1.0,1.0,8.0,16.0,0.0,5.8,-115.5,32.5,
1927.0,3.0,7.0,9.0,27.0,,7.3,135.1,35.6,10.0
1927.0,3.0,14.0,17.0,37.0,39.0,6.0,103.0,26.0,
1927.0,3.0,20.0,,,,5.0,102.0,24.1,
1927.0,5.0,15.0,2.0,47.0,0.0,5.9,20.5,44.1,12.0
1927.0,5.0,22.0,22.0,32.0,42.0,7.6,102.0,36.75,27.0
1927.0,6.0,26.0,11.0,20.0,48.0,6.0,34.4,44.4,27.0
1927.0,7.0,1.0,8.0,19.0,4.0,7.3,22.75,36.75,120.0
1927.0,7.0,11.0,13.0,4.0,,6.3,35.5,32.0,33.0
1927.0,8.0,5.0,21.0,13.0,1.1,6.9,142.0,37.9,10.0
1927.0,8.0,18.0,19.0,28.0,,6.9,142.0,34.2,20.0
1927.0,8.0,24.0,18.0,9.0,0.0,6.8,120.5,23.0,
1927.0,9.0,11.0,22.0,15.0,48.0,6.8,34.5,44.4,17.0
1927.0,9.0,16.0,8.0,21.0,,4.9,34.0,44.3,27.0
1927.0,9.0,24.0,6.0,18.0,58.0,5.7,34.3,44.4,23.0
1927.0,10.0,24.0,15.0,59.0,44.8,7.1,-136.07,57.69,0.0
1927.0,11.0,4.0,13.0,50.0,43.0,7.3,-120.774,34.813,10.0
1927.0,11.0,21.0,23.0,12.0,25.0,7.1,-73.0,-44.6,33.0
1927.0,11.0,24.0,,,,5.5,102.5,25.2,
1927.0,12.0,1.0,4.0,37.0,27.0,6.3,119.7,-0.7,
1927.0,12.0,28.0,18.0,20.0,34.2,7.5,160.039,55.663,35.0
1928.0,1.0,6.0,19.0,31.0,58.5,6.9,35.628,0.278,
1928.0,2.0,9.0,,,,5.8,-125.0,49.0,33.0
1928.0,2.0,10.0,4.0,39.0,0.0,7.7,-97.6,17.8,100.0
1928.0,3.0,7.0,10.0,55.0,0.0,6.0,16.0,38.8,
1928.0,3.0,8.0,18.0,13.0,0.0,5.0,60.0,31.6,
1928.0,3.0,9.0,18.0,5.0,27.0,8.1,88.5,-2.5,33.0
1928.0,3.0,16.0,5.0,1.0,0.0,7.5,170.5,-22.0,60.0
1928.0,3.0,22.0,4.0,17.0,,7.7,-96.1,15.67,60.0
1928.0,3.0,27.0,8.0,32.0,28.0,5.8,13.0,46.4,33.0
1928.0,3.0,31.0,0.0,29.0,47.0,6.5,27.4,38.1,
1928.0,4.0,9.0,17.0,34.0,15.0,6.9,-69.5,-13.0,30.0
1928.0,4.0,14.0,8.0,59.0,43.0,6.8,25.3,42.2,7.0
1928.0,4.0,16.0,21.0,26.0,15.0,7.8,-97.1,17.75,
1928.0,4.0,18.0,19.0,22.0,40.0,7.0,25.0,42.1,10.0
1928.0,4.0,22.0,20.0,13.0,46.0,6.0,23.0,38.0,29.0
1928.0,4.0,24.0,11.0,14.0,48.0,5.0,23.5,38.0,
1928.0,4.0,25.0,0.0,31.0,18.0,5.2,23.0,38.0,
1928.0,4.0,27.0,20.0,34.0,58.0,6.8,-69.5,-13.0,
1928.0,5.0,3.0,1.0,25.0,13.0,4.3,26.8,40.8,
1928.0,5.0,14.0,22.0,14.0,48.3,7.3,-78.665,-5.435,
1928.0,6.0,15.0,6.0,12.0,36.0,7.0,120.9,12.4,33.0
1928.0,6.0,17.0,3.0,19.0,33.1,7.7,-97.036,16.028,35.0
1928.0,7.0,18.0,19.0,5.0,,7.0,-79.0,-5.5,70.0
1928.0,7.0,19.0,20.0,13.0,50.0,5.8,120.5,31.5,
1928.0,8.0,21.0,19.0,2.0,17.9,5.6,59.044,36.893,15.0
1928.0,10.0,9.0,3.0,1.0,8.0,7.6,-97.0,16.0,60.0
1928.0,11.0,20.0,20.0,35.0,7.0,7.1,-70.5,-22.5,33.0
1928.0,12.0,1.0,4.0,6.0,12.0,7.6,-72.0,-35.0,25.0
1928.0,12.0,19.0,11.0,37.0,10.0,7.3,124.0,7.0,
1929.0,1.0,13.0,0.0,3.0,0.0,7.7,154.8,49.8,140.0
1929.0,1.0,13.0,18.0,44.0,39.0,6.0,111.6,40.7,
1929.0,1.0,17.0,11.0,52.0,0.0,6.9,-64.2,10.5,
1929.0,1.0,19.0,11.0,19.0,,5.5,98.0,25.5,
1929.0,2.0,1.0,17.0,14.0,0.0,7.1,70.5,36.5,220.0
1929.0,3.0,7.0,1.0,34.0,0.0,7.8,-170.0,51.0,50.0
1929.0,5.0,1.0,15.0,37.0,35.6,7.2,57.705,38.09,10.0
1929.0,5.0,18.0,6.0,37.0,0.0,6.5,37.9,40.2,10.0
1929.0,5.0,21.0,16.0,35.0,,6.8,132.2,31.7,30.0
1929.0,5.0,26.0,22.0,39.0,54.0,7.0,-131.0,51.0,33.0
1929.0,6.0,13.0,9.0,24.0,34.0,7.2,127.0,8.5,
1929.0,6.0,16.0,22.0,47.0,32.0,7.5,172.25,-41.75,
1929.0,6.0,27.0,12.0,47.0,13.9,8.1,-29.345,-55.373,15.0
1929.0,7.0,13.0,7.0,36.0,43.6,5.9,58.404,37.866,15.0
1929.0,7.0,15.0,7.0,44.0,0.0,6.2,49.7,32.2,65.0
1929.0,7.0,23.0,18.0,42.0,0.0,6.3,-21.7,63.9,33.0
1929.0,10.0,19.0,10.0,12.0,0.0,7.5,-69.0,-23.0,100.0
1929.0,11.0,18.0,20.0,31.0,59.7,7.2,-56.03,44.426,10.0
1929.0,12.0,17.0,10.0,58.0,0.0,7.8,171.5,52.5,25.0
1930.0,1.0,3.0,,,,5.5,119.4,32.2,
1930.0,1.0,28.0,6.0,25.0,0.0,5.6,20.5,40.4,33.0
1930.0,2.0,14.0,18.0,38.0,0.0,6.7,24.8,35.8,130.0
1930.0,5.0,5.0,13.0,45.0,58.0,7.3,96.5,17.3,
1930.0,5.0,6.0,22.0,34.0,26.8,7.1,44.797,38.094,15.0
1930.0,5.0,14.0,19.0,48.0,22.0,6.0,103.0,26.8,
1930.0,6.0,19.0,13.0,7.0,27.0,6.0,105.3,-5.6,33.0
1930.0,7.0,2.0,21.0,3.0,42.0,7.1,90.0,25.5,
1930.0,7.0,5.0,23.0,12.0,0.0,5.6,-4.5,37.8,
1930.0,7.0,19.0,15.0,20.0,12.0,6.5,114.3,-9.3,100.0
1930.0,7.0,23.0,0.0,9.0,,6.5,15.4,41.1,7.0
1930.0,8.0,24.0,10.0,51.0,16.0,5.5,100.0,30.0,
1930.0,8.0,31.0,0.0,40.0,38.0,5.2,-118.643,34.03,15.0
1930.0,9.0,21.0,23.0,4.0,14.0,6.5,98.4,25.8,
1930.0,9.0,22.0,,,0.0,6.3,68.5,38.4,
1930.0,9.0,30.0,21.0,20.0,54.1,6.6,145.46,-4.423,35.0
1930.0,10.0,2.0,,,0.0,5.0,52.1,35.8,
1930.0,10.0,30.0,7.0,13.0,10.1,6.0,13.483,43.89,15.0
1930.0,11.0,21.0,2.0,0.0,25.0,6.0,19.5,40.5,12.0
1930.0,11.0,25.0,19.0,2.0,47.0,7.1,139.0,35.0,19.0
1930.0,12.0,2.0,13.0,29.0,0.0,5.0,19.6,40.3,4.0
1930.0,12.0,3.0,18.0,51.0,51.0,7.3,96.4,18.2,
1930.0,12.0,8.0,8.0,1.0,5.0,6.3,120.6,23.2,
1930.0,12.0,22.0,4.0,19.0,50.0,5.5,120.6,23.2,
1930.0,12.0,23.0,21.0,35.0,36.0,6.5,144.3,-1.3,33.0
1930.0,12.0,24.0,6.0,2.0,50.0,6.0,-66.3,-24.7,30.0
1930.0,12.0,29.0,8.0,26.0,24.0,6.0,-71.0,-28.5,
1931.0,1.0,4.0,,,0.0,5.3,23.0,38.0,
1931.0,1.0,15.0,1.0,50.0,0.0,7.9,-96.8,16.1,50.0
1931.0,1.0,27.0,20.0,9.0,0.0,7.6,96.8,25.6,60.0
1931.0,1.0,28.0,5.0,55.0,0.0,5.8,20.8,40.6,33.0
1931.0,2.0,2.0,22.0,46.0,51.3,7.7,176.025,-39.772,35.0
1931.0,2.0,13.0,1.0,27.0,16.0,7.1,177.0,-39.5,
1931.0,3.0,8.0,1.0,50.0,24.0,6.9,22.5,41.0,120.0
1931.0,3.0,9.0,3.0,48.0,0.0,7.7,142.5,40.5,60.0
1931.0,3.0,18.0,8.0,2.0,23.0,7.1,-72.0,-32.5,33.0
1931.0,3.0,19.0,6.0,26.0,0.0,6.9,120.2,18.3,
1931.0,3.0,31.0,16.0,2.0,0.0,5.6,-85.7,13.2,
1931.0,4.0,27.0,16.0,50.0,0.0,6.3,46.0,39.2,22.0
1931.0,6.0,7.0,0.0,25.0,21.0,6.0,1.067,54.0,70.0
1931.0,8.0,7.0,2.0,11.0,44.2,7.0,142.077,-3.417,35.0
1931.0,8.0,10.0,21.0,18.0,43.0,8.0,89.8,47.1,25.0
1931.0,8.0,27.0,15.0,27.0,0.0,7.4,67.3,29.8,60.0
1931.0,9.0,21.0,2.0,20.0,0.0,7.0,139.2,36.1,20.0
1931.0,9.0,25.0,5.0,59.0,44.0,7.4,102.75,-5.0,
1931.0,10.0,3.0,19.0,13.0,20.8,7.8,161.016,-10.932,35.0
1931.0,10.0,10.0,0.0,20.0,1.6,7.7,161.194,-9.968,50.0
1931.0,11.0,2.0,10.0,2.0,0.0,7.5,131.5,32.0,60.0
1932.0,1.0,20.0,2.0,30.0,0.0,6.8,-77.5,-12.0,100.0
1932.0,2.0,3.0,6.0,16.0,2.0,6.7,-75.691,19.706,25.0
1932.0,3.0,6.0,,,,6.0,101.8,30.1,
1932.0,3.0,8.0,18.0,1.0,0.0,6.2,179.6,-17.5,
1932.0,4.0,6.0,9.0,11.0,18.0,6.0,115.0,31.4,15.0
1932.0,5.0,14.0,13.0,11.0,0.0,7.4,126.0,0.5,
1932.0,5.0,20.0,19.0,16.0,0.0,5.4,53.4,36.6,12.0
1932.0,5.0,21.0,10.0,10.0,0.0,7.6,-87.5,12.0,90.0
1932.0,5.0,26.0,16.0,9.0,0.0,7.9,179.2,-25.5,600.0
1932.0,6.0,3.0,10.0,36.0,58.9,8.1,-103.919,19.623,35.0
1932.0,6.0,6.0,8.0,44.0,26.3,6.5,-124.287,40.729,15.0
1932.0,6.0,18.0,10.0,12.0,33.3,7.8,-103.631,19.081,15.0
1932.0,6.0,22.0,12.0,59.0,30.6,7.7,-104.383,19.242,25.0
1932.0,8.0,14.0,4.0,39.0,32.0,7.0,95.5,26.0,120.0
1932.0,9.0,15.0,13.0,54.0,54.0,6.8,177.5,-39.0,
1932.0,9.0,26.0,19.0,20.0,42.0,6.9,23.9,40.5,35.0
1932.0,9.0,29.0,3.0,57.0,0.0,6.2,23.8,40.5,
1932.0,11.0,2.0,,,0.0,7.5,-131.5,-32.0,
1932.0,12.0,20.0,,,0.0,7.2,-117.8,38.7,
1932.0,12.0,25.0,2.0,4.0,7.0,7.6,96.7,39.7,
1932.0,,,,,,5.0,102.2,31.8,
1933.0,2.0,23.0,8.0,9.0,12.0,7.6,-71.0,-20.0,40.0
1933.0,3.0,2.0,17.0,31.0,0.0,8.4,144.59,39.209,15.0
1933.0,3.0,11.0,1.0,54.0,7.8,6.3,-117.97,33.62,16.0
1933.0,4.0,23.0,5.0,57.0,35.0,6.4,27.299,36.759,15.0
1933.0,5.0,21.0,10.0,10.0,0.0,6.9,-87.5,12.0,90.0
1933.0,6.0,24.0,21.0,54.0,48.8,7.5,104.528,-5.151,20.0
1933.0,6.0,25.0,5.0,43.0,22.0,5.8,104.501,-5.007,20.0
