Year,Month,Day,Hour,Minute,Second,Magnitude,Longitude,Latitude,Depth
1838,1.0,23.0,18.0,36.0,,7.5,26.6,45.7,150.0
1838,6.0,,,,,6.8,-122.23,37.27,
1839,1.0,11.0,5.0,55.0,,7.8,-60.5,14.5,
1839,3.0,23.0,,,,8.0,96.0,21.9,
1839,5.0,1.0,14.0,,,7.3,145.0,42.5,
1840,1.0,4.0,6.0,15.0,,7.0,110.5,-8.0,
1840,2.0,13.0,16.0,30.0,,7.0,127.33,0.8,
1840,2.0,18.0,,,,7.1,-86.0,10.5,35.0
1840,7.0,2.0,16.0,,,7.4,44.1,39.6,24.0
1841,5.0,17.0,21.0,,,8.4,159.5,52.5,30.0
1842,2.0,19.0,11.0,20.0,,7.6,71.0,34.7,
1842,5.0,7.0,17.0,14.0,,7.6,-72.817,20.1,
1842,6.0,11.0,,,,7.0,93.1,43.5,
1842,9.0,16.0,4.0,30.0,,7.3,98.6,32.1,
1842,11.0,11.0,21.0,38.0,,6.7,90.0,24.0,
1843,1.0,5.0,21.0,30.0,,7.5,97.8,1.2,
1843,2.0,8.0,,,,7.8,-61.49,16.34,
1843,4.0,25.0,,,,8.2,149.7,44.7,40.0
1843,7.0,8.0,4.0,45.0,,7.6,176.2,-39.6,
1844,5.0,,,,,7.1,-84.8,11.2,130.0
1844,4.0,16.0,9.0,20.0,,6.57,-66.6,18.8,
1844,8.0,30.0,3.0,10.0,,7.0,-60.717,12.083,
1844,9.0,18.0,23.0,,,6.5,-64.7,-24.8,30.0
1845,2.0,7.0,19.0,30.0,,7.0,122.6,2.6,
1845,2.0,12.0,,,,6.5,39.0,12.5,
1845,4.0,7.0,,,,8.3,-100.0,16.8,
1845,8.0,6.0,,,,7.1,90.89,26.09,15.0
1846,1.0,25.0,1.0,,,7.2,127.2,1.4,
1846,3.0,28.0,17.0,,,7.2,25.0,35.8,90.0
1846,8.0,4.0,,,,7.0,122.0,33.5,
1847,5.0,8.0,21.0,,,7.4,138.2,36.7,
1847,6.0,21.0,,,,7.5,152.0,46.0,40.0
1847,10.0,8.0,15.0,30.0,,7.0,-71.18,-31.61,
1847,10.0,31.0,8.0,30.0,,7.5,93.0,6.9,
1847,11.0,16.0,3.0,18.0,,7.0,108.3,-6.9,
1848,10.0,15.0,14.0,10.0,,7.5,173.7,-41.8,
1848,12.0,3.0,,,,6.75,120.5,24.1,
1849,1.0,25.0,5.0,10.0,,7.5,143.0,14.0,
1849,10.0,27.0,,,,7.4,-86.8,13.0,60.0
1849,10.0,28.0,9.0,,,7.5,166.0,55.0,20.0
1849,12.0,17.0,10.0,,,7.5,-71.37,-29.95,
1850,1.0,,,,,6.0,31.6,4.2,
1850,9.0,12.0,,,,7.5,102.4,27.7,
1850,12.0,6.0,10.0,52.0,,7.25,-70.22,-33.81,
1851,4.0,2.0,10.0,48.0,,7.5,-71.42,-33.32,
1851,5.0,26.0,17.0,10.0,,7.5,-70.35,-27.35,
1852,1.0,1.0,,,,7.3,-119.5,39.5,0.0
1852,1.0,9.0,11.0,9.0,,7.0,105.5,-6.5,
1852,7.0,7.0,6.0,30.0,,7.5,-78.517,19.383,
1852,8.0,20.0,8.0,36.0,,7.3,-76.15,19.65,
1852,9.0,16.0,10.0,30.0,,7.6,120.05,14.3,
1852,11.0,11.0,,,,7.3,97.7,1.1,
1852,11.0,25.0,23.0,50.0,,8.3,129.5,-4.3,
1852,11.0,26.0,15.0,15.0,,6.5,-75.833,19.833,
1852,12.0,16.0,,,,6.5,121.5,34.5,
1852,12.0,24.0,6.0,15.0,,7.0,130.5,-5.0,
1853,2.0,9.0,,,,6.8,-91.5,14.833,
1853,3.0,11.0,,,,7.0,139.15,35.31,
1853,4.0,14.0,,,,6.5,121.5,33.5,
1853,7.0,15.0,,,,6.7,-63.6,12.1,14.0
1853,9.0,8.0,,,,7.1,-85.5,10.0,40.0
1853,11.0,,,,,7.0,154.0,47.0,40.0
1854,2.0,15.0,3.0,,,6.3,39.0,12.8,
1854,4.0,16.0,,,,6.6,-89.14,13.68,5.0
1854,6.0,27.0,,,,7.0,158.0,50.5,40.0
1854,7.0,9.0,2.0,,,7.3,136.0,34.75,
1854,8.0,5.0,,,,7.0,-83.0,8.5,33.0
1854,12.0,23.0,9.0,,,8.4,137.8,34.0,
1854,12.0,24.0,16.0,,,8.4,135.0,33.0,
1854,12.0,26.0,10.0,,,7.4,132.0,33.3,
1855,1.0,23.0,9.0,32.0,,8.2,175.2,-41.2,33.0
1855,2.0,28.0,1.0,30.0,,7.02,29.067,40.183,
1855,3.0,11.0,18.0,55.0,,6.5,-17.5,2.0,
1855,4.0,25.0,,,,7.0,127.8,0.8,
1855,7.0,14.0,8.0,,,7.0,127.7,0.7,
1855,9.0,13.0,,,,7.3,142.0,38.1,
1855,9.0,25.0,,,,6.5,-86.0,16.02,
1855,11.0,7.0,18.0,,,7.3,137.75,34.5,
1855,11.0,11.0,,,,7.4,139.8,35.5,
1856,8.0,4.0,,,,7.0,-86.75,16.75,5.0
1856,8.0,23.0,12.0,,,7.7,142.3,41.0,
1856,10.0,12.0,2.0,45.0,,7.7,25.8,35.6,
1857,1.0,9.0,16.0,24.0,,7.9,-120.8,36.2,0.0
1857,5.0,13.0,2.0,30.0,,7.0,115.5,-8.0,
1857,10.0,12.0,8.0,,,7.3,132.5,34.0,
1857,12.0,16.0,21.0,15.0,,7.02,15.842,40.352,
1858,4.0,9.0,2.0,,,7.1,137.2,36.4,
1858,6.0,19.0,,,,7.5,-103.0,19.0,
1858,7.0,8.0,20.0,,,7.3,142.0,40.7,
1858,8.0,24.0,15.0,30.0,,7.6,95.1,19.1,
1858,11.0,13.0,8.0,,,7.4,126.0,1.0,
1859,3.0,22.0,,,,7.2,-78.75,0.02,
1859,6.0,28.0,12.0,30.0,,7.0,126.5,1.0,
1859,7.0,29.0,5.0,30.0,,7.2,125.5,0.0,
1859,8.0,25.0,,,,7.1,-87.75,13.25,
1859,10.0,5.0,12.0,,,7.5,-70.35,-27.35,
1859,12.0,8.0,,,,7.3,-89.0,13.833,
1860,1.0,19.0,,,,7.1,-90.75,14.667,
1860,10.0,23.0,,,,6.57,-67.15,18.217,
1860,12.0,3.0,,,,7.1,-89.25,13.75,
1861,2.0,16.0,12.0,10.0,,8.5,97.4,0.9,
1861,3.0,9.0,13.0,,,7.0,98.3,-1.2,
1861,3.0,20.0,23.0,,,7.0,-68.9,-32.9,30.0
1861,4.0,7.0,9.0,20.0,,7.0,98.3,-1.3,
1861,4.0,25.0,23.0,,,7.5,97.5,0.0,
1861,8.0,23.0,,,,6.7,-90.0,14.083,
1861,9.0,25.0,6.0,30.0,,7.0,98.0,-0.9,
1861,10.0,21.0,4.0,,,7.3,142.0,38.5,
1862,1.0,12.0,7.0,19.0,,7.5,106.7,52.3,40.0
1862,6.0,21.0,5.0,30.0,,7.0,24.4,36.9,150.0
1862,7.0,10.0,8.0,15.0,,6.8,-0.25,5.5,
1862,12.0,19.0,,,,8.1,-89.583,13.833,
1863,2.0,22.0,13.0,5.0,,7.5,176.5,-40.0,
1863,4.0,22.0,21.0,30.0,,7.5,27.6,36.4,90.0
1863,8.0,17.0,,,,7.5,168.5,-19.0,
1863,12.0,9.0,,,,7.3,-85.5,10.0,40.0
1864,5.0,22.0,16.0,30.0,,7.8,135.0,-3.0,
1864,6.0,14.0,,,,7.11,25.401,40.58,
1864,10.0,3.0,,,,7.4,-97.0,19.0,
1865,12.0,,,,,7.3,-86.0,12.0,10.0
1865,7.0,16.0,19.0,27.0,,7.0,110.3,-7.0,
1865,11.0,18.0,,,,8.0,-173.5,-19.5,
1865,12.0,15.0,,,,6.8,91.05,22.3,15.0
1866,5.0,12.0,18.0,,,7.2,41.0,39.2,
1866,5.0,23.0,,,,7.4,85.26,27.12,15.0
1866,9.0,6.0,,,,7.0,159.5,52.5,30.0
1867,1.0,2.0,7.0,13.0,56.0,7.3,2.833,36.466,
1867,2.0,4.0,4.0,19.0,,7.15,20.424,38.233,
1867,6.0,9.0,21.0,15.0,,8.0,111.6,-8.7,
1867,6.0,30.0,,,,7.1,-89.083,13.667,
1867,11.0,14.0,,,,7.3,-86.68,12.48,3.0
1867,11.0,18.0,14.0,45.0,,7.5,-65.133,18.1,
1867,12.0,18.0,,,,7.0,121.8,25.3,
1868,3.0,29.0,0.0,15.0,,7.0,-155.5,19.0,
1868,4.0,3.0,,,,7.5,-155.5,19.0,
1868,8.0,13.0,20.0,45.0,,8.5,-70.35,-18.5,
1868,8.0,15.0,,,,6.6,-77.92,0.7,
1868,8.0,16.0,,,,7.27,-78.43,0.38,
1868,10.0,18.0,12.0,35.0,,7.2,173.0,-40.2,
1868,10.0,21.0,15.0,53.0,,6.8,-122.1,37.7,
1869,1.0,10.0,17.0,,,7.3,93.0,25.5,
1869,8.0,24.0,16.0,30.0,,7.5,-70.23,-19.6,
1870,4.0,11.0,,,,7.25,99.1,30.0,
1870,6.0,12.0,,,,7.2,-90.167,14.167,
1870,10.0,20.0,16.0,30.0,,6.55,-70.5,47.4,
1871,2.0,20.0,8.0,42.0,,6.75,-157.0,20.8,15.0
1871,3.0,2.0,12.0,,,7.0,128.0,0.0,
1871,6.0,,,,,7.5,91.5,28.0,
1871,6.0,27.0,,,,7.0,-82.3,7.8,30.0
1871,8.0,18.0,13.0,16.0,,7.6,102.4,-5.3,
1871,10.0,5.0,9.0,,,7.0,-70.17,-20.2,
1871,11.0,5.0,0.0,45.0,,7.3,126.9,8.9,
1871,12.0,8.0,9.0,30.0,,7.0,123.75,7.3,
1871,12.0,19.0,11.0,,,7.2,126.9,8.5,
1871,12.0,23.0,18.0,,,7.1,58.4,37.4,
1872,3.0,14.0,17.0,,,7.1,132.1,35.15,
1872,3.0,26.0,,,,7.45,-118.1,36.65,
1872,3.0,26.0,14.0,6.0,,6.8,-118.2,36.9,0.0
1872,4.0,3.0,7.0,40.0,,7.2,36.5,36.4,
1872,4.0,11.0,19.0,,,6.8,-118.5,37.5,0.0
1872,12.0,15.0,5.0,37.0,,6.8,-119.9,47.76,
1873,,,,,,8.0,146.0,-5.5,
1873,2.0,22.0,,,,7.0,-89.0,13.6,100.0
1873,3.0,4.0,22.0,30.0,,7.3,-88.7,13.7,100.0
1873,3.0,19.0,,,,7.1,-89.167,13.667,
1873,11.0,23.0,5.0,,,7.3,-124.2,42.2,
1873,12.0,15.0,,,,6.0,127.5,-26.25,
1874,5.0,3.0,7.0,,,7.1,39.5,38.5,
1874,9.0,3.0,,,,7.1,-90.833,14.667,
1874,11.0,16.0,,,,7.0,27.9,36.5,
1875,,,,,,7.0,147.0,-6.0,
1875,2.0,11.0,,,,7.1,-104.0,21.0,
1875,3.0,27.0,22.0,30.0,,7.8,111.5,-9.8,
1875,3.0,28.0,12.0,,,8.0,168.5,-20.0,
1875,5.0,10.0,,,,7.0,168.0,-18.5,
1875,5.0,18.0,,,,7.41,-72.6,7.95,
1875,10.0,24.0,22.0,50.0,,7.0,108.3,-6.9,
1875,11.0,2.0,,,,6.0,38.5,16.0,
1876,7.0,25.0,20.0,,,7.2,126.4,10.1,
1877,5.0,10.0,2.0,16.0,,8.0,-70.23,-19.6,
1878,1.0,10.0,,,,7.5,168.5,-19.0,
1878,1.0,23.0,,,,7.9,-77.0,-20.05,40.0
1878,2.0,11.0,,,,8.0,168.5,-19.0,
1878,3.0,2.0,12.0,30.0,,6.7,73.2,34.0,
1878,5.0,9.0,4.0,25.0,,7.0,-125.2,40.4,
1878,10.0,11.0,5.0,50.0,,6.3,-15.0,2.5,
1879,2.0,2.0,10.0,30.0,,7.0,-70.67,-53.0,
1879,5.0,29.0,,,,7.0,-82.9,8.0,10.0
1879,7.0,1.0,,,,8.0,104.7,33.2,
1880,7.0,18.0,4.0,40.0,,7.6,121.55,14.9,
1880,8.0,15.0,12.0,48.0,,7.5,-71.18,-31.62,
1881,4.0,29.0,,,,7.3,-86.3,11.5,130.0
1881,10.0,25.0,21.0,22.0,,7.0,147.3,43.3,
1881,12.0,31.0,1.0,49.0,,7.9,92.43,8.52,15.0
1881,12.0,31.0,,,,7.0,92.55,10.8,
1882,3.0,3.0,,,,7.0,-84.25,8.72,20.0
1882,7.0,19.0,,,,6.7,-98.0,18.0,
1882,9.0,7.0,,,,7.9,-79.0,10.0,20.0
1882,10.0,10.0,,,,7.5,129.9,-4.5,
1883,8.0,,,,,6.0,9.5,30.2,
1883,10.0,,,,,7.0,81.2,30.2,
1884,2.0,10.0,5.0,,,6.9,42.5,37.5,
1884,7.0,20.0,9.0,30.0,,6.2,39.6,15.7,
1885,2.0,22.0,7.0,30.0,,7.2,127.1,7.9,
1885,4.0,29.0,21.0,53.0,,7.2,127.5,-2.5,
1885,5.0,29.0,2.0,45.0,,6.3,74.6,34.1,
1885,7.0,23.0,2.0,45.0,,7.0,123.1,8.85,
1885,10.0,10.0,,,,7.0,-86.75,12.25,60.0
1886,8.0,27.0,,,,7.16,21.467,36.988,
1886,9.0,1.0,2.0,51.0,,6.9,-80.2,33.0,
1887,2.0,2.0,15.0,,,7.3,122.05,11.45,
1887,5.0,3.0,9.0,,,7.5,-109.25,30.8,
1887,5.0,14.0,7.0,30.0,,7.0,24.617,40.209,
1887,6.0,8.0,23.0,35.0,,7.3,76.8,43.1,20.0
1887,7.0,17.0,7.0,45.0,,7.2,25.8,35.7,100.0
1887,9.0,23.0,6.0,55.0,,6.7,-73.733,19.95,
1887,11.0,29.0,13.0,30.0,,6.7,0.0,35.583,
1887,12.0,16.0,,,,7.0,102.5,23.7,
1888,1.0,10.0,13.0,,,6.5,-62.2,11.3,0.0
1888,6.0,13.0,,,,7.5,119.0,38.5,
1888,8.0,31.0,16.0,45.0,,7.0,172.55,-42.6,
1889,1.0,17.0,,,,7.0,-85.8,10.25,30.0
1889,7.0,11.0,22.0,14.0,,8.3,78.7,43.2,40.0
1889,9.0,6.0,,,,8.0,125.6,3.1,
1889,10.0,6.0,3.0,15.0,,7.3,127.0,5.9,
1890,2.0,9.0,,,,7.2,-116.5,34.7,
1890,12.0,12.0,0.0,50.0,,7.0,111.0,-6.4,
1891,1.0,15.0,4.0,,,7.0,1.8,36.5,
1891,6.0,24.0,19.0,42.0,,7.2,126.0,7.6,
1891,9.0,9.0,,,,7.1,-89.167,13.617,
1891,10.0,5.0,,,,7.0,124.0,-9.0,
1891,10.0,28.0,6.0,38.0,,8.0,136.6,35.6,
1892,1.0,26.0,16.0,48.0,,6.1,149.5,-40.3,
1892,2.0,24.0,7.0,20.0,,7.3,-115.65,32.55,0.0
1892,5.0,16.0,11.0,10.0,,7.5,143.0,14.0,
1892,5.0,17.0,13.0,,,7.5,98.0,0.8,
1892,11.0,18.0,,,,7.0,127.75,-3.0,
1893,3.0,2.0,22.0,51.0,,7.1,38.3,38.0,
1893,6.0,4.0,2.0,27.0,,7.7,148.0,43.5,
1893,6.0,21.0,7.0,30.0,,7.3,126.1,7.65,
1893,8.0,17.0,14.0,45.0,,7.1,26.6,45.7,100.0
1893,8.0,29.0,,,,7.0,101.5,30.6,
1893,11.0,17.0,15.0,,,7.0,58.4,37.0,
1894,3.0,22.0,19.0,23.0,,7.9,146.0,42.5,
1894,4.0,28.0,,,,7.56,-71.7,8.7,
1894,6.0,20.0,14.0,4.0,,7.0,139.8,35.7,
1894,8.0,31.0,12.0,20.0,,7.1,26.6,45.7,130.0
1894,10.0,22.0,17.0,35.0,,7.0,139.9,38.9,
1894,10.0,27.0,19.0,30.0,,7.5,-68.4,-30.5,30.0
1895,1.0,18.0,22.0,48.0,,7.2,140.4,36.1,
1895,3.0,6.0,8.0,35.0,,7.5,150.0,-8.5,
1895,7.0,5.0,,,,7.0,75.1,37.7,
1895,7.0,8.0,,,,7.5,54.6,39.5,
1896,1.0,9.0,22.0,17.0,,7.3,141.0,36.5,
1896,3.0,,,,,7.0,98.0,32.5,
1896,3.0,4.0,5.0,5.0,,7.1,76.0,37.0,40.0
1896,4.0,18.0,,,,7.0,126.0,-8.3,
1896,5.0,3.0,13.0,45.0,,7.0,-80.45,-0.51,
1896,6.0,15.0,19.0,32.0,,8.2,144.0,39.5,
1896,8.0,31.0,17.0,6.0,,7.2,140.7,39.5,
1896,9.0,23.0,23.0,20.0,,7.5,71.0,37.0,160.0
1896,11.0,18.0,2.0,6.0,,7.6,146.0,43.5,40.0
1897,2.0,20.0,5.0,50.0,,7.4,141.9,38.1,
1897,5.0,10.0,5.0,26.0,,6.1,139.75,-37.33,
1897,6.0,12.0,11.0,6.0,,8.0,91.0,25.5,
1897,8.0,5.0,9.0,10.0,,7.7,143.3,38.3,
1897,9.0,20.0,16.0,25.0,,7.7,-76.791,-11.913,70.0
1897,9.0,21.0,5.0,12.0,,8.7,122.0,6.0,
1897,10.0,19.0,7.0,52.0,,8.1,125.0,12.4,
1898,4.0,23.0,8.0,37.0,,7.2,142.0,38.6,
1898,4.0,29.0,,,,7.4,-86.0,12.0,100.0
1898,6.0,2.0,21.0,40.0,,7.0,22.6,37.6,90.0
1898,9.0,1.0,18.0,,,7.0,124.7,24.5,
1898,11.0,17.0,12.0,48.0,,7.2,168.5,-16.5,
1899,1.0,14.0,2.0,36.0,,7.0,-110.0,20.0,0.0
1899,1.0,24.0,23.0,43.0,,7.9,-100.5,17.1,0.0
1899,3.0,7.0,9.0,55.0,,7.0,136.1,34.1,
1899,4.0,16.0,,,,7.1,-126.0,41.0,
1899,4.0,17.0,1.0,36.0,,7.1,-167.0,-27.0,
1899,5.0,8.0,3.0,39.0,,7.2,146.0,43.0,40.0
1899,6.0,3.0,4.0,30.0,,7.2,-85.0,0.0,
1899,6.0,14.0,11.0,9.0,,7.3,-77.0,18.0,
1899,7.0,14.0,13.0,32.0,,7.2,-151.71,58.65,
1899,8.0,24.0,15.0,9.0,,7.2,165.0,-27.0,
1899,9.0,4.0,0.0,22.0,,7.9,-143.05,59.43,
1899,9.0,4.0,4.0,40.0,,6.9,-142.0,60.0,
1899,9.0,10.0,17.0,4.0,,7.4,-139.07,58.62,
1899,9.0,10.0,21.0,41.0,,8.0,-139.5,59.39,
1899,9.0,23.0,11.0,4.0,,6.9,-143.0,60.0,
1899,9.0,23.0,12.0,50.0,,7.0,-143.0,59.0,
1899,9.0,29.0,17.0,3.0,,7.4,128.5,-3.0,
1899,10.0,19.0,9.0,16.0,,7.1,148.0,-5.0,
1899,11.0,24.0,9.0,56.0,,7.2,128.0,0.0,
1899,11.0,25.0,3.0,43.0,,7.1,132.0,31.9,
1900,1.0,5.0,19.0,,,7.0,102.0,-3.0,
1900,1.0,11.0,9.0,7.0,,7.0,148.0,-5.0,
1900,1.0,14.0,,,,7.0,106.8,-6.9,
1900,1.0,20.0,6.0,33.0,,7.3,-105.0,20.0,0.0
1900,1.0,31.0,19.0,22.0,,7.5,146.0,48.0,450.0
1900,5.0,12.0,2.0,23.0,,7.0,141.1,38.7,
1900,5.0,16.0,20.0,12.0,,6.9,-105.0,20.0,0.0
1900,6.0,21.0,,,,7.2,-85.5,10.0,50.0
1900,7.0,29.0,6.0,59.0,,7.6,165.0,-10.0,
1900,9.0,17.0,21.0,45.0,,7.1,148.0,-5.0,
1900,10.0,7.0,21.0,4.0,,7.0,135.5,-2.2,
1900,10.0,9.0,12.0,24.0,,7.69,-152.42,58.39,
1900,10.0,29.0,9.0,11.0,,7.7,-66.2,10.52,
1900,11.0,9.0,16.0,10.0,,7.0,-90.0,13.0,0.0
1900,11.0,24.0,7.0,57.0,,7.0,148.0,43.5,35.0
1900,12.0,25.0,14.0,9.0,,7.1,146.0,43.0,
1901,1.0,7.0,0.0,29.0,,7.2,-82.0,-2.0,0.0
1901,1.0,18.0,4.0,39.0,,7.1,-135.0,60.0,0.0
1901,3.0,5.0,10.0,45.0,,6.9,-110.0,25.0,0.0
1901,3.0,16.0,11.0,54.0,,6.9,35.0,-7.0,
1901,3.0,31.0,7.0,10.0,24.0,7.2,28.7,43.4,14.0
1901,4.0,5.0,22.0,30.0,,7.5,148.0,45.0,30.0
1901,5.0,25.0,0.0,32.0,,7.2,160.0,-10.0,
1901,6.0,15.0,18.0,34.0,,7.0,143.0,39.0,
1901,6.0,24.0,16.0,2.0,,7.5,130.0,28.0,
1901,8.0,9.0,18.0,23.0,,7.2,142.5,40.5,
1901,8.0,9.0,13.0,1.0,,7.9,170.0,-22.0,
1901,8.0,10.0,3.0,33.0,,7.4,142.3,40.6,
1901,10.0,8.0,,,,7.0,-87.5,11.0,20.0
1901,11.0,21.0,19.0,19.0,,6.7,-76.32,-14.177,80.0
1901,11.0,25.0,1.0,51.0,,7.0,127.0,3.0,
1901,12.0,9.0,2.0,17.0,,7.1,-110.0,26.0,0.0
1901,12.0,14.0,22.0,57.0,,7.0,122.0,14.0,
1901,12.0,31.0,9.0,2.0,,7.1,-177.0,52.0,0.0
1902,1.0,1.0,5.0,20.0,,7.0,-165.0,55.0,0.0
1902,1.0,2.0,14.0,8.0,,6.8,-78.4,-9.0,80.0
1902,1.0,12.0,22.0,18.0,,7.0,122.0,3.0,
1902,1.0,16.0,,,,7.0,-99.72,17.62,0.0
1902,1.0,18.0,,,,6.7,-91.667,14.667,
1902,1.0,24.0,23.0,27.0,,7.2,150.0,-8.0,
1902,1.0,30.0,23.0,1.0,,7.0,141.3,40.5,
1902,2.0,17.0,0.0,31.0,,6.9,-70.0,20.0,0.0
1902,2.0,26.0,,,,8.0,-89.833,13.59,
1902,3.0,5.0,19.0,3.0,,6.8,-70.0,-20.0,0.0
1902,4.0,19.0,2.0,23.0,,7.47,-91.0,14.0,0.0
1902,5.0,2.0,11.0,31.0,,7.0,144.0,39.0,35.0
1902,6.0,11.0,5.0,,,8.0,148.0,50.0,600.0
1902,8.0,22.0,11.0,,,8.25,76.2,39.9,
1902,9.0,22.0,1.0,46.0,,7.5,146.0,18.0,
1902,9.0,23.0,20.0,18.0,,7.81,-93.0,16.0,0.0
1902,10.0,6.0,9.0,15.0,,7.2,70.5,36.5,200.0
1902,12.0,12.0,23.0,10.0,,7.1,-114.0,29.0,0.0
1903,1.0,4.0,5.0,7.0,,7.8,-175.0,-20.0,
1903,1.0,14.0,,,,7.69,-93.0,15.0,
1903,1.0,17.0,16.0,5.0,,7.0,-170.0,50.0,0.0
1903,2.0,1.0,9.0,,,7.5,104.4,43.4,30.0
1903,2.0,6.0,7.0,,,7.0,104.4,43.4,33.0
1903,2.0,27.0,0.0,43.0,,7.3,106.0,-6.0,
1903,4.0,28.0,23.0,39.0,,7.02,42.6,39.1,
1903,5.0,13.0,6.0,34.0,,7.0,168.0,-17.0,
1903,6.0,2.0,13.0,17.0,,6.9,-157.72,61.78,
1903,6.0,4.0,14.0,56.0,,6.4,31.0,2.0,
1903,8.0,11.0,4.0,32.0,54.0,7.6,23.0,36.3,120.0
1903,12.0,7.0,14.0,44.0,,6.8,-70.0,-27.0,0.0
1903,12.0,28.0,2.0,56.0,,7.1,127.0,7.0,
