Year,Month,Day,Hour,Minute,Second,Magnitude,Latitude,Longitude,Depth
2012,5,13,0,9,23,4.5,-15.993,36.021,14.5
2012,5,23,5,32,46,4.3,-6.9572,35.946,10
2012,5,25,17,23,1,3.1,-20.995,33.79,5
2012,6,6,15,38,28,4.8,-1.1529,27.2346,10
2012,6,14,2,46,56,4.1,-15.388,35.2798,5.75
2012,6,14,18,40,7,4.2,-9.3052,28.1765,10
2012,7,19,1,20,2,3,-15.608,28.315,10
2012,8,21,3,54,53,3.7,-1.4126,26.817,10
2012,8,31,14,21,19,3.7,-21.7019,32.9998,10
2012,9,19,7,52,10,3.4,-20.029,34.274,5
2012,9,21,7,8,4,4.1,-21.2346,32.2245,10
2012,9,21,17,36,27,4.1,-14.3989,29.5109,10
2012,9,26,13,14,21,4.4,-5.6839,35.7957,13.25
2012,9,26,13,18,58,4,-5.4628,35.7004,10
2012,10,2,9,32,48,3.9,-4.4324,35.7659,12.5
2012,10,14,16,25,53,4.4,-1.1417,26.8917,10
2012,10,14,19,11,3,4.1,-4.5945,35.8856,11.25
2012,10,16,14,15,27,3.4,-23.412,24.053,0
2012,10,25,17,20,5,4.4,-9.8229,35.2085,10
2012,10,31,11,40,6,3,-19.003,24.967,0
2012,10,31,15,15,6,4.5,-5.265,34.8226,10
2012,11,1,15,43,28,3.3,-23.609,23.239,0
2012,11,7,1,42,14,3.6,-5.4186,35.9809,10
2012,11,11,15,40,33,4,-0.3241,28.4424,10
2012,11,15,0,0,0,4,-1.3674,26.8882,10
2012,11,20,11,56,49,3.3,-21.6093,32.7409,10
2012,11,20,16,23,49,4,-0.4472,29.9425,20.7
2012,11,29,5,8,9,3.9,-4.6866,35.9365,10
2012,11,30,8,46,53,4,-4.5784,36.2937,10
2012,12,11,3,28,44,3.9,-3.6755,29.7999,10
2012,12,24,14,35,33,5,-4.0362,28.3926,13.25
2012,12,25,19,18,29,4.4,-6.1387,29.8135,10
2012,12,28,13,27,48,3.9,-4.6074,35.9085,10
2013,1,23,8,42,35,3.7,-8.5366,35.6118,10
2013,2,1,19,33,4,3.6,-11.3104,33.6107,10
2013,2,17,16,43,3,3.2,-24.8023,27.4315,4.3
2013,3,1,6,6,24,3.5,-21.6924,33.1731,10
2013,3,4,18,55,56,4,-5.6814,35.6174,11.5
2013,3,7,16,43,0,3.7,-21.4664,32.9966,15
2013,3,8,23,22,16,4,-10.5412,34.3815,10
2013,3,10,3,0,16,4.3,-4.5379,29.2872,10
2013,3,11,14,33,45,3.1,-24.044,23.813,10
2013,3,16,17,12,34,3.5,-3.032,28.8818,10
2013,3,18,15,59,24,3.9,-0.829,26.706,0
2013,3,21,0,46,13,3,-21.6092,33.2106,13
2013,3,21,1,25,46,3.3,-22.407,31.955,10
2013,4,12,16,43,3,3.9,-3.7862,35.7822,10
2013,4,26,11,58,42,4.2,-19.9301,33.4969,19.25
2013,4,28,13,14,14,3.6,-0.1678,29.7051,10
2013,5,16,14,4,43,3.5,-21.7747,30.7628,10
2013,5,18,5,0,26,3.9,-22.3798,29.1431,10
2013,5,22,15,2,0,3.8,-16.0555,27.2634,10
2013,5,23,15,52,39,3.6,-19.431,25.632,10
2013,5,30,10,11,34,3.2,-20.476,26.185,10
2013,6,1,7,19,2,3.7,-21.1348,32.8485,15
2013,6,3,3,24,43,4.3,-2.9522,36.1151,9.1
2013,6,3,9,53,10,4.4,-2.6907,35.9193,10
2013,6,8,3,18,28,4,-8.027,32.142,15
2013,6,22,5,8,7,4.2,-24.5647,27.4661,4.7
2013,6,30,14,8,57,3.5,-19.816,25.458,0
2013,7,1,11,42,17,3.2,-24.3073,28.2157,10
2013,7,5,13,42,20,4.2,-0.395,29.8701,10
2013,7,8,7,47,46,4.1,-21.0525,33.0301,15
2013,7,8,8,4,22,4,-21.3014,33.5591,10
2013,7,10,18,0,52,3,-21.607,28.3816,10
2013,7,11,14,39,3,3.2,-20.142,25.377,0
2013,7,12,11,39,43,3.3,-23.989,27.627,10
2013,7,16,3,58,1,3.9,-15.7127,27.0409,10
2013,7,20,4,25,49,4,-14.3262,24.3785,10
2013,7,20,16,1,15,3.3,-18.865,25.863,18.9
2013,7,22,6,50,45,4,-4.4925,35.8969,10
2013,7,23,17,9,16,4.1,-4.6164,35.8164,10
2013,7,27,5,21,22,4.3,-5.4427,35.6755,10
2013,8,7,11,44,33,3.3,-23.4439,27.3469,10
2013,8,12,11,39,46,3.3,-23.579,27.32,10
2013,8,13,0,58,31,3.2,-16.011,27.454,0
2013,8,20,19,16,13,3.8,-21.3521,32.9474,13.75
2013,8,21,8,30,24,4.2,-3.2937,36.3455,10
2013,8,22,17,13,43,4.3,-3.6758,35.7039,24
2013,8,24,13,17,31,3.7,-18.4943,26.4705,10
2013,8,24,19,18,22,4.7,-15.9509,29.5489,10
2013,8,27,10,16,55,3.6,-17.7625,27.1351,8
2013,8,27,17,55,34,3.1,-11.656,30.639,10
2013,9,5,14,12,16,3.6,-18.6399,26.083,10
2013,9,8,20,27,23,3.3,-13.709,28.226,10
2013,9,11,21,4,37,3.1,-16.0576,23.2186,10
2013,9,12,0,40,0,3.3,-11.887,29.896,10
2013,9,21,11,40,22,3.4,-13.843,28.652,10
2013,9,27,3,34,24,3.5,-3.4261,28.7188,10
2013,9,30,18,11,44,3.7,-19.028,26.2929,10
2013,10,1,11,20,19,4.2,-14.04,30.06,10
2013,10,2,14,23,22,4.3,-13.4786,31.732,32.5
2013,10,4,9,36,37,3.1,-16.872,27.343,10
2013,10,13,23,41,24,3,-9.8484,29.5464,10
2013,11,1,18,36,56,3.9,-8.817,31.232,10
2013,11,8,15,9,46,3.7,-21.633,25.944,0
2013,11,30,19,20,17,5.5,-0.996,26.938,13.9
2013,12,1,8,14,2,5,-1.0038,26.8447,9.75
2013,12,2,18,54,2,4.3,-1.2092,26.9144,10
2013,12,2,19,18,7,4.6,-24.964,28.566,15
2013,12,11,14,22,28,3.2,-24.496,22.827,10
2013,12,19,12,15,1,3.4,-23.7735,27.2998,10
2013,12,19,21,26,41,4,-1.25,32.3945,10
2013,12,30,17,39,45,3.4,-6.1319,35.1114,10
2014,1,18,9,52,59,3.4,-21.459,25.57,10
2014,1,20,20,10,2,3.5,-2.0897,27.6442,10
2014,1,22,8,31,10,3.2,-23.316,24.598,10
2014,1,28,8,7,59,4.2,-4.465,35.7221,10
2014,1,31,3,18,58,3.1,-16.813,27.264,10
2014,1,31,3,19,4,3.3,-16.852,20.771,10
2014,2,19,19,40,43,3.2,-4.2819,38.6236,10
2014,2,19,20,9,18,3.2,-5.0827,35.7682,10
2014,2,25,6,45,38,4,-11.0656,34.5841,0
2014,3,1,17,20,58,3.9,-23.7216,23.8265,10
2014,3,3,2,5,16,4.1,-15.1562,27.0816,8.7
2014,3,4,12,27,29,3.2,-23.557,27.364,16.2
2014,3,5,13,11,27,3.4,-23.806,28.605,0
2014,3,7,11,8,20,3.5,-21.5411,25.8209,10
2014,3,8,2,12,28,3.5,-17.9899,26.2455,13.8
2014,3,15,23,14,22,3.8,-18.03,26.87,10
2014,3,21,6,53,2,3.3,-24.195,25.576,10
2014,3,21,15,29,58,4,-21.1851,25.7934,10
2014,3,27,10,0,13,3.1,-24.295,26.909,10
2014,4,1,8,46,31,3.1,-24.719,27.879,2
2014,4,2,15,21,22,3.1,-23.725,23.397,10
2014,4,10,10,52,55,3.5,-24.8232,29.0495,10
2014,4,10,12,2,23,3.5,-24.176,28.5885,10
2014,4,10,13,46,31,3,-24.39,23.432,3
2014,5,9,4,0,16,3.9,-24.401,26.6179,25.3
2014,5,21,18,36,20,3.5,-15.5805,29.9862,10
2014,6,3,4,39,26,3.8,-16.5986,28.1578,7
2014,6,3,14,7,52,3.2,-24.347,23.948,0.1
2014,7,5,22,51,24,3.6,-12.7456,28.1627,10
2014,7,19,5,8,35,3.2,-9.494,33.694,10
2014,7,19,6,30,57,3.7,-14.942,26.219,0.1
2014,7,24,19,45,54,4.5,-14.1777,25.6984,13.5
2014,7,25,11,47,37,3.4,-23.432,26.31,10
2014,7,27,0,59,38,4.4,-14.5532,25.5247,10
2014,7,29,13,57,1,4.1,-5.5998,35.7248,10
2014,7,30,0,19,45,3.9,-7.2531,37.9306,15.5
2014,8,1,8,34,46,3.9,-23.507,24.195,15
2014,8,7,9,13,34,3.4,-24.396,26.944,10
2014,8,10,21,33,39,3,-8.752,33.148,10
2014,8,12,21,37,59,3,-12.445,32.512,10
2014,8,13,10,35,44,3.5,-7.7846,31.7798,10
2014,8,26,9,7,49,3.4,-11.513,34.478,10
2014,9,2,21,1,39,3.1,-10.525,34.256,10
2014,9,4,23,25,48,3.1,-9.805,33.992,10
2014,9,10,1,4,51,3.5,-7.9805,30.7133,10
2014,9,14,2,26,50,3,-7.59,29.473,10
2014,9,24,19,38,15,3.9,-8.8758,29.7218,10
2014,10,1,19,59,22,4.1,-22.929,24.142,0
2014,10,31,16,50,1,4.4,-5.4169,35.7806,7.4
2014,10,31,17,4,58,5.2,-5.3144,35.8625,4
2014,11,9,14,6,47,4,-22.884,28.279,10
2014,11,10,16,36,22,3.6,-24.764,22.514,10
2014,11,11,3,20,50,5,-4.835,29.367,15
2014,11,18,19,39,12,4.2,-7.1173,31.2235,10
2014,11,20,17,10,20,4.2,-5.546,29.6521,20
2014,11,20,23,56,1,4.2,-0.3857,29.6535,10
2014,11,21,9,57,56,4,-4.5156,35.9106,4.4
2014,12,7,11,16,59,4.5,-7.8523,30.078,10
2014,12,30,6,20,16,3.6,-24.1776,26.5898,6.6
2014,12,30,7,54,46,3.7,-24.086,26.576,5
2014,12,30,15,8,49,4,-23.121,24.117,0
2014,12,31,19,47,35,5.2,-9.9804,33.7494,11
2015,1,3,9,35,31,3.6,-2.2724,28.6024,22
2015,1,28,22,30,14,3.9,-5.7483,28.6586,28.5
2015,2,13,8,35,23,4.2,-0.2714,29.733,17.25
2015,3,11,0,11,1,3.9,-4.928,34.4386,10
2015,3,21,8,14,36,3.7,-3.163,28.8768,10
2015,4,9,1,10,40,3.5,-9.3854,34.4223,10
2015,4,26,22,32,5,3.8,-13.0577,31.7083,11.9
2015,4,27,14,1,10,3.4,-22.844,21.967,5
2015,5,10,13,16,39,3.3,-24.912,29.68,5
2015,5,21,13,19,9,4.1,-3.4134,29.819,10
2015,6,1,15,2,9,3.3,-23.52,23.836,10
2015,6,2,11,46,40,3.4,-24.219,24.644,10
2015,6,4,20,39,53,3.1,-18.1546,24.5841,10
2015,6,17,8,32,49,4.1,-17.0173,35.1424,12.25
2015,6,29,21,0,43,4.1,-2.8297,27.7903,26.1
2015,7,16,8,7,4,5.2,-9.025,29.551,10
2015,7,16,15,40,20,4.1,-21.655,25.718,32.1
2015,7,26,5,58,17,3,-19.641,23.621,5
2015,8,7,1,25,2,5.8,-2.1425,28.9329,12.6
2015,8,7,1,28,37,5.5,-2.1104,28.9339,3.1
2015,8,7,1,50,27,4.3,-2.1307,28.7634,19
2015,8,7,8,5,55,3.7,-2.2698,29.1143,10
2015,8,15,7,33,27,4.3,-13.585,34.4369,31.6
2015,8,25,17,40,34,4.3,-16.8857,35.2391,10
2015,10,14,9,10,40,4.6,-17.781,34.9592,14.25
2015,10,20,7,24,6,4.1,-15.635,26.846,0.5
2015,10,26,14,45,47,4.1,-24.759,28.84,10
2015,10,28,12,58,23,4.5,-21.903,29.722,0
2015,11,8,8,6,36,3.8,-1.0535,29.2061,10
2015,11,14,15,2,4,4.1,-19.663,25.421,10
2015,11,25,9,38,13,4.3,-0.1964,29.8475,24
2015,11,26,21,5,46,4,-22.598,32.206,10
2015,12,9,17,1,14,4,-20.369,29.562,10
2015,12,10,14,1,26,4.3,-22.041,25.333,10
2015,12,13,8,20,3,4.2,-22.578,29.517,11.5
2015,12,21,15,19,18,4.9,-24.756,23.808,0
2016,1,1,1,2,58,4.4,-21.676,33.209,10
2016,1,1,7,11,31,4.4,-23.3773,29.7251,10
2016,1,5,11,37,21,4,-21.491,32.512,10
2016,1,5,15,7,13,4.1,-24.479,24.953,10
2016,1,7,11,39,6,4.2,-23.399,27.145,10
2016,1,8,11,43,0,4.1,-23.276,26.774,0
2016,1,12,5,58,16,3.9,-17.5603,27.1763,10
2016,1,12,12,12,6,4.1,-23.777,27.724,0.1
2016,1,19,12,2,24,5,-23.626,27.47,0
2016,1,22,3,14,12,5.1,-21.845,32.805,0
2016,1,25,16,54,37,4.6,-21.384,33.014,8
2016,1,26,5,25,34,4.4,-22.404,29.775,7.3
2016,1,29,11,38,33,4.4,-23.434,27.71,3.1
2016,1,31,15,36,6,4.4,-21.387,25.58,0
2016,2,4,4,55,38,4,-17.811,28.059,19.2
2016,2,4,12,44,0,4.9,-1.5478,28.4584,14.25
2016,2,4,14,27,29,4.4,-1.8407,28.4161,10
2016,2,15,11,35,11,4.1,-23.8598,29.581,10
2016,2,23,14,17,10,4.2,-24.873,27.351,34.1
2016,2,23,14,44,50,4,-22.068,25.791,4.3
2016,3,20,6,11,17,3.3,-17.378,27.175,26.8
2016,3,28,20,10,5,3.7,-19.3778,23.8648,10
2016,5,8,4,27,48,3.7,-1.4926,28.2731,10
2016,5,19,5,2,15,3.8,-1.5509,28.3416,10
2016,6,11,1,5,16,3.9,-0.5749,29.4158,10
2016,6,12,3,39,3,4.1,-23.99,30.8118,28.8
2016,6,19,10,49,25,3.5,-21.5069,33.0738,10
2016,6,22,8,12,55,4.2,-13.2407,31.8186,27.5
2016,8,6,22,46,39,3.9,-12.9393,34.6311,10
2016,9,1,22,47,53,3.7,-1.8031,29.6121,10
2016,9,10,12,27,30,5.9,-1.0669,31.5514,21.8
2016,9,20,17,56,54,3.8,-21.497,33.1009,15
2016,10,8,14,7,21,4.1,-13.6255,34.6296,58
2016,10,8,17,58,39,3,-17.681,27.289,10
2016,10,18,16,45,50,3.2,-17.507,34.741,10
2016,11,8,13,49,16,3.2,-16.9766,28.3022,10
2017,1,8,23,3,36,3.1,-14.557,26.402,10
2017,1,17,21,43,7,4.1,-1.153,29.132,0
2017,1,26,2,2,33,4,-0.078,29.673,0
2017,2,7,22,45,27,4.1,-2.074,28.543,0
2017,2,10,16,43,37,4.4,-18.006,35.474,7.2
2017,2,28,12,23,45,4.1,-1.925,29.469,0
2017,4,3,17,40,17,6.5,-22.687,25.188,23.8
2017,4,3,17,50,16,4.9,-22.165,24.999,15
2017,4,3,17,57,52,3.8,-22.658,25.1386,10
2017,4,3,18,11,26,4.2,-22.5667,24.9786,19
2017,4,3,18,11,47,4.6,-22.5788,25.2514,10
2017,4,3,18,20,42,4.4,-22.9122,24.7721,10
2017,4,3,18,38,10,3.4,-22.7213,25.0538,10
2017,4,3,20,9,48,3.5,-22.7168,25.0641,8
2017,4,3,23,16,21,4,-22.6246,25.2533,10
2017,4,4,4,19,21,3.3,-22.6674,25.2388,22.1
2017,4,4,9,39,44,3.3,-22.661,25.001,10
2017,4,4,15,46,33,3.1,-22.986,25.126,10
2017,4,4,18,53,7,3.8,-22.6967,24.8752,10
2017,4,4,19,41,56,3.8,-22.6581,25.3166,10
2017,4,5,0,55,50,4,-22.541,25.099,15
2017,4,5,12,26,41,3.3,-22.339,24.757,10
2017,4,5,15,2,34,3.1,-22.656,24.852,10
2017,4,5,22,46,58,3.2,-22.713,24.9261,10
2017,4,6,2,30,20,4.1,-22.7732,25.0405,12.2
2017,4,6,5,25,56,3.1,-22.6853,25.0656,10
2017,4,6,7,33,57,3.9,-22.7556,24.923,10
2017,4,7,2,8,16,3.4,-22.7638,25.0176,10
2017,4,7,21,8,50,3.2,-22.66,25.322,0
2017,4,8,17,31,26,3.1,-22.747,24.468,10
2017,4,8,19,55,32,3.7,-22.56,25.062,14.3
2017,4,10,2,51,0,3.1,-22.6039,24.9511,10
2017,4,10,8,17,33,4.3,-0.1582,29.8514,17
2017,4,10,20,54,32,3,-22.558,25.106,10
2017,4,27,6,32,29,3.5,-18.5932,23.5931,10
2017,4,29,22,28,29,4,-1.271,31.6121,10
2017,5,3,20,14,6,4,-2.022,31.444,0.1
2017,5,6,18,0,4,3.2,-22.635,25.094,10
2017,5,18,23,20,49,3.9,-22.6386,25.0178,10
2017,6,5,17,31,0,4.1,-3.668,36.975,0
2017,6,9,12,51,12,4,-0.804,33.418,0
2017,6,12,12,42,3,4.2,-3.1514,35.9068,12
2017,6,21,7,10,29,4.2,-22.6532,25.1686,10
2017,6,24,10,32,15,3,-22.5203,25.0116,10
2017,7,2,10,43,31,4.2,-24.621,27.322,10
2017,7,2,11,59,44,4.1,-23.532,27.467,8.6
2017,7,3,6,38,17,4.6,-22.721,25.448,10
2017,7,4,11,37,5,3.9,-22.569,25.044,15
2017,7,14,19,52,43,3.3,-22.7512,25.2586,10
2017,7,18,11,49,29,4.1,-2.555,36.19,4.2
2017,7,27,6,50,19,3.4,-16.8819,35.126,10
2017,7,30,7,2,29,5.4,-0.2257,29.7594,16.4
2017,8,3,23,30,42,3.7,-22.5335,25.1341,10
2017,8,12,2,37,47,3.8,-23.593,25.657,19
2017,9,16,4,17,51,4,-21.3391,33.0416,15
2017,9,16,4,44,42,4,-2.4573,28.8517,12
2017,9,22,15,49,18,3.1,-22.6122,25.1441,10
2017,10,9,5,10,6,3,-24.718,32.526,5
2017,10,15,23,17,51,4.2,-24.5739,32.3872,14.9
2017,10,17,2,38,17,3.3,-15.812,34.168,10
2017,10,21,4,13,13,3.9,-15.7221,34.6146,10
2017,10,26,6,33,55,3,-22.5647,24.8668,10
2017,11,1,12,12,41,3.6,-22.649,25.099,15
2017,11,2,9,3,43,4,-15.3447,28.5408,10
2017,11,2,19,37,55,3.9,-22.6778,24.8844,10
2017,11,23,19,33,34,4,-22.3813,25.0646,10
2018,1,9,9,0,59,4.4,-1.6551,28.4483,14.75
2018,3,8,8,49,45,5.6,-16.76,35.4269,18
2018,4,7,8,55,7,4.2,-11.0726,32.7564,14
2018,8,4,15,40,32,3.1,-17.35,25.18,5
2018,8,5,10,58,28,3.8,-2.902,35.68,15
2018,8,8,2,33,10,3.4,-14.3358,27.9276,10
2018,8,8,21,7,21,4.1,-3.7778,35.6309,10
2018,8,22,5,30,35,3.6,-4.774,34.879,15
2018,8,24,23,32,45,3.8,-18.0663,35.5167,10
2018,9,2,4,2,30,3.1,-16.701,35.417,10
2018,9,2,5,52,22,3.8,-0.3926,29.5036,10
2018,9,2,23,55,51,3.9,-2.8649,29.3926,10
2018,10,1,5,58,3,4.3,-0.8129,29.3281,10
2018,10,21,10,39,14,3.19078971217665,-13.6678,34.8544,20.1
2018,10,22,2,31,45,3.42824252213717,-16.9883,35.4456,0
2018,10,23,2,19,54,3.9871921456965,-14.6183,34.9942,15.6
2018,10,26,23,50,15,3.65855866495993,-13.5089,34.6069,15
2018,10,29,7,26,41,3.03716883381189,-14.0906,33.91,3.9
2018,10,29,12,42,4,3.35924699069474,-14.2367,34.6747,14.7
2018,10,30,6,0,2,3.20539098314204,-14.8567,35.6192,0
2018,10,30,22,4,55,3.1,-20.6828,22.3017,10
2018,11,1,5,49,39,3.21765398952876,-14.9606,34.8839,23.2
2018,11,1,22,2,37,3.14128860249047,-13.9864,34.8322,28.8
2018,11,2,5,18,30,3.18609388975106,-15.0764,35.4169,5.8
2018,11,4,6,42,21,3.13819205314461,-13.3561,34.4442,15
2018,11,10,3,36,46,3.00210937427155,-14.7942,35.0539,18.3
2018,11,10,5,0,36,3.55640336914887,-13.5697,34.4142,19.8
2018,11,10,15,9,19,3.13933643870684,-14.7797,35.1575,2.7
2018,11,12,10,2,44,3.55540690435189,-14.7872,35.0442,12.1
2018,11,13,12,49,52,3.11825163849489,-14.0942,34.9128,23.7
2018,11,16,9,6,32,3.29514842575391,-14.8736,35.3072,8.1
2018,11,16,23,39,29,3.51147705620215,-13.7914,35.5733,23.5
2018,11,20,11,40,11,3.28578606620657,-14.0228,34.785,29.9
2018,11,23,10,13,2,3.01965762685969,-13.9475,34.4294,14.5
2018,11,24,11,23,22,3.55002735440051,-13.8792,34.8175,29
2018,11,28,8,32,28,3.00902458011366,-13.6586,34.8922,15.2
2018,11,28,14,43,23,3.44040311165651,-14.3378,35.6489,0
2018,12,1,18,36,48,4.2,-0.1497,29.5378,10
2018,12,2,7,23,56,3.24124569455358,-16.8939,35.6697,0
2018,12,3,21,54,20,3.42508763182978,-15.4094,33.6275,3.2
2018,12,8,12,51,26,3.84503628811958,-16.3411,33.8764,0
2018,12,11,3,52,40,3.06869779770678,-15.0953,35.2097,15.9
2018,12,13,2,5,52,3.18797710578856,-16.3672,35.0028,0
2018,12,14,4,58,29,3.03684956840998,-13.9925,34.8014,29.5
2018,12,15,9,55,7,3.23817412744014,-13.8383,34.8506,29
2018,12,15,21,22,37,3.00347038495478,-15.3653,35.0172,15
2019,1,16,22,31,24,3.9,-17.0817,35.0095,10
2019,2,7,8,52,38,3.7,-3.3005,37.3751,10
2019,2,12,17,38,47,3.9,-0.0206,29.7241,10
2019,2,16,21,45,32,3,-17.1381,28.4938,14
2019,3,24,16,21,15,4.6,-3.0611,38.1513,10
2019,4,7,3,17,3,4.2,-0.0735,28.2219,10
2019,4,14,15,34,44,3.1,-18.0922,24.9762,10
2019,4,19,8,56,49,4.2,-2.5806,29.0206,10
2019,6,20,9,50,55,4,-13.3833,34.612,10
2019,7,1,14,8,55,3.3,-23.8564,26.3381,10
2019,7,3,13,1,30,4,-16.189,29.425,13.6
2019,9,23,18,42,47,3,-17.6573,27.5629,10
2019,9,26,13,18,23,3.2,-22.7637,24.9946,12.8
2019,10,18,16,44,0,3.4,-24.6374,27.0917,10
2019,11,7,1,58,34,4.5,-16.9928,27.9628,5.1
2019,11,21,8,33,33,3.2,-19.056,23.52,24.4
2019,12,26,22,7,4,4.2,-16.9638,35.4394,10
2020,1,28,22,32,6,4.6,-0.2431,29.7646,10
2020,1,30,13,1,10,4.4,-0.042,30.1568,24.4
2020,2,10,10,49,44,3.6,-20.1437,23.2469,10
2020,3,19,22,35,49,4.3,-0.792,29.7626,10
2020,6,2,5,44,13,4.6,-4.632,35.8795,10
2020,6,2,5,48,59,4.5,-4.4214,35.6219,10
2020,6,21,13,56,49,4.2,-1.5756,28.549,10
2020,7,4,3,10,54,3.3,-18.983,23.426,14.7
2020,7,16,1,23,20,4.4,-2.6865,29.1019,10
2020,8,20,11,23,29,4.3,-0.3309,28.4062,0
2020,10,7,13,41,58,3.6,-18.493,24.395,23.9
2020,10,23,1,10,50,3,-23.473,23.981,10
2020,12,20,10,44,44,3.6,-24.7146,26.1042,5
2021,2,1,1,29,6,4.3,-11.7416,34.6238,10
2021,2,6,2,18,38,4.1,-21.32,25.636,38
2021,2,6,2,18,53,3.5,-20.15,22.896,5
2021,2,9,23,25,47,4.5,-1.1904,28.6712,10
2021,2,25,14,29,43,4,-1.9974,28.6793,0
2021,2,26,3,8,0,3.2,-0.4099,31.7932,10
2021,3,11,1,47,11,4.1,-1.7317,34.2734,0
2021,5,23,13,7,53,4,-1.8196,29.326,0
2021,5,24,8,37,24,4.1,-1.3463,29.0532,0
2021,5,25,8,19,53,4,-1.7806,29.4125,0
2021,5,25,9,3,0,4.3,-1.5601,29.2093,0
2021,5,25,10,40,43,4,-1.7792,29.326,0
2021,5,25,12,16,25,4,-1.8352,29.3218,0
2021,5,25,20,38,9,4.1,-1.643,29.2127,0
2021,5,26,3,46,30,4.2,-1.7399,29.2902,0
2021,5,26,7,1,18,4.2,-1.812,29.487,10
2021,5,26,8,51,57,4.1,-1.703,29.112,0
2021,5,26,17,32,53,4.1,-1.6672,29.1312,0
2021,5,26,23,19,31,4,-1.716,29.2239,0
2021,5,26,23,26,55,4.1,-1.8356,29.22,0
2021,5,27,3,23,50,4,-1.617,29.1204,0
2021,5,27,9,33,51,4,-1.7271,29.1788,0
2021,8,9,1,39,38,4,-17.6567,27.551,0
2021,9,7,1,48,19,4.1,-2.2112,28.7899,0
2021,10,16,0,23,25,4.1,-0.2733,29.686,0
2022,1,1,21,14,38,3.7,-4.6882,34.9136,0
2022,1,7,16,45,34,3.9,-13.9071,34.9167,0
2022,2,15,10,43,49,3.7,-5.2912,35.3297,0
2022,2,17,15,18,36,3.7,-4.5644,35.0578,0
2022,3,6,8,59,46,3.9,-0.67,29.5905,0
2022,3,19,7,18,6,3.9,-4.5612,35.1071,0
2022,4,2,20,2,9,3.7,-3.6676,37.8028,0
2022,5,24,9,15,0,4.8,-17.688,27.484,10
2022,6,3,12,3,1,3.5,-5.2782,35.8809,0
