Year,Month,Day,Hour,Minute,Second,Magnitude,Latitude,Longitude,Depth
2020,12,26,20,23,04,1.4,38.37884,22.02712,6.788
2020,12,26,20,46,58,1.9,38.37301,22.01755,6.605
2020,12,26,21,09,27,1.4,38.38201,22.01792,7.424
2020,12,26,21,14,49,1.5,38.37489,22.02119,6.388
2020,12,26,21,22,17,1.3,38.38185,22.02302,7.387
2020,12,26,23,39,18,0.7,38.38431,22.01343,7.392
2020,12,27,00,27,51,1.6,38.39772,22.00306,8.101
2020,12,27,01,05,59,1.1,38.37305,22.02083,6.611
2020,12,27,01,10,03,1.1,38.39764,22.00264,8.096
2020,12,27,02,14,57,1.0,38.37892,22.01338,6.695
2020,12,27,02,17,37,1.1,38.37308,22.02502,6.584
2020,12,27,02,32,46,1.4,38.37422,22.02128,6.398
2020,12,27,03,05,15,1.4,38.38143,22.01826,7.479
2020,12,27,03,34,05,0.9,38.38149,22.01846,7.487
2020,12,27,05,28,49,1.5,38.38235,22.01719,7.390
2020,12,27,05,47,33,1.5,38.38080,22.03118,7.092
2020,12,27,06,54,46,0.9,38.37561,22.01163,6.693
2020,12,27,09,21,08,1.7,38.37532,22.02560,6.482
2020,12,27,11,24,09,1.8,38.37629,22.02258,6.439
2020,12,27,12,40,07,1.7,38.37526,22.01073,6.685
2020,12,27,14,25,11,1.2,38.38332,22.02237,7.312
2020,12,27,15,15,53,1.1,38.38247,22.02106,7.388
2020,12,27,15,57,47,1.3,38.38134,22.02663,7.615
2020,12,27,16,14,07,1.2,38.37701,22.01565,6.570
2020,12,27,18,59,22,0.7,38.37637,21.99719,6.848
2020,12,27,19,49,23,2.8,38.37832,21.99391,6.813
2020,12,27,19,51,22,1.7,38.37742,21.99520,6.829
2020,12,27,21,04,15,0.6,38.37892,21.99501,6.694
2020,12,27,21,37,30,1.0,38.37633,21.99662,6.852
2020,12,27,21,42,58,1.9,38.37443,21.99800,6.745
2020,12,28,00,16,12,1.6,38.38194,22.01797,7.395
2020,12,28,01,36,23,1.0,38.38328,21.98784,6.308
2020,12,28,01,37,25,1.6,38.38151,22.02408,7.532
2020,12,28,01,54,04,1.5,38.38141,22.01827,7.471
2020,12,28,02,05,06,1.7,38.38238,22.01738,7.404
2020,12,28,02,14,56,1.9,38.38222,22.01647,7.383
2020,12,28,02,23,49,1.3,38.37791,22.00052,6.773
2020,12,28,02,31,23,2.0,38.37722,21.99348,7.041
2020,12,28,03,18,11,1.7,38.38242,22.01652,7.335
2020,12,28,03,40,01,1.6,38.37764,21.99263,7.041
2020,12,28,03,44,03,2.1,38.38042,21.99364,6.706
2020,12,28,03,50,01,1.6,38.38183,22.02511,7.540
2020,12,28,05,07,23,1.7,38.37354,22.01298,6.606
2020,12,28,05,14,49,1.6,38.37756,21.99331,7.001
2020,12,28,06,06,50,1.8,38.37452,22.01378,6.638
2020,12,28,06,23,27,1.3,38.37972,21.99257,6.770
2020,12,28,06,58,08,2.2,38.37800,21.99300,6.933
2020,12,28,07,11,33,2.7,38.38218,21.98991,6.798
2020,12,28,07,12,12,2.8,38.37887,21.99214,6.980
2020,12,28,07,44,48,1.6,38.37643,21.99419,6.985
2020,12,28,08,42,44,1.2,38.37588,21.99528,7.004
2020,12,28,09,04,52,1.4,38.37733,21.99319,7.049
2020,12,28,09,08,42,1.3,38.37747,21.99635,7.007
2020,12,28,09,29,54,1.3,38.38158,21.99295,6.666
2020,12,28,10,13,12,1.7,38.37681,21.99610,7.033
2020,12,28,10,23,25,2.6,38.37914,21.99555,6.866
2020,12,28,11,04,06,1.5,38.38133,22.01892,7.492
2020,12,28,11,11,45,3.9,38.37615,21.99777,6.777
2020,12,28,11,20,24,1.6,38.38381,21.98987,6.598
2020,12,28,11,24,16,1.6,38.38420,21.99033,6.554
2020,12,28,11,37,16,3.0,38.37694,21.99135,7.051
2020,12,28,11,58,58,1.9,38.37370,21.99933,6.796
2020,12,28,12,25,59,1.9,38.37560,21.99044,7.180
2020,12,28,12,48,23,1.3,38.38283,21.98537,6.851
2020,12,28,13,30,56,1.8,38.38261,21.98877,6.780
2020,12,28,13,32,29,1.1,38.37481,21.99838,6.871
2020,12,28,13,32,57,0.7,38.38711,21.98744,7.182
2020,12,28,13,33,28,0.8,38.38668,21.98626,8.029
2020,12,28,13,33,43,0.7,38.36713,21.98396,6.852
2020,12,28,13,48,28,0.9,38.38426,22.00509,7.324
2020,12,28,13,49,09,1.9,38.37808,21.99243,7.029
2020,12,28,14,39,28,0.0,38.38365,21.98649,6.759
2020,12,28,14,42,05,2.3,38.38053,21.99262,6.652
2020,12,28,15,24,23,1.4,38.38126,22.02705,7.641
2020,12,28,15,25,04,1.3,38.38110,21.99227,6.582
